sample	PI	Race	feature	cutoff	genetic_load	n_del	feature_bp	genetic_load_per_kb	n_del_per_kb
PI656073_PI656073	PI656073	Kafir	intron	5%	5376.05738	784	57833623	0.0929572989055173	0.0135561280675776
PI656074_PI656074	PI656074	Kafir	intron	5%	5335.80327	780	57833623	0.09226126590755	0.0134869641488654
PI656075_PI656075	PI656075	Milo/Durra-Bicolor	intron	5%	4654.38709	679	57833623	0.0804789125868874	0.0117405752013842
PI656076_PI656076	PI656076	Bicolor	intron	5%	5255.37595	765	57833623	0.0908705987518714	0.013227599453695
PI656077_PI656077	PI656077	Guinea	intron	5%	5161.63141	754	57833623	0.0892496638158049	0.0130373986772366
PI656078_PI656078	PI656078	Caudatum	intron	5%	2931.00829	430	57833623	0.0506800047785352	0.00743512126155403
PI656079_PI656079	PI656079	Caudatum	intron	5%	4889.37333	715	57833623	0.0845420548873447	0.0123630504697933
PI656080_PI656080	PI656080	Durra	intron	5%	5411.84887	783	57833623	0.0935761688317538	0.0135388370878995
PI656081_PI656081	PI656081	Caudatum	intron	5%	2781.43171	409	57833623	0.0480936791734455	0.00707201068831534
PI656082_PI656082	PI656082	Guinea	intron	5%	5605.98377	819	57833623	0.0969329514424507	0.0141613123563087
PI656083_PI656083	PI656083	Caudatum	intron	5%	5986.00713	871	57833623	0.103503927637388	0.0150604432995664
PI656085_PI656085	PI656085	Milo/Durra-Bicolor	intron	5%	5124.32613	743	57833623	0.0886046189774416	0.0128471979007782
PI656086_PI656086	PI656086	Guinea	intron	5%	5347.50996	781	57833623	0.092463686046437	0.0135042551285435
PI656087_PI656087	PI656087	Milo/Durra-Bicolor	intron	5%	4807.0823	699	57833623	0.0831191623599303	0.0120863947949448
PI656088_PI656088	PI656088	Guinea	intron	5%	5838.58937	851	57833623	0.100954930145047	0.0147146237060058
PI656089_PI656089	PI656089	Guinea	intron	5%	5708.52514	833	57833623	0.0987059921872783	0.0144033860718012
PI656090_PI656090	PI656090	Milo/Durra-Bicolor	intron	5%	4383.28667	637	57833623	0.0757913207339613	0.0110143540549068
PI656091_PI656091	PI656091	Guinea	intron	5%	5472.1341	800	57833623	0.0946185595185693	0.0138327837424261
PI656092_PI656092	PI656092	Guinea	intron	5%	5204.14691	760	57833623	0.0899847984623063	0.0131411445553048
PI656093_PI656093	PI656093	Caudatum	intron	5%	4802.94652	697	57833623	0.0830476506719975	0.0120518128355887
PI656094_PI656094	PI656094	Caudatum	intron	5%	4865.15906	711	57833623	0.0841233664368563	0.0122938865510812
PI656095_PI656095	PI656095	Caudatum	intron	5%	5306.09772	778	57833623	0.0917476278461752	0.0134523821895094
PI656096_PI656096	PI656096	Caudatum	intron	5%	4900.09253	716	57833623	0.0847274003567095	0.0123803414494714
PI656097_PI656097	PI656097	Guinea	intron	5%	5192.22362	756	57833623	0.089778633097221	0.0130719806365927
PI656098_PI656098	PI656098	Milo/Durra-Bicolor	intron	5%	4721.1302	685	57833623	0.0816329663455461	0.0118443210794523
PI656099_PI656099	PI656099	Guinea	intron	5%	5513.80757	808	57833623	0.0953391346414524	0.0139711115798504
PI656100_PI656100	PI656100	Guinea	intron	5%	6017.81974	873	57833623	0.104053998830404	0.0150950252589225
PI656101_PI656101	PI656101	Kafir	intron	5%	5667.1713	827	57833623	0.0979909437802297	0.014299640193733
PI656102_PI656102	PI656102	Milo/Durra-Bicolor	intron	5%	4901.48676	716	57833623	0.084751507959306	0.0123803414494714
PI656103_PI656103	PI656103	Guinea	intron	5%	5108.36573	746	57833623	0.0883286480253883	0.0128990708398123
PI656104_PI656104	PI656104	Caudatum	intron	5%	5989.11607	877	57833623	0.103557684255749	0.0151641891776346
PI656105_PI656105	PI656105	Milo/Durra-Bicolor	intron	5%	5133.02813	744	57833623	0.0887550850825998	0.0128644888804563
PI656106_PI656106	PI656106	Milo/Durra-Bicolor	intron	5%	5089.95668	743	57833623	0.0880103375159464	0.0128471979007782
PI656107_PI656107	PI656107	Kafir	intron	5%	5522.97751	802	57833623	0.0954976918876412	0.0138673657017822
PI656108_PI656108	PI656108	Guinea	intron	5%	5445.2071	798	57833623	0.0941529653087789	0.01379820178307
PI656109_PI656109	PI656109	Kafir	intron	5%	5324.63183	780	57833623	0.0920681007655356	0.0134869641488654
PI656110_PI656110	PI656110	Guinea	intron	5%	4666.9634	684	57833623	0.080696369307522	0.0118270300997743
PI656111_PI656111	PI656111	Milo/Durra-Bicolor	intron	5%	5109.61125	748	57833623	0.0883501842863969	0.0129336527991684
PI656112_PI656112	PI656112	Durra	intron	5%	5678.98142	831	57833623	0.0981951523251448	0.0143688041124451
PI656113_PI656113	PI656113	Guinea	intron	5%	5417.20932	792	57833623	0.0936688562637689	0.0136944559050018
PI656114_PI656114	PI656114	Guinea	intron	5%	5203.93679	754	57833623	0.0899811652816563	0.0130373986772366
PI656115_PI656115	PI656115	Kafir	intron	5%	5943.10273	871	57833623	0.10276206852889	0.0150604432995664
PI656116_PI656116	PI656116	Milo/Durra-Bicolor	intron	5%	5062.13953	744	57833623	0.0875293517405956	0.0128644888804563
PI656118_PI656118	PI656118	Milo/Durra-Bicolor	intron	5%	4901.37026	715	57833623	0.0847494935601735	0.0123630504697933
PI656119_PI656119	PI656119	Caudatum	intron	5%	4793.95085	697	57833623	0.0828921067248372	0.0120518128355887
PI656120_PI656120	PI656120	Milo/Durra-Bicolor	intron	5%	5432.35484	790	57833623	0.0939307371423022	0.0136598739456458
PI656121_PI656121	PI656121	Milo/Durra-Bicolor	intron	5%	4468.84581	654	57833623	0.0772707220849712	0.0113083007094333
PI659691_PI659691	PI659691	Bicolor	intron	5%	5137.2497	744	57833623	0.0888280801636792	0.0128644888804563
PI659694_PI659694	PI659694	Milo/Durra-Bicolor	intron	5%	5756.51376	846	57833623	0.0995357624404752	0.0146281688076156
PI659695_PI659695	PI659695	Guinea	intron	5%	5237.82222	763	57833623	0.0905670775631677	0.0131930174943389
PI659696_PI659696	PI659696	Milo/Durra-Bicolor	intron	5%	5273.7604	767	57833623	0.0911884839032132	0.013262181413051
PI659753_PI659753	PI659753	Guinea	intron	5%	5871.82953	858	57833623	0.101529685076102	0.014835660563752
PI152651_PI152651	PI152651	Kafir	upstream_2kb	5%	8551.16222	1274	50898245	0.168005050468832	0.0250303325782647
PI17548_PI17548	PI17548	Durra	upstream_2kb	5%	9962.15013	1484	50898245	0.195726790383441	0.029156211574682
PI24969_PI24969	PI24969	Guinea	upstream_2kb	5%	9975.34329	1483	50898245	0.195985996963157	0.0291365645318419
PI276837_PI276837	PI276837	Bicolor	upstream_2kb	5%	8597.75463	1287	50898245	0.168920453544125	0.0252857441351858
PI329435_PI329435	PI329435	Bicolor	upstream_2kb	5%	8458.40684	1265	50898245	0.166182681544324	0.024853509192704
PI329440_PI329440	PI329440	Durra	upstream_2kb	5%	8805.45711	1317	50898245	0.173001193066676	0.0258751554203883
PI34911_PI34911	PI34911	Milo/Durra-Bicolor	upstream_2kb	5%	8513.50535	1274	50898245	0.167265204330719	0.0250303325782647
PI35038_PI35038	PI35038	Durra	upstream_2kb	5%	9597.72636	1432	50898245	0.188566940962306	0.0281345653469977
PI48770_PI48770	PI48770	Durra	upstream_2kb	5%	9343.94928	1401	50898245	0.183580971799715	0.0275255070189552
PI533750_PI533750	PI533750	Guinea	upstream_2kb	5%	8435.19351	1263	50898245	0.165726608255353	0.0248142151070238
PI533752_PI533752	PI533752	Milo/Durra-Bicolor	upstream_2kb	5%	8609.88866	1287	50898245	0.169158851351358	0.0252857441351858
PI533754_PI533754	PI533754	Guinea	upstream_2kb	5%	7931.35232	1185	50898245	0.155827618810825	0.0232817457654974
PI533755_PI533755	PI533755	Kafir	upstream_2kb	5%	8658.07866	1292	50898245	0.170105642345822	0.0253839793493862
PI533757_PI533757	PI533757	Milo/Durra-Bicolor	upstream_2kb	5%	8098.18825	1212	50898245	0.1591054514748	0.0238122159221796
PI533758_PI533758	PI533758	Milo/Durra-Bicolor	upstream_2kb	5%	8152.23953	1222	50898245	0.160167399288522	0.0240086863505805
PI533759_PI533759	PI533759	Milo/Durra-Bicolor	upstream_2kb	5%	8215.93245	1229	50898245	0.161418776816372	0.024146215650461
PI533760_PI533760	PI533760	Milo/Durra-Bicolor	upstream_2kb	5%	8455.24914	1263	50898245	0.166120642077148	0.0248142151070238
PI533761_PI533761	PI533761	Milo/Durra-Bicolor	upstream_2kb	5%	7973.06462	1186	50898245	0.156647142155884	0.0233013928083375
PI533762_PI533762	PI533762	Milo/Durra-Bicolor	upstream_2kb	5%	7975.88258	1191	50898245	0.156702506736725	0.0233996280225379
PI533766_PI533766	PI533766	Caudatum	upstream_2kb	5%	7722.53866	1154	50898245	0.151725047887211	0.0226726874374549
PI533769_PI533769	PI533769	Milo/Durra-Bicolor	upstream_2kb	5%	7641.7573	1144	50898245	0.150137933046611	0.022476217009054
PI533776_PI533776	PI533776	Caudatum	upstream_2kb	5%	7828.71022	1174	50898245	0.153811005074929	0.0230656282942565
PI533785_PI533785	PI533785	Caudatum	upstream_2kb	5%	7939.43303	1188	50898245	0.155986380866374	0.0233406868940177
PI533788_PI533788	PI533788	Guinea	upstream_2kb	5%	8855.75432	1323	50898245	0.173989384506283	0.0259930376774288
PI533789_PI533789	PI533789	Milo/Durra-Bicolor	upstream_2kb	5%	8137.35049	1211	50898245	0.159874873681794	0.0237925688793396
PI533792_PI533792	PI533792	Caudatum	upstream_2kb	5%	8094.92278	1214	50898245	0.159041294645817	0.0238515100078598
PI533794_PI533794	PI533794	Bicolor	upstream_2kb	5%	8889.86147	1328	50898245	0.174659489143486	0.0260912728916292
PI533799_PI533799	PI533799	Bicolor	upstream_2kb	5%	8609.8736	1291	50898245	0.169158555466893	0.0253643323065461
PI533800_PI533800	PI533800	Bicolor	upstream_2kb	5%	8591.06024	1286	50898245	0.168788928577007	0.0252660970923457
PI533807_PI533807	PI533807	Milo/Durra-Bicolor	upstream_2kb	5%	7666.79069	1146	50898245	0.150629765132373	0.0225155110947342
PI533810_PI533810	PI533810	Guinea	upstream_2kb	5%	9342.13519	1394	50898245	0.18354533029577	0.0273879777190746
PI533814_PI533814	PI533814	Guinea	upstream_2kb	5%	9562.73072	1430	50898245	0.18787938012401	0.0280952712613176
PI533821_PI533821	PI533821	Milo/Durra-Bicolor	upstream_2kb	5%	7768.07581	1156	50898245	0.152619718224076	0.022711981523135
PI533822_PI533822	PI533822	Milo/Durra-Bicolor	upstream_2kb	5%	8813.49307	1324	50898245	0.173159075917058	0.0260126847202688
PI533824_PI533824	PI533824	Guinea	upstream_2kb	5%	7637.53057	1138	50898245	0.150054890301227	0.0223583347520136
PI533830_PI533830	PI533830	Guinea	upstream_2kb	5%	9197.51749	1369	50898245	0.180704020148435	0.0268968016480725
PI533831_PI533831	PI533831	Milo/Durra-Bicolor	upstream_2kb	5%	8066.32476	1204	50898245	0.158479428121736	0.023655039579459
PI533833_PI533833	PI533833	Milo/Durra-Bicolor	upstream_2kb	5%	8133.28117	1219	50898245	0.159794923577424	0.0239497452220602
PI533838_PI533838	PI533838	Milo/Durra-Bicolor	upstream_2kb	5%	7110.60354	1072	50898245	0.13970233236922	0.0210616299245681
PI533839_PI533839	PI533839	Caudatum	upstream_2kb	5%	5155.70026	774	50898245	0.101294263878843	0.0152068111582236
PI533841_PI533841	PI533841	Caudatum	upstream_2kb	5%	8704.15499	1300	50898245	0.171010905975245	0.0255411556921069
PI533842_PI533842	PI533842	Guinea	upstream_2kb	5%	9162.96566	1371	50898245	0.180025178864222	0.0269360957337527
PI533843_PI533843	PI533843	Guinea	upstream_2kb	5%	9209.33427	1382	50898245	0.180936184931327	0.0271522132049936
PI533845_PI533845	PI533845	Caudatum	upstream_2kb	5%	8919.66883	1336	50898245	0.175245115622356	0.0262484492343498
PI533852_PI533852	PI533852	Guinea	upstream_2kb	5%	9147.41094	1363	50898245	0.179719574614017	0.026778919391032
PI533855_PI533855	PI533855	Caudatum	upstream_2kb	5%	7898.24512	1183	50898245	0.15517716023411	0.0232424516798173
PI533856_PI533856	PI533856	Guinea	upstream_2kb	5%	9394.26883	1400	50898245	0.184569602154259	0.0275058599761151
PI533863_PI533863	PI533863	Milo/Durra-Bicolor	upstream_2kb	5%	8514.36233	1281	50898245	0.167282041453492	0.0251678618781453
PI533866_PI533866	PI533866	Caudatum	upstream_2kb	5%	8100.84256	1211	50898245	0.159157600817081	0.0237925688793396
PI533869_PI533869	PI533869	Durra	upstream_2kb	5%	8403.40919	1264	50898245	0.165102140358671	0.0248338621498639
PI533871_PI533871	PI533871	Caudatum	upstream_2kb	5%	7978.46103	1203	50898245	0.156753165654336	0.0236353925366189
PI533876_PI533876	PI533876	Milo/Durra-Bicolor	upstream_2kb	5%	7992.82849	1196	50898245	0.15703544375646	0.0234978632367383
PI533877_PI533877	PI533877	Caudatum	upstream_2kb	5%	7740.42569	1160	50898245	0.152076475131903	0.0227905696944954
PI533878_PI533878	PI533878	Caudatum	upstream_2kb	5%	7729.28964	1158	50898245	0.151857684680484	0.0227512756088152
PI533882_PI533882	PI533882	Caudatum	upstream_2kb	5%	7663.21409	1147	50898245	0.150559495518952	0.0225351581375743
PI533901_PI533901	PI533901	Milo/Durra-Bicolor	upstream_2kb	5%	9075.99126	1356	50898245	0.178316389101432	0.0266413900911515
PI533902_PI533902	PI533902	Durra	upstream_2kb	5%	8738.07231	1308	50898245	0.171677281014306	0.0256983320348275
PI533903_PI533903	PI533903	Caudatum	upstream_2kb	5%	7262.67132	1090	50898245	0.142690014557476	0.0214152766956896
PI533910_PI533910	PI533910	Milo/Durra-Bicolor	upstream_2kb	5%	7904.3269	1168	50898245	0.155296649226314	0.022947746037216
PI533911_PI533911	PI533911	Milo/Durra-Bicolor	upstream_2kb	5%	7906.49877	1175	50898245	0.155339320049247	0.0230852753370966
PI533912_PI533912	PI533912	Milo/Durra-Bicolor	upstream_2kb	5%	8359.90801	1257	50898245	0.164247470811616	0.0246963328499833
PI533913_PI533913	PI533913	Milo/Durra-Bicolor	upstream_2kb	5%	7924.31316	1185	50898245	0.155689320132747	0.0232817457654974
PI533915_PI533915	PI533915	Kafir	upstream_2kb	5%	8047.01923	1203	50898245	0.158100131546775	0.0236353925366189
PI533919_PI533919	PI533919	Guinea	upstream_2kb	5%	7935.71782	1188	50898245	0.155913387976344	0.0233406868940177
PI533921_PI533921	PI533921	Guinea	upstream_2kb	5%	8728.39089	1306	50898245	0.171487069740813	0.0256590379491474
PI533924_PI533924	PI533924	Caudatum	upstream_2kb	5%	7118.08599	1068	50898245	0.139849340384919	0.0209830417532078
PI533927_PI533927	PI533927	Caudatum	upstream_2kb	5%	8029.7264	1210	50898245	0.157760378574939	0.0237729218364995
PI533936_PI533936	PI533936	Durra	upstream_2kb	5%	9072.6954	1352	50898245	0.178251635198817	0.0265628019197911
PI533937_PI533937	PI533937	Durra	upstream_2kb	5%	9638.8931	1441	50898245	0.189375745666673	0.0283113887325585
PI533938_PI533938	PI533938	Durra	upstream_2kb	5%	8062.90919	1211	50898245	0.158412322271623	0.0237925688793396
PI533939_PI533939	PI533939	Milo/Durra-Bicolor	upstream_2kb	5%	7983.61658	1196	50898245	0.156854456966051	0.0234978632367383
PI533940_PI533940	PI533940	Durra	upstream_2kb	5%	9416.90577	1409	50898245	0.185014351084207	0.0276826833616758
PI533943_PI533943	PI533943	Guinea	upstream_2kb	5%	9198.509	1373	50898245	0.180723500387882	0.0269753898194329
PI533948_PI533948	PI533948	Durra	upstream_2kb	5%	8684.74969	1302	50898245	0.170629649214821	0.025580449777787
PI533949_PI533949	PI533949	Milo/Durra-Bicolor	upstream_2kb	5%	7941.99198	1184	50898245	0.156036656666649	0.0232620987226573
PI533954_PI533954	PI533954	Durra	upstream_2kb	5%	9064.06081	1346	50898245	0.17808199103918	0.0264449196627507
PI533955_PI533955	PI533955	Durra	upstream_2kb	5%	9454.84403	1419	50898245	0.185759725703706	0.0278791537900767
PI533956_PI533956	PI533956	Durra	upstream_2kb	5%	8042.73422	1195	50898245	0.158015943771735	0.0234782161938982
PI533957_PI533957	PI533957	Caudatum	upstream_2kb	5%	8002.43458	1199	50898245	0.157224175018215	0.0235568043652586
PI533961_PI533961	PI533961	Milo/Durra-Bicolor	upstream_2kb	5%	8211.82486	1228	50898245	0.161338074819672	0.0241265686076209
PI533962_PI533962	PI533962	Milo/Durra-Bicolor	upstream_2kb	5%	7968.26167	1196	50898245	0.156552778391475	0.0234978632367383
PI533964_PI533964	PI533964	Milo/Durra-Bicolor	upstream_2kb	5%	8202.83079	1223	50898245	0.161161367941075	0.0240283333934205
PI533965_PI533965	PI533965	Milo/Durra-Bicolor	upstream_2kb	5%	8470.78017	1263	50898245	0.166425780888909	0.0248142151070238
PI533967_PI533967	PI533967	Milo/Durra-Bicolor	upstream_2kb	5%	8626.10413	1287	50898245	0.16947743738512	0.0252857441351858
PI533970_PI533970	PI533970	Milo/Durra-Bicolor	upstream_2kb	5%	8244.76808	1233	50898245	0.161985311674302	0.0242248038218214
PI533972_PI533972	PI533972	Milo/Durra-Bicolor	upstream_2kb	5%	8035.00158	1195	50898245	0.157864020262388	0.0234782161938982
PI533976_PI533976	PI533976	Milo/Durra-Bicolor	upstream_2kb	5%	8273.47704	1241	50898245	0.162549357841317	0.024381980164542
PI533979_PI533979	PI533979	Durra	upstream_2kb	5%	9109.00915	1365	50898245	0.178965093000751	0.0268182134767122
PI533980_PI533980	PI533980	Milo/Durra-Bicolor	upstream_2kb	5%	8022.67076	1197	50898245	0.157621756113595	0.0235175102795784
PI533985_PI533985	PI533985	Milo/Durra-Bicolor	upstream_2kb	5%	7851.64995	1170	50898245	0.154261702932979	0.0229870401228962
PI533986_PI533986	PI533986	Milo/Durra-Bicolor	upstream_2kb	5%	8282.71576	1234	50898245	0.162730871368944	0.0242444508646614
PI533987_PI533987	PI533987	Milo/Durra-Bicolor	upstream_2kb	5%	7930.11749	1182	50898245	0.155803358052915	0.0232228046369772
PI533989_PI533989	PI533989	Milo/Durra-Bicolor	upstream_2kb	5%	8359.62559	1256	50898245	0.164241922093777	0.0246766858071433
PI533991_PI533991	PI533991	Bicolor	upstream_2kb	5%	8488.85008	1270	50898245	0.166780801184795	0.0249517444069044
PI533996_PI533996	PI533996	Milo/Durra-Bicolor	upstream_2kb	5%	7805.81706	1166	50898245	0.153361222179665	0.0229084519515359
PI533997_PI533997	PI533997	Durra	upstream_2kb	5%	7973.06088	1195	50898245	0.156647068675944	0.0234782161938982
PI534009_PI534009	PI534009	Guinea	upstream_2kb	5%	9154.9228	1364	50898245	0.179867160449245	0.0267985664338721
PI534021_PI534021	PI534021	Guinea	upstream_2kb	5%	9342.82282	1398	50898245	0.183558840191838	0.0274665658904349
PI534028_PI534028	PI534028	Guinea	upstream_2kb	5%	9654.06531	1430	50898245	0.189673834726521	0.0280952712613176
PI534037_PI534037	PI534037	Caudatum	upstream_2kb	5%	7570.2135	1136	50898245	0.148732308943069	0.0223190406663334
PI534046_PI534046	PI534046	Milo/Durra-Bicolor	upstream_2kb	5%	8576.72844	1276	50898245	0.168507351088431	0.0250696266639449
PI534047_PI534047	PI534047	Milo/Durra-Bicolor	upstream_2kb	5%	8661.84744	1288	50898245	0.170179687727936	0.0253053911780259
PI534053_PI534053	PI534053	Kafir	upstream_2kb	5%	7925.38081	1177	50898245	0.155710296298035	0.0231245694227768
PI534054_PI534054	PI534054	Durra	upstream_2kb	5%	8809.04675	1320	50898245	0.173071718877537	0.0259340965489085
PI534063_PI534063	PI534063	Caudatum	upstream_2kb	5%	7752.5874	1164	50898245	0.152315416769282	0.0228691578658557
PI534070_PI534070	PI534070	Caudatum	upstream_2kb	5%	7899.83232	1182	50898245	0.155208344020506	0.0232228046369772
PI534075_PI534075	PI534075	Caudatum	upstream_2kb	5%	7122.38452	1074	50898245	0.139933793787978	0.0211009240102483
PI534079_PI534079	PI534079	Milo/Durra-Bicolor	upstream_2kb	5%	8092.547	1219	50898245	0.158994617594379	0.0239497452220602
PI534088_PI534088	PI534088	Caudatum	upstream_2kb	5%	7625.66757	1141	50898245	0.149821817432016	0.0224172758805338
PI534092_PI534092	PI534092	Caudatum	upstream_2kb	5%	8215.05868	1231	50898245	0.161401609819749	0.0241855097361412
PI534096_PI534096	PI534096	Caudatum	upstream_2kb	5%	5136.93571	775	50898245	0.100925595961118	0.0152264582010637
PI534097_PI534097	PI534097	Durra	upstream_2kb	5%	9771.8971	1459	50898245	0.191988880952575	0.0286650355036799
PI534099_PI534099	PI534099	Milo/Durra-Bicolor	upstream_2kb	5%	8174.82256	1220	50898245	0.160611089046391	0.0239693922649003
PI534101_PI534101	PI534101	Milo/Durra-Bicolor	upstream_2kb	5%	7549.76684	1129	50898245	0.148330592538112	0.0221815113664528
PI534105_PI534105	PI534105	Milo/Durra-Bicolor	upstream_2kb	5%	8404.66624	1250	50898245	0.165126837673873	0.0245588035501028
PI534108_PI534108	PI534108	Milo/Durra-Bicolor	upstream_2kb	5%	8309.30286	1241	50898245	0.163253229261638	0.024381980164542
PI534112_PI534112	PI534112	Milo/Durra-Bicolor	upstream_2kb	5%	8030.64278	1200	50898245	0.157778382732057	0.0235764514080987
PI534114_PI534114	PI534114	Milo/Durra-Bicolor	upstream_2kb	5%	7648.84171	1152	50898245	0.150277120753378	0.0226333933517747
PI534115_PI534115	PI534115	Bicolor	upstream_2kb	5%	8319.79953	1245	50898245	0.163459457786806	0.0244605683359023
PI534116_PI534116	PI534116	Caudatum	upstream_2kb	5%	6909.44525	1033	50898245	0.135750166827953	0.0202953952538049
PI534117_PI534117	PI534117	Caudatum	upstream_2kb	5%	8274.50321	1231	50898245	0.162569519047268	0.0241855097361412
PI534123_PI534123	PI534123	Guinea	upstream_2kb	5%	7288.12895	1085	50898245	0.143190181704693	0.0213170414814892
PI534124_PI534124	PI534124	Caudatum	upstream_2kb	5%	6970.91563	1040	50898245	0.136957878017209	0.0204329245536855
PI534127_PI534127	PI534127	Guinea	upstream_2kb	5%	8293.44869	1232	50898245	0.162941741704454	0.0242051567789813
PI534128_PI534128	PI534128	Guinea	upstream_2kb	5%	8945.42247	1331	50898245	0.175751098490724	0.0261502140201494
PI534132_PI534132	PI534132	Guinea	upstream_2kb	5%	8672.52175	1296	50898245	0.170389406353795	0.0254625675207465
PI534133_PI534133	PI534133	Guinea	upstream_2kb	5%	8932.73915	1328	50898245	0.17550190875933	0.0260912728916292
PI534135_PI534135	PI534135	Guinea	upstream_2kb	5%	8905.57153	1327	50898245	0.174968145365326	0.0260716258487891
PI534137_PI534137	PI534137	Guinea	upstream_2kb	5%	8317.40701	1240	50898245	0.16341245184387	0.0243623331217019
PI534138_PI534138	PI534138	Milo/Durra-Bicolor	upstream_2kb	5%	7122.06592	1068	50898245	0.13992753424013	0.0209830417532078
PI534139_PI534139	PI534139	Kafir	upstream_2kb	5%	8725.01005	1304	50898245	0.171420646232498	0.0256197438634672
PI534144_PI534144	PI534144	Caudatum	upstream_2kb	5%	8170.02686	1220	50898245	0.160516867723042	0.0239693922649003
PI534145_PI534145	PI534145	Caudatum	upstream_2kb	5%	8309.11547	1237	50898245	0.16324954760228	0.0243033919931817
PI534148_PI534148	PI534148	Guinea	upstream_2kb	5%	9153.62827	1365	50898245	0.179841726762878	0.0268182134767122
PI534155_PI534155	PI534155	Guinea	upstream_2kb	5%	8373.66904	1249	50898245	0.16451783435755	0.0245391565072627
PI534157_PI534157	PI534157	Bicolor	upstream_2kb	5%	7856.80201	1177	50898245	0.154362925676514	0.0231245694227768
PI534163_PI534163	PI534163	Milo/Durra-Bicolor	upstream_2kb	5%	8723.05171	1303	50898245	0.171382170642622	0.0256000968206271
PI534167_PI534167	PI534167	Guinea	upstream_2kb	5%	8554.32178	1276	50898245	0.168067126479508	0.0250696266639449
PI540816_PI540816	PI540816	Kafir	upstream_2kb	5%	8709.21362	1301	50898245	0.171110293095567	0.025560802734947
PI542406_PI542406	PI542406	Milo/Durra-Bicolor	upstream_2kb	5%	7677.30798	1145	50898245	0.150836398779565	0.0224958640518941
PI542718_PI542718	PI542718	Guinea	upstream_2kb	5%	9438.80996	1408	50898245	0.185444703643515	0.0276630363188358
PI548797_PI548797	PI548797	Milo/Durra-Bicolor	upstream_2kb	5%	8298.80622	1239	50898245	0.163047001325881	0.0243426860788619
PI552856_PI552856	PI552856	Bicolor	upstream_2kb	5%	8194.30287	1222	50898245	0.160993819531499	0.0240086863505805
PI552861_PI552861	PI552861	Durra	upstream_2kb	5%	8587.59984	1272	50898245	0.168720941949963	0.0249910384925846
PI561071_PI561071	PI561071	Kafir	upstream_2kb	5%	8786.02785	1320	50898245	0.172619465563105	0.0259340965489085
PI561072_PI561072	PI561072	Durra	upstream_2kb	5%	8622.5759	1291	50898245	0.16940811809916	0.0253643323065461
PI561073_PI561073	PI561073	Durra	upstream_2kb	5%	8895.19957	1332	50898245	0.174764367022871	0.0261698610629895
PI561472_PI561472	PI561472	Bicolor	upstream_2kb	5%	8489.18253	1273	50898245	0.166787332844187	0.0250106855354247
PI562730_PI562730	PI562730	Guinea	upstream_2kb	5%	6910.80932	1031	50898245	0.135776966769679	0.0202561011681248
PI564163_PI564163	PI564163	Durra	upstream_2kb	5%	7600.38516	1132	50898245	0.149325092839645	0.0222404524949731
PI564164_PI564164	PI564164	Guinea	upstream_2kb	5%	8765.6181	1307	50898245	0.1722184743305	0.0256786849919874
PI564165_PI564165	PI564165	Bicolor	upstream_2kb	5%	9332.86205	1394	50898245	0.183363140516927	0.0273879777190746
PI565121_PI565121	PI565121	Bicolor	upstream_2kb	5%	8494.37917	1275	50898245	0.166889431452892	0.0250499796211048
PI566819_PI566819	PI566819	Durra	upstream_2kb	5%	9171.74099	1369	50898245	0.180197588148668	0.0268968016480725
PI576130_PI576130	PI576130	Bicolor	upstream_2kb	5%	8833.78907	1321	50898245	0.17355783229854	0.0259537435917486
PI576332_PI576332	PI576332	Durra	upstream_2kb	5%	9889.48264	1479	50898245	0.194299089094329	0.0290579763604816
PI576333_PI576333	PI576333	Durra	upstream_2kb	5%	9299.67826	1395	50898245	0.182711177173201	0.0274076247619147
PI576337_PI576337	PI576337	Durra	upstream_2kb	5%	7508.48986	1125	50898245	0.147519621943743	0.0221029231950925
PI576339_PI576339	PI576339	Durra	upstream_2kb	5%	9720.83894	1453	50898245	0.190985739095719	0.0285471532466394
PI576340_PI576340	PI576340	Durra	upstream_2kb	5%	9505.68669	1419	50898245	0.186758633622829	0.0278791537900767
PI576345_PI576345	PI576345	Durra	upstream_2kb	5%	9236.48321	1378	50898245	0.18146958131857	0.0270736250336333
PI576347_PI576347	PI576347	Guinea	upstream_2kb	5%	7859.77872	1166	50898245	0.154421409225406	0.0229084519515359
PI576348_PI576348	PI576348	Guinea	upstream_2kb	5%	7027.33464	1050	50898245	0.138066344723674	0.0206293949820863
PI576349_PI576349	PI576349	Guinea	upstream_2kb	5%	6972.33819	1044	50898245	0.136985827114471	0.0205115127250458
PI576350_PI576350	PI576350	Milo/Durra-Bicolor	upstream_2kb	5%	7758.33731	1166	50898245	0.152428385497378	0.0229084519515359
PI576352_PI576352	PI576352	Durra	upstream_2kb	5%	9125.24175	1363	50898245	0.179284015588357	0.026778919391032
PI576359_PI576359	PI576359	Guinea	upstream_2kb	5%	9971.4327	1492	50898245	0.195909165433897	0.0293133879174027
PI576364_PI576364	PI576364	Durra	upstream_2kb	5%	9539.70819	1426	50898245	0.187427055490813	0.0280166830899572
PI576366_PI576366	PI576366	Milo/Durra-Bicolor	upstream_2kb	5%	8229.06084	1224	50898245	0.161676710857123	0.0240479804362606
PI576373_PI576373	PI576373	Durra	upstream_2kb	5%	8771.30784	1306	50898245	0.172330260896029	0.0256590379491474
