sample	PI	Race	feature	cutoff	genetic_load	n_del
PI533938_PI533938	PI533938	Durra	intron	5%	5143.11836	753
PI533938_PI533938	PI533938	Durra	upstream_2kb	5%	8062.90919	1211
PI533939_PI533939	PI533939	Milo/Durra-Bicolor	downstream_2kb	5%	4352.70838	648
PI533939_PI533939	PI533939	Milo/Durra-Bicolor	exon	5%	11172.85212	1566
PI533939_PI533939	PI533939	Milo/Durra-Bicolor	intergenic	5%	310928.83698	46050
PI533939_PI533939	PI533939	Milo/Durra-Bicolor	intron	5%	5435.14949	786
PI533939_PI533939	PI533939	Milo/Durra-Bicolor	upstream_2kb	5%	7983.61658	1196
PI533940_PI533940	PI533940	Durra	downstream_2kb	5%	4911.05454	719
PI533940_PI533940	PI533940	Durra	exon	5%	11797.88308	1659
PI533940_PI533940	PI533940	Durra	intergenic	5%	319883.41403	47355
PI533940_PI533940	PI533940	Durra	intron	5%	5795.2367	841
PI533940_PI533940	PI533940	Durra	upstream_2kb	5%	9416.90577	1409
PI533943_PI533943	PI533943	Guinea	downstream_2kb	5%	5406.73851	804
PI533943_PI533943	PI533943	Guinea	exon	5%	12971.00108	1811
PI533943_PI533943	PI533943	Guinea	intergenic	5%	351345.26722	51958
PI533943_PI533943	PI533943	Guinea	intron	5%	6133.82809	897
PI533943_PI533943	PI533943	Guinea	upstream_2kb	5%	9198.509	1373
PI533948_PI533948	PI533948	Durra	downstream_2kb	5%	4853.19327	718
PI533948_PI533948	PI533948	Durra	exon	5%	11612.43195	1628
PI533948_PI533948	PI533948	Durra	intergenic	5%	310606.46589	45864
PI533948_PI533948	PI533948	Durra	intron	5%	5786.92992	844
PI533948_PI533948	PI533948	Durra	upstream_2kb	5%	8684.74969	1302
PI533949_PI533949	PI533949	Milo/Durra-Bicolor	downstream_2kb	5%	4016.3776	596
PI533949_PI533949	PI533949	Milo/Durra-Bicolor	exon	5%	10581.73323	1493
PI533949_PI533949	PI533949	Milo/Durra-Bicolor	intergenic	5%	268562.54533	39594
PI533949_PI533949	PI533949	Milo/Durra-Bicolor	intron	5%	4583.19402	667
PI533949_PI533949	PI533949	Milo/Durra-Bicolor	upstream_2kb	5%	7941.99198	1184
PI533954_PI533954	PI533954	Durra	downstream_2kb	5%	4742.84553	695
PI533954_PI533954	PI533954	Durra	exon	5%	11588.66362	1622
PI533954_PI533954	PI533954	Durra	intergenic	5%	355433.30888	52701
PI533954_PI533954	PI533954	Durra	intron	5%	5683.70204	833
PI533954_PI533954	PI533954	Durra	upstream_2kb	5%	9064.06081	1346
PI533955_PI533955	PI533955	Durra	downstream_2kb	5%	4744.69737	701
PI533955_PI533955	PI533955	Durra	exon	5%	12000.63007	1688
PI533955_PI533955	PI533955	Durra	intergenic	5%	309066.58448	45621
PI533955_PI533955	PI533955	Durra	intron	5%	5786.00929	845
PI533955_PI533955	PI533955	Durra	upstream_2kb	5%	9454.84403	1419
PI533956_PI533956	PI533956	Durra	downstream_2kb	5%	4812.37114	714
PI533956_PI533956	PI533956	Durra	exon	5%	11174.50015	1575
PI533956_PI533956	PI533956	Durra	intergenic	5%	283576.62626	41929
PI533956_PI533956	PI533956	Durra	intron	5%	4891.85002	716
PI533956_PI533956	PI533956	Durra	upstream_2kb	5%	8042.73422	1195
PI533957_PI533957	PI533957	Caudatum	downstream_2kb	5%	4757.20468	704
PI533957_PI533957	PI533957	Caudatum	exon	5%	11552.27325	1628
PI533957_PI533957	PI533957	Caudatum	intergenic	5%	332427.28435	49237
PI533957_PI533957	PI533957	Caudatum	intron	5%	4723.76616	691
PI533957_PI533957	PI533957	Caudatum	upstream_2kb	5%	8002.43458	1199
PI533961_PI533961	PI533961	Milo/Durra-Bicolor	downstream_2kb	5%	4606.42388	678
PI533961_PI533961	PI533961	Milo/Durra-Bicolor	exon	5%	10405.54411	1473
PI533961_PI533961	PI533961	Milo/Durra-Bicolor	intergenic	5%	319690.49663	46972
PI533961_PI533961	PI533961	Milo/Durra-Bicolor	intron	5%	5187.1578	759
PI533961_PI533961	PI533961	Milo/Durra-Bicolor	upstream_2kb	5%	8211.82486	1228
PI533962_PI533962	PI533962	Milo/Durra-Bicolor	downstream_2kb	5%	4076.0387	605
PI533962_PI533962	PI533962	Milo/Durra-Bicolor	exon	5%	10604.57714	1484
PI533962_PI533962	PI533962	Milo/Durra-Bicolor	intergenic	5%	258729.32812	38167
PI533962_PI533962	PI533962	Milo/Durra-Bicolor	intron	5%	4863.95155	709
PI533962_PI533962	PI533962	Milo/Durra-Bicolor	upstream_2kb	5%	7968.26167	1196
PI533964_PI533964	PI533964	Milo/Durra-Bicolor	downstream_2kb	5%	4462.91456	661
PI533964_PI533964	PI533964	Milo/Durra-Bicolor	exon	5%	10874.18761	1533
PI533964_PI533964	PI533964	Milo/Durra-Bicolor	intergenic	5%	309640.32336	45561
PI533964_PI533964	PI533964	Milo/Durra-Bicolor	intron	5%	5411.92854	792
PI533964_PI533964	PI533964	Milo/Durra-Bicolor	upstream_2kb	5%	8202.83079	1223
PI533965_PI533965	PI533965	Milo/Durra-Bicolor	downstream_2kb	5%	5126.42635	754
PI533965_PI533965	PI533965	Milo/Durra-Bicolor	exon	5%	11201.32638	1581
PI533965_PI533965	PI533965	Milo/Durra-Bicolor	intergenic	5%	344819.00754	50799
PI533965_PI533965	PI533965	Milo/Durra-Bicolor	intron	5%	5590.92731	814
PI533965_PI533965	PI533965	Milo/Durra-Bicolor	upstream_2kb	5%	8470.78017	1263
PI533967_PI533967	PI533967	Milo/Durra-Bicolor	downstream_2kb	5%	4337.86554	645
PI533967_PI533967	PI533967	Milo/Durra-Bicolor	exon	5%	10792.22076	1528
PI533967_PI533967	PI533967	Milo/Durra-Bicolor	intergenic	5%	324810.93008	47667
PI533967_PI533967	PI533967	Milo/Durra-Bicolor	intron	5%	5229.78527	761
PI533967_PI533967	PI533967	Milo/Durra-Bicolor	upstream_2kb	5%	8626.10413	1287
PI533970_PI533970	PI533970	Milo/Durra-Bicolor	downstream_2kb	5%	4207.33217	631
PI533970_PI533970	PI533970	Milo/Durra-Bicolor	exon	5%	10810.44018	1522
PI533970_PI533970	PI533970	Milo/Durra-Bicolor	intergenic	5%	327455.32315	48342
PI533970_PI533970	PI533970	Milo/Durra-Bicolor	intron	5%	5269.92085	778
PI533970_PI533970	PI533970	Milo/Durra-Bicolor	upstream_2kb	5%	8244.76808	1233
PI533972_PI533972	PI533972	Milo/Durra-Bicolor	downstream_2kb	5%	4197.12359	622
PI533972_PI533972	PI533972	Milo/Durra-Bicolor	exon	5%	9735.55798	1378
PI533972_PI533972	PI533972	Milo/Durra-Bicolor	intergenic	5%	245696.55171	36226
PI533972_PI533972	PI533972	Milo/Durra-Bicolor	intron	5%	4969.4476	724
PI533972_PI533972	PI533972	Milo/Durra-Bicolor	upstream_2kb	5%	8035.00158	1195
PI533976_PI533976	PI533976	Milo/Durra-Bicolor	downstream_2kb	5%	4614.168	687
PI533976_PI533976	PI533976	Milo/Durra-Bicolor	exon	5%	10046.65784	1421
PI533976_PI533976	PI533976	Milo/Durra-Bicolor	intergenic	5%	296835.15921	43764
PI533976_PI533976	PI533976	Milo/Durra-Bicolor	intron	5%	4807.45762	701
PI533976_PI533976	PI533976	Milo/Durra-Bicolor	upstream_2kb	5%	8273.47704	1241
PI533979_PI533979	PI533979	Durra	downstream_2kb	5%	4986.13038	738
PI533979_PI533979	PI533979	Durra	exon	5%	12319.93107	1726
PI533979_PI533979	PI533979	Durra	intergenic	5%	365660.25955	53845
PI533979_PI533979	PI533979	Durra	intron	5%	6122.76335	894
PI533979_PI533979	PI533979	Durra	upstream_2kb	5%	9109.00915	1365
PI533980_PI533980	PI533980	Milo/Durra-Bicolor	downstream_2kb	5%	4767.04979	703
PI533980_PI533980	PI533980	Milo/Durra-Bicolor	exon	5%	11229.55734	1577
PI533980_PI533980	PI533980	Milo/Durra-Bicolor	intergenic	5%	293167.75126	43164
PI533980_PI533980	PI533980	Milo/Durra-Bicolor	intron	5%	5259.63375	763
PI533980_PI533980	PI533980	Milo/Durra-Bicolor	upstream_2kb	5%	8022.67076	1197
PI533985_PI533985	PI533985	Milo/Durra-Bicolor	downstream_2kb	5%	4732.73029	702
PI533985_PI533985	PI533985	Milo/Durra-Bicolor	exon	5%	10465.27954	1455
PI533985_PI533985	PI533985	Milo/Durra-Bicolor	intergenic	5%	258369.53358	38050
PI533985_PI533985	PI533985	Milo/Durra-Bicolor	intron	5%	4654.55425	682
PI533985_PI533985	PI533985	Milo/Durra-Bicolor	upstream_2kb	5%	7851.64995	1170
PI533986_PI533986	PI533986	Milo/Durra-Bicolor	downstream_2kb	5%	4374.201	645
PI533986_PI533986	PI533986	Milo/Durra-Bicolor	exon	5%	11235.59789	1586
PI533986_PI533986	PI533986	Milo/Durra-Bicolor	intergenic	5%	271986.33575	40098
PI533986_PI533986	PI533986	Milo/Durra-Bicolor	intron	5%	4777.92781	699
PI533986_PI533986	PI533986	Milo/Durra-Bicolor	upstream_2kb	5%	8282.71576	1234
PI533987_PI533987	PI533987	Milo/Durra-Bicolor	downstream_2kb	5%	4462.83403	666
PI533987_PI533987	PI533987	Milo/Durra-Bicolor	exon	5%	10129.52489	1431
PI533987_PI533987	PI533987	Milo/Durra-Bicolor	intergenic	5%	258666.00818	38139
PI533987_PI533987	PI533987	Milo/Durra-Bicolor	intron	5%	4776.70101	694
PI533987_PI533987	PI533987	Milo/Durra-Bicolor	upstream_2kb	5%	7930.11749	1182
PI533989_PI533989	PI533989	Milo/Durra-Bicolor	downstream_2kb	5%	4468.50297	665
PI533989_PI533989	PI533989	Milo/Durra-Bicolor	exon	5%	10783.78871	1514
PI533989_PI533989	PI533989	Milo/Durra-Bicolor	intergenic	5%	284707.41356	41921
PI533989_PI533989	PI533989	Milo/Durra-Bicolor	intron	5%	4910.93562	719
PI533989_PI533989	PI533989	Milo/Durra-Bicolor	upstream_2kb	5%	8359.62559	1256
PI533991_PI533991	PI533991	Bicolor	downstream_2kb	5%	4755.409	706
PI533991_PI533991	PI533991	Bicolor	exon	5%	10894.70399	1543
PI533991_PI533991	PI533991	Bicolor	intergenic	5%	274851.26776	40508
PI533991_PI533991	PI533991	Bicolor	intron	5%	5279.6206	772
PI533991_PI533991	PI533991	Bicolor	upstream_2kb	5%	8488.85008	1270
PI533996_PI533996	PI533996	Milo/Durra-Bicolor	downstream_2kb	5%	4502.49878	666
PI533996_PI533996	PI533996	Milo/Durra-Bicolor	exon	5%	10572.59767	1483
PI533996_PI533996	PI533996	Milo/Durra-Bicolor	intergenic	5%	266755.444	39540
PI533996_PI533996	PI533996	Milo/Durra-Bicolor	intron	5%	4930.94256	716
PI533996_PI533996	PI533996	Milo/Durra-Bicolor	upstream_2kb	5%	7805.81706	1166
PI533997_PI533997	PI533997	Durra	downstream_2kb	5%	4506.69458	662
PI533997_PI533997	PI533997	Durra	exon	5%	10889.61918	1539
PI533997_PI533997	PI533997	Durra	intergenic	5%	241976.87766	35638
PI533997_PI533997	PI533997	Durra	intron	5%	4222.25152	620
PI533997_PI533997	PI533997	Durra	upstream_2kb	5%	7973.06088	1195
PI534009_PI534009	PI534009	Guinea	downstream_2kb	5%	5603.80698	832
PI534009_PI534009	PI534009	Guinea	exon	5%	11911.72056	1671
PI534009_PI534009	PI534009	Guinea	intergenic	5%	332755.40414	49268
PI534009_PI534009	PI534009	Guinea	intron	5%	5434.10279	790
PI534009_PI534009	PI534009	Guinea	upstream_2kb	5%	9154.9228	1364
PI534021_PI534021	PI534021	Guinea	downstream_2kb	5%	5538.33181	815
PI534021_PI534021	PI534021	Guinea	exon	5%	12761.0617	1788
PI534021_PI534021	PI534021	Guinea	intergenic	5%	301930.37187	44632
PI534021_PI534021	PI534021	Guinea	intron	5%	5312.18548	773
PI534021_PI534021	PI534021	Guinea	upstream_2kb	5%	9342.82282	1398
PI534028_PI534028	PI534028	Guinea	downstream_2kb	5%	5261.43478	775
PI534028_PI534028	PI534028	Guinea	exon	5%	12689.73561	1776
PI534028_PI534028	PI534028	Guinea	intergenic	5%	349521.33855	51581
PI534028_PI534028	PI534028	Guinea	intron	5%	5636.93781	821
PI534028_PI534028	PI534028	Guinea	upstream_2kb	5%	9654.06531	1430
PI534037_PI534037	PI534037	Caudatum	downstream_2kb	5%	4804.53105	711
PI534037_PI534037	PI534037	Caudatum	exon	5%	11451.72855	1634
PI534037_PI534037	PI534037	Caudatum	intergenic	5%	304694.60776	45349
PI534037_PI534037	PI534037	Caudatum	intron	5%	5037.36492	742
PI534037_PI534037	PI534037	Caudatum	upstream_2kb	5%	7570.2135	1136
PI534046_PI534046	PI534046	Milo/Durra-Bicolor	downstream_2kb	5%	4288.76071	631
PI534046_PI534046	PI534046	Milo/Durra-Bicolor	exon	5%	9874.55445	1395
PI534046_PI534046	PI534046	Milo/Durra-Bicolor	intergenic	5%	282314.52906	41814
PI534046_PI534046	PI534046	Milo/Durra-Bicolor	intron	5%	5013.85415	734
PI534046_PI534046	PI534046	Milo/Durra-Bicolor	upstream_2kb	5%	8576.72844	1276
PI534047_PI534047	PI534047	Milo/Durra-Bicolor	downstream_2kb	5%	4689.04392	697
PI534047_PI534047	PI534047	Milo/Durra-Bicolor	exon	5%	10653.11468	1517
PI534047_PI534047	PI534047	Milo/Durra-Bicolor	intergenic	5%	287821.81904	42400
PI534047_PI534047	PI534047	Milo/Durra-Bicolor	intron	5%	4838.08431	705
PI534047_PI534047	PI534047	Milo/Durra-Bicolor	upstream_2kb	5%	8661.84744	1288
PI534053_PI534053	PI534053	Kafir	downstream_2kb	5%	4903.20243	725
PI534053_PI534053	PI534053	Kafir	exon	5%	11494.85904	1625
PI534053_PI534053	PI534053	Kafir	intergenic	5%	311789.49142	45793
PI534053_PI534053	PI534053	Kafir	intron	5%	5219.0438	757
PI534053_PI534053	PI534053	Kafir	upstream_2kb	5%	7925.38081	1177
PI534054_PI534054	PI534054	Durra	downstream_2kb	5%	4839.72368	718
PI534054_PI534054	PI534054	Durra	exon	5%	11635.14746	1638
PI534054_PI534054	PI534054	Durra	intergenic	5%	260448.27547	38453
PI534054_PI534054	PI534054	Durra	intron	5%	5306.26682	775
PI534054_PI534054	PI534054	Durra	upstream_2kb	5%	8809.04675	1320
PI534063_PI534063	PI534063	Caudatum	downstream_2kb	5%	4976.85677	742
PI534063_PI534063	PI534063	Caudatum	exon	5%	12592.49647	1780
PI534063_PI534063	PI534063	Caudatum	intergenic	5%	299689.41702	44454
PI534063_PI534063	PI534063	Caudatum	intron	5%	5022.75973	730
PI534063_PI534063	PI534063	Caudatum	upstream_2kb	5%	7752.5874	1164
PI534070_PI534070	PI534070	Caudatum	downstream_2kb	5%	4670.19877	696
PI534070_PI534070	PI534070	Caudatum	exon	5%	12503.46521	1771
PI534070_PI534070	PI534070	Caudatum	intergenic	5%	303919.88767	45290
PI534070_PI534070	PI534070	Caudatum	intron	5%	4913.00695	719
PI534070_PI534070	PI534070	Caudatum	upstream_2kb	5%	7899.83232	1182
PI534075_PI534075	PI534075	Caudatum	downstream_2kb	5%	4583.32756	686
PI534075_PI534075	PI534075	Caudatum	exon	5%	11636.30042	1641
PI534075_PI534075	PI534075	Caudatum	intergenic	5%	272455.70068	40480
PI534075_PI534075	PI534075	Caudatum	intron	5%	5280.50966	775
PI534075_PI534075	PI534075	Caudatum	upstream_2kb	5%	7122.38452	1074
PI534079_PI534079	PI534079	Milo/Durra-Bicolor	downstream_2kb	5%	4591.88935	688
PI534079_PI534079	PI534079	Milo/Durra-Bicolor	exon	5%	12204.91858	1719
PI534079_PI534079	PI534079	Milo/Durra-Bicolor	intergenic	5%	260936.44041	38578
PI534079_PI534079	PI534079	Milo/Durra-Bicolor	intron	5%	4652.04303	680
PI534079_PI534079	PI534079	Milo/Durra-Bicolor	upstream_2kb	5%	8092.547	1219
PI534088_PI534088	PI534088	Caudatum	downstream_2kb	5%	4939.74997	738
PI534088_PI534088	PI534088	Caudatum	exon	5%	12368.77247	1754
PI534088_PI534088	PI534088	Caudatum	intergenic	5%	278757.87785	41397
PI534088_PI534088	PI534088	Caudatum	intron	5%	5248.54745	767
PI534088_PI534088	PI534088	Caudatum	upstream_2kb	5%	7625.66757	1141
PI534092_PI534092	PI534092	Caudatum	downstream_2kb	5%	5250.97623	783
PI534092_PI534092	PI534092	Caudatum	exon	5%	12395.64091	1752
PI534092_PI534092	PI534092	Caudatum	intergenic	5%	318921.81804	47426
PI534092_PI534092	PI534092	Caudatum	intron	5%	5248.89842	771
PI534092_PI534092	PI534092	Caudatum	upstream_2kb	5%	8215.05868	1231
PI534096_PI534096	PI534096	Caudatum	downstream_2kb	5%	2460.62133	366
PI534096_PI534096	PI534096	Caudatum	exon	5%	9971.05196	1423
PI534096_PI534096	PI534096	Caudatum	intergenic	5%	82841.34561	12292
PI534096_PI534096	PI534096	Caudatum	intron	5%	3008.2097	445
PI534096_PI534096	PI534096	Caudatum	upstream_2kb	5%	5136.93571	775
PI534097_PI534097	PI534097	Durra	downstream_2kb	5%	5095.53848	757
PI534097_PI534097	PI534097	Durra	exon	5%	12546.22662	1769
PI534097_PI534097	PI534097	Durra	intergenic	5%	394679.33319	58253
PI534097_PI534097	PI534097	Durra	intron	5%	6342.68459	928
PI534097_PI534097	PI534097	Durra	upstream_2kb	5%	9771.8971	1459
PI534099_PI534099	PI534099	Milo/Durra-Bicolor	downstream_2kb	5%	4456.42698	659
PI534099_PI534099	PI534099	Milo/Durra-Bicolor	exon	5%	10954.20952	1549
PI534099_PI534099	PI534099	Milo/Durra-Bicolor	intergenic	5%	293695.04471	43215
PI534099_PI534099	PI534099	Milo/Durra-Bicolor	intron	5%	4917.03011	724
PI534099_PI534099	PI534099	Milo/Durra-Bicolor	upstream_2kb	5%	8174.82256	1220
PI534101_PI534101	PI534101	Milo/Durra-Bicolor	downstream_2kb	5%	4254.76672	632
PI534101_PI534101	PI534101	Milo/Durra-Bicolor	exon	5%	9984.27572	1404
PI534101_PI534101	PI534101	Milo/Durra-Bicolor	intergenic	5%	273638.995	40379
PI534101_PI534101	PI534101	Milo/Durra-Bicolor	intron	5%	5485.07354	798
PI534101_PI534101	PI534101	Milo/Durra-Bicolor	upstream_2kb	5%	7549.76684	1129
PI534105_PI534105	PI534105	Milo/Durra-Bicolor	downstream_2kb	5%	4322.07671	639
PI534105_PI534105	PI534105	Milo/Durra-Bicolor	exon	5%	10804.69514	1521
PI534105_PI534105	PI534105	Milo/Durra-Bicolor	intergenic	5%	268665.13313	39557
PI534105_PI534105	PI534105	Milo/Durra-Bicolor	intron	5%	4965.87585	722
PI534105_PI534105	PI534105	Milo/Durra-Bicolor	upstream_2kb	5%	8404.66624	1250
PI534108_PI534108	PI534108	Milo/Durra-Bicolor	downstream_2kb	5%	4343.22803	641
PI534108_PI534108	PI534108	Milo/Durra-Bicolor	exon	5%	10490.22056	1480
PI534108_PI534108	PI534108	Milo/Durra-Bicolor	intergenic	5%	258928.78869	38171
PI534108_PI534108	PI534108	Milo/Durra-Bicolor	intron	5%	4961.70577	730
PI534108_PI534108	PI534108	Milo/Durra-Bicolor	upstream_2kb	5%	8309.30286	1241
PI534112_PI534112	PI534112	Milo/Durra-Bicolor	downstream_2kb	5%	4464.72959	664
PI534112_PI534112	PI534112	Milo/Durra-Bicolor	exon	5%	10730.4334	1522
PI534112_PI534112	PI534112	Milo/Durra-Bicolor	intergenic	5%	264758.91634	39088
PI534112_PI534112	PI534112	Milo/Durra-Bicolor	intron	5%	5141.09207	748
PI534112_PI534112	PI534112	Milo/Durra-Bicolor	upstream_2kb	5%	8030.64278	1200
PI534114_PI534114	PI534114	Milo/Durra-Bicolor	downstream_2kb	5%	4454.7561	663
PI534114_PI534114	PI534114	Milo/Durra-Bicolor	exon	5%	10394.89496	1459
PI534114_PI534114	PI534114	Milo/Durra-Bicolor	intergenic	5%	302025.54637	44514
PI534114_PI534114	PI534114	Milo/Durra-Bicolor	intron	5%	5022.32099	734
PI534114_PI534114	PI534114	Milo/Durra-Bicolor	upstream_2kb	5%	7648.84171	1152
PI534115_PI534115	PI534115	Bicolor	downstream_2kb	5%	4566.0779	679
PI534115_PI534115	PI534115	Bicolor	exon	5%	10770.56485	1519
PI534115_PI534115	PI534115	Bicolor	intergenic	5%	307206.76582	45252
PI534115_PI534115	PI534115	Bicolor	intron	5%	5111.08203	749
PI534115_PI534115	PI534115	Bicolor	upstream_2kb	5%	8319.79953	1245
PI534116_PI534116	PI534116	Caudatum	downstream_2kb	5%	4329.42562	642
PI534116_PI534116	PI534116	Caudatum	exon	5%	9744.21351	1379
PI534116_PI534116	PI534116	Caudatum	intergenic	5%	231813.29299	34208
PI534116_PI534116	PI534116	Caudatum	intron	5%	4390.16435	642
PI534116_PI534116	PI534116	Caudatum	upstream_2kb	5%	6909.44525	1033
PI534117_PI534117	PI534117	Caudatum	downstream_2kb	5%	4727.71437	697
PI534117_PI534117	PI534117	Caudatum	exon	5%	10774.23174	1515
PI534117_PI534117	PI534117	Caudatum	intergenic	5%	250330.66358	36958
PI534117_PI534117	PI534117	Caudatum	intron	5%	4577.87608	672
PI534117_PI534117	PI534117	Caudatum	upstream_2kb	5%	8274.50321	1231
PI534123_PI534123	PI534123	Guinea	downstream_2kb	5%	4224.99627	625
PI534123_PI534123	PI534123	Guinea	exon	5%	10289.1265	1457
PI534123_PI534123	PI534123	Guinea	intergenic	5%	283030.78627	41633
PI534123_PI534123	PI534123	Guinea	intron	5%	4217.96006	618
PI534123_PI534123	PI534123	Guinea	upstream_2kb	5%	7288.12895	1085
PI534124_PI534124	PI534124	Caudatum	downstream_2kb	5%	3792.86781	561
PI534124_PI534124	PI534124	Caudatum	exon	5%	10094.81665	1426
PI534124_PI534124	PI534124	Caudatum	intergenic	5%	245910.63555	36232
PI534124_PI534124	PI534124	Caudatum	intron	5%	4072.28138	601
PI534124_PI534124	PI534124	Caudatum	upstream_2kb	5%	6970.91563	1040
PI534127_PI534127	PI534127	Guinea	downstream_2kb	5%	5078.35229	759
PI534127_PI534127	PI534127	Guinea	exon	5%	11632.9108	1637
PI534127_PI534127	PI534127	Guinea	intergenic	5%	391520.50123	57798
PI534127_PI534127	PI534127	Guinea	intron	5%	5578.72201	809
PI534127_PI534127	PI534127	Guinea	upstream_2kb	5%	8293.44869	1232
PI534128_PI534128	PI534128	Guinea	downstream_2kb	5%	5508.8391	821
PI534128_PI534128	PI534128	Guinea	exon	5%	11729.47672	1652
PI534128_PI534128	PI534128	Guinea	intergenic	5%	400188.0179	59285
PI534128_PI534128	PI534128	Guinea	intron	5%	5987.28382	871
PI534128_PI534128	PI534128	Guinea	upstream_2kb	5%	8945.42247	1331
PI534132_PI534132	PI534132	Guinea	downstream_2kb	5%	5289.4206	786
PI534132_PI534132	PI534132	Guinea	exon	5%	11013.56849	1549
PI534132_PI534132	PI534132	Guinea	intergenic	5%	348982.06455	51867
PI534132_PI534132	PI534132	Guinea	intron	5%	5340.11006	783
PI534132_PI534132	PI534132	Guinea	upstream_2kb	5%	8672.52175	1296
PI534133_PI534133	PI534133	Guinea	downstream_2kb	5%	5725.09639	849
PI534133_PI534133	PI534133	Guinea	exon	5%	11354.07667	1606
PI534133_PI534133	PI534133	Guinea	intergenic	5%	384891.75926	57144
PI534133_PI534133	PI534133	Guinea	intron	5%	5747.96345	836
PI534133_PI534133	PI534133	Guinea	upstream_2kb	5%	8932.73915	1328
PI534135_PI534135	PI534135	Guinea	downstream_2kb	5%	5579.04924	828
PI534135_PI534135	PI534135	Guinea	exon	5%	11400.88217	1602
PI534135_PI534135	PI534135	Guinea	intergenic	5%	342283.43872	50904
PI534135_PI534135	PI534135	Guinea	intron	5%	5313.8062	776
PI534135_PI534135	PI534135	Guinea	upstream_2kb	5%	8905.57153	1327
PI534137_PI534137	PI534137	Guinea	downstream_2kb	5%	5346.48715	792
PI534137_PI534137	PI534137	Guinea	exon	5%	10696.39347	1513
PI534137_PI534137	PI534137	Guinea	intergenic	5%	351060.41436	51755
PI534137_PI534137	PI534137	Guinea	intron	5%	5616.58145	826
PI534137_PI534137	PI534137	Guinea	upstream_2kb	5%	8317.40701	1240
PI534138_PI534138	PI534138	Milo/Durra-Bicolor	downstream_2kb	5%	4289.44645	628
PI534138_PI534138	PI534138	Milo/Durra-Bicolor	exon	5%	9656.45113	1367
PI534138_PI534138	PI534138	Milo/Durra-Bicolor	intergenic	5%	219532.33485	32440
PI534138_PI534138	PI534138	Milo/Durra-Bicolor	intron	5%	4749.97447	693
PI534138_PI534138	PI534138	Milo/Durra-Bicolor	upstream_2kb	5%	7122.06592	1068
PI534139_PI534139	PI534139	Kafir	downstream_2kb	5%	5413.52847	797
PI534139_PI534139	PI534139	Kafir	exon	5%	11255.85926	1588
PI534139_PI534139	PI534139	Kafir	intergenic	5%	385353.03045	56754
PI534139_PI534139	PI534139	Kafir	intron	5%	5012.4824	733
PI534139_PI534139	PI534139	Kafir	upstream_2kb	5%	8725.01005	1304
PI534144_PI534144	PI534144	Caudatum	downstream_2kb	5%	4798.54426	701
PI534144_PI534144	PI534144	Caudatum	exon	5%	11108.70812	1572
PI534144_PI534144	PI534144	Caudatum	intergenic	5%	326462.31875	48245
PI534144_PI534144	PI534144	Caudatum	intron	5%	5394.30848	782
PI534144_PI534144	PI534144	Caudatum	upstream_2kb	5%	8170.02686	1220
PI534145_PI534145	PI534145	Caudatum	downstream_2kb	5%	4672.48808	696
PI534145_PI534145	PI534145	Caudatum	exon	5%	11409.97695	1618
PI534145_PI534145	PI534145	Caudatum	intergenic	5%	255029.33197	37975
PI534145_PI534145	PI534145	Caudatum	intron	5%	4789.00425	693
PI534145_PI534145	PI534145	Caudatum	upstream_2kb	5%	8309.11547	1237
PI534148_PI534148	PI534148	Guinea	downstream_2kb	5%	5585.29532	829
PI534148_PI534148	PI534148	Guinea	exon	5%	11807.70564	1663
PI534148_PI534148	PI534148	Guinea	intergenic	5%	321068.16362	47237
PI534148_PI534148	PI534148	Guinea	intron	5%	5182.43814	753
PI534148_PI534148	PI534148	Guinea	upstream_2kb	5%	9153.62827	1365
PI534155_PI534155	PI534155	Guinea	downstream_2kb	5%	4735.93772	705
PI534155_PI534155	PI534155	Guinea	exon	5%	10915.53964	1543
PI534155_PI534155	PI534155	Guinea	intergenic	5%	281323.86377	41655
PI534155_PI534155	PI534155	Guinea	intron	5%	4690.88404	681
PI534155_PI534155	PI534155	Guinea	upstream_2kb	5%	8373.66904	1249
PI534157_PI534157	PI534157	Bicolor	downstream_2kb	5%	4570.32244	682
PI534157_PI534157	PI534157	Bicolor	exon	5%	10271.7166	1450
PI534157_PI534157	PI534157	Bicolor	intergenic	5%	343957.55922	50933
PI534157_PI534157	PI534157	Bicolor	intron	5%	5348.43171	786
PI534157_PI534157	PI534157	Bicolor	upstream_2kb	5%	7856.80201	1177
PI534163_PI534163	PI534163	Milo/Durra-Bicolor	downstream_2kb	5%	4359.79915	653
PI534163_PI534163	PI534163	Milo/Durra-Bicolor	exon	5%	11548.92468	1638
PI534163_PI534163	PI534163	Milo/Durra-Bicolor	intergenic	5%	306004.3676	45097
PI534163_PI534163	PI534163	Milo/Durra-Bicolor	intron	5%	5312.74658	777
PI534163_PI534163	PI534163	Milo/Durra-Bicolor	upstream_2kb	5%	8723.05171	1303
PI534167_PI534167	PI534167	Guinea	downstream_2kb	5%	5378.27173	804
PI534167_PI534167	PI534167	Guinea	exon	5%	11421.1941	1605
PI534167_PI534167	PI534167	Guinea	intergenic	5%	329953.4797	48969
PI534167_PI534167	PI534167	Guinea	intron	5%	5140.64208	750
PI534167_PI534167	PI534167	Guinea	upstream_2kb	5%	8554.32178	1276
PI540816_PI540816	PI540816	Kafir	downstream_2kb	5%	4844.18199	718
PI540816_PI540816	PI540816	Kafir	exon	5%	12525.56083	1757
