sample	feature	cutoff	genetic_load	n_del
PI597965_PI597965	intron	5%	4981.867880	729.000000
PI597966_PI597966	intron	5%	5221.998390	765.000000
PI597967_PI597967	intron	5%	5014.542440	727.000000
PI597968_PI597968	intron	5%	5588.965190	816.000000
PI597971_PI597971	intron	5%	4693.910150	683.000000
PI597972_PI597972	intron	5%	5161.342980	750.000000
PI597973_PI597973	intron	5%	4546.775590	666.000000
PI597976_PI597976	intron	5%	4775.073740	694.000000
PI597980_PI597980	intron	5%	4443.618510	646.000000
PI597982_PI597982	intron	5%	4669.517920	681.000000
PI598069_PI598069	intron	5%	5537.491710	804.000000
PI598070_PI598070	intron	5%	5449.955130	794.000000
PI601816_PI601816	intron	5%	5060.623360	736.000000
PI607931_PI607931	intron	5%	4917.287690	717.000000
PI609456_PI609456	intron	5%	2899.979290	428.000000
PI613536_PI613536	intron	5%	4910.255490	720.000000
PI629034_PI629034	intron	5%	5061.628140	738.000000
PI629040_PI629040	intron	5%	6579.056610	959.000000
PI629059_PI629059	intron	5%	5402.708290	785.000000
PI641824_PI641824	intron	5%	6050.274650	884.000000
PI641836_PI641836	intron	5%	5810.761880	847.000000
PI641849_PI641849	intron	5%	6247.973450	910.000000
PI641874_PI641874	intron	5%	6479.842850	945.000000
PI642791_PI642791	intron	5%	6327.979960	921.000000
PI642793_PI642793	intron	5%	6246.945940	906.000000
PI642992_PI642992	intron	5%	5623.502360	829.000000
PI642998_PI642998	intron	5%	4634.239280	675.000000
PI651492_PI651492	intron	5%	5216.015490	756.000000
PI651496_PI651496	intron	5%	5174.781150	758.000000
PI653616_PI653616	intron	5%	5391.949350	788.000000
PI653617_PI653617	intron	5%	5304.689590	777.000000
PI655970_PI655970	intron	5%	5838.219990	851.000000
PI655971_PI655971	intron	5%	6422.982930	935.000000
PI655972_PI655972	intron	5%	5781.095800	841.000000
PI655973_PI655973	intron	5%	5339.844980	780.000000
PI655974_PI655974	intron	5%	5825.261350	847.000000
PI655975_PI655975	intron	5%	5987.819870	874.000000
PI655976_PI655976	intron	5%	5609.130180	816.000000
PI655977_PI655977	intron	5%	5027.081110	734.000000
PI655978_PI655978	intron	5%	5778.538620	850.000000
PI655979_PI655979	intron	5%	5343.603970	785.000000
PI655980_PI655980	intron	5%	4645.404680	681.000000
PI655981_PI655981	intron	5%	5318.074260	774.000000
PI655982_PI655982	intron	5%	5583.229280	816.000000
PI655983_PI655983	intron	5%	5817.972820	849.000000
PI655984_PI655984	intron	5%	5515.643620	804.000000
PI655985_PI655985	intron	5%	6181.218220	901.000000
PI655986_PI655986	intron	5%	6085.133080	887.000000
PI655987_PI655987	intron	5%	5788.835600	843.000000
PI655988_PI655988	intron	5%	5955.483840	869.000000
PI655989_PI655989	intron	5%	5488.374180	801.000000
PI655990_PI655990	intron	5%	6393.077820	930.000000
PI655991_PI655991	intron	5%	5877.773000	854.000000
PI655992_PI655992	intron	5%	5736.514580	834.000000
PI655993_PI655993	intron	5%	5870.874670	857.000000
PI655994_PI655994	intron	5%	5810.768860	843.000000
PI655995_PI655995	intron	5%	4995.432700	727.000000
PI655996_PI655996	intron	5%	5799.736230	844.000000
PI655997_PI655997	intron	5%	5770.664410	839.000000
PI655998_PI655998	intron	5%	5676.584750	836.000000
PI655999_PI655999	intron	5%	4266.748690	627.000000
PI656000_PI656000	intron	5%	4930.335770	722.000000
PI656001_PI656001	intron	5%	4845.824410	703.000000
PI656002_PI656002	intron	5%	5530.963210	807.000000
PI656003_PI656003	intron	5%	6194.036330	901.000000
PI656004_PI656004	intron	5%	5878.606420	862.000000
PI656005_PI656005	intron	5%	5874.268330	860.000000
PI656006_PI656006	intron	5%	5558.397560	810.000000
PI656007_PI656007	intron	5%	5155.125200	755.000000
PI656008_PI656008	intron	5%	5614.178380	817.000000
PI656009_PI656009	intron	5%	4772.646380	696.000000
PI656010_PI656010	intron	5%	5583.825890	818.000000
PI656011_PI656011	intron	5%	5413.299330	791.000000
PI656012_PI656012	intron	5%	6561.229480	953.000000
PI656013_PI656013	intron	5%	5564.577970	809.000000
PI656014_PI656014	intron	5%	5411.854720	787.000000
PI656015_PI656015	intron	5%	5217.702210	761.000000
PI656016_PI656016	intron	5%	5189.031980	758.000000
PI656017_PI656017	intron	5%	6428.450470	934.000000
PI656018_PI656018	intron	5%	6099.789100	886.000000
PI656019_PI656019	intron	5%	5940.611620	866.000000
PI656020_PI656020	intron	5%	5755.190460	837.000000
PI656021_PI656021	intron	5%	6401.686110	929.000000
PI656022_PI656022	intron	5%	5855.487500	855.000000
PI656023_PI656023	intron	5%	5380.349890	785.000000
PI656024_PI656024	intron	5%	5443.821620	794.000000
PI656025_PI656025	intron	5%	5795.591080	847.000000
PI656026_PI656026	intron	5%	5439.952870	793.000000
PI656027_PI656027	intron	5%	5003.441270	729.000000
PI656028_PI656028	intron	5%	5650.524600	821.000000
PI656029_PI656029	intron	5%	5120.664340	746.000000
PI656031_PI656031	intron	5%	4667.506900	677.000000
PI656032_PI656032	intron	5%	5841.752050	851.000000
PI656033_PI656033	intron	5%	6496.425640	945.000000
PI656034_PI656034	intron	5%	5581.213340	812.000000
PI656035_PI656035	intron	5%	5229.378070	763.000000
PI656036_PI656036	intron	5%	5562.246180	817.000000
PI656037_PI656037	intron	5%	5011.284780	736.000000
PI656038_PI656038	intron	5%	5372.718850	783.000000
PI656039_PI656039	intron	5%	5378.704110	781.000000
PI656040_PI656040	intron	5%	6000.569240	881.000000
PI656041_PI656041	intron	5%	6531.086310	951.000000
PI656042_PI656042	intron	5%	6270.058920	918.000000
PI656043_PI656043	intron	5%	5615.144290	820.000000
PI656044_PI656044	intron	5%	5056.179800	736.000000
PI656046_PI656046	intron	5%	5967.662760	871.000000
PI656047_PI656047	intron	5%	5623.281040	824.000000
PI656048_PI656048	intron	5%	4982.009770	722.000000
PI656049_PI656049	intron	5%	5682.696910	823.000000
PI656050_PI656050	intron	5%	5055.571350	739.000000
PI656051_PI656051	intron	5%	5072.571460	746.000000
PI656052_PI656052	intron	5%	5597.957370	817.000000
PI656053_PI656053	intron	5%	5224.113790	763.000000
PI656054_PI656054	intron	5%	5160.261020	751.000000
PI656055_PI656055	intron	5%	5542.851460	813.000000
PI656056_PI656056	intron	5%	5599.012790	821.000000
PI656057_PI656057	intron	5%	5589.320190	819.000000
PI656058_PI656058	intron	5%	5400.860970	791.000000
PI656059_PI656059	intron	5%	5058.137060	735.000000
PI656060_PI656060	intron	5%	5752.574310	838.000000
PI656061_PI656061	intron	5%	5242.042340	766.000000
PI656062_PI656062	intron	5%	5404.838820	791.000000
PI656063_PI656063	intron	5%	5348.844410	784.000000
PI656064_PI656064	intron	5%	5906.763050	859.000000
PI656065_PI656065	intron	5%	5479.813380	799.000000
PI656066_PI656066	intron	5%	5688.856440	832.000000
PI656067_PI656067	intron	5%	5469.536740	799.000000
PI656068_PI656068	intron	5%	5347.848680	785.000000
PI656069_PI656069	intron	5%	4663.612150	683.000000
PI656070_PI656070	intron	5%	4970.077340	726.000000
PI656071_PI656071	intron	5%	5021.938250	736.000000
PI656072_PI656072	intron	5%	5930.032460	864.000000
PI656073_PI656073	intron	5%	5376.057380	784.000000
PI656074_PI656074	intron	5%	5335.803270	780.000000
PI656075_PI656075	intron	5%	4654.387090	679.000000
PI656076_PI656076	intron	5%	5255.375950	765.000000
PI656077_PI656077	intron	5%	5161.631410	754.000000
PI656078_PI656078	intron	5%	2931.008290	430.000000
PI656079_PI656079	intron	5%	4889.373330	715.000000
PI656080_PI656080	intron	5%	5411.848870	783.000000
PI656081_PI656081	intron	5%	2781.431710	409.000000
PI656082_PI656082	intron	5%	5605.983770	819.000000
PI656083_PI656083	intron	5%	5986.007130	871.000000
PI656085_PI656085	intron	5%	5124.326130	743.000000
PI656086_PI656086	intron	5%	5347.509960	781.000000
PI656087_PI656087	intron	5%	4807.082300	699.000000
PI656088_PI656088	intron	5%	5838.589370	851.000000
PI656089_PI656089	intron	5%	5708.525140	833.000000
PI656090_PI656090	intron	5%	4383.286670	637.000000
PI656091_PI656091	intron	5%	5472.134100	800.000000
PI656092_PI656092	intron	5%	5204.146910	760.000000
PI656093_PI656093	intron	5%	4802.946520	697.000000
PI656094_PI656094	intron	5%	4865.159060	711.000000
PI656095_PI656095	intron	5%	5306.097720	778.000000
PI656096_PI656096	intron	5%	4900.092530	716.000000
PI656097_PI656097	intron	5%	5192.223620	756.000000
PI656098_PI656098	intron	5%	4721.130200	685.000000
PI656099_PI656099	intron	5%	5513.807570	808.000000
PI656100_PI656100	intron	5%	6017.819740	873.000000
PI656101_PI656101	intron	5%	5667.171300	827.000000
PI656102_PI656102	intron	5%	4901.486760	716.000000
PI656103_PI656103	intron	5%	5108.365730	746.000000
PI656104_PI656104	intron	5%	5989.116070	877.000000
PI656105_PI656105	intron	5%	5133.028130	744.000000
PI656106_PI656106	intron	5%	5089.956680	743.000000
PI656107_PI656107	intron	5%	5522.977510	802.000000
PI656108_PI656108	intron	5%	5445.207100	798.000000
PI656109_PI656109	intron	5%	5324.631830	780.000000
PI656110_PI656110	intron	5%	4666.963400	684.000000
PI656111_PI656111	intron	5%	5109.611250	748.000000
PI656112_PI656112	intron	5%	5678.981420	831.000000
PI656113_PI656113	intron	5%	5417.209320	792.000000
PI656114_PI656114	intron	5%	5203.936790	754.000000
PI656115_PI656115	intron	5%	5943.102730	871.000000
PI656116_PI656116	intron	5%	5062.139530	744.000000
PI656118_PI656118	intron	5%	4901.370260	715.000000
PI656119_PI656119	intron	5%	4793.950850	697.000000
PI656120_PI656120	intron	5%	5432.354840	790.000000
PI656121_PI656121	intron	5%	4468.845810	654.000000
PI659691_PI659691	intron	5%	5137.249700	744.000000
PI659694_PI659694	intron	5%	5756.513760	846.000000
PI659695_PI659695	intron	5%	5237.822220	763.000000
PI659696_PI659696	intron	5%	5273.760400	767.000000
PI659753_PI659753	intron	5%	5871.829530	858.000000
PI152651_PI152651	upstream_2kb	5%	8551.162220	1274.000000
PI17548_PI17548	upstream_2kb	5%	9962.150130	1484.000000
PI24969_PI24969	upstream_2kb	5%	9975.343290	1483.000000
PI276837_PI276837	upstream_2kb	5%	8597.754630	1287.000000
PI329435_PI329435	upstream_2kb	5%	8458.406840	1265.000000
PI329440_PI329440	upstream_2kb	5%	8805.457110	1317.000000
PI34911_PI34911	upstream_2kb	5%	8513.505350	1274.000000
PI35038_PI35038	upstream_2kb	5%	9597.726360	1432.000000
PI48770_PI48770	upstream_2kb	5%	9343.949280	1401.000000
PI533750_PI533750	upstream_2kb	5%	8435.193510	1263.000000
PI533752_PI533752	upstream_2kb	5%	8609.888660	1287.000000
PI533754_PI533754	upstream_2kb	5%	7931.352320	1185.000000
PI533755_PI533755	upstream_2kb	5%	8658.078660	1292.000000
PI533757_PI533757	upstream_2kb	5%	8098.188250	1212.000000
PI533758_PI533758	upstream_2kb	5%	8152.239530	1222.000000
PI533759_PI533759	upstream_2kb	5%	8215.932450	1229.000000
PI533760_PI533760	upstream_2kb	5%	8455.249140	1263.000000
PI533761_PI533761	upstream_2kb	5%	7973.064620	1186.000000
PI533762_PI533762	upstream_2kb	5%	7975.882580	1191.000000
PI533766_PI533766	upstream_2kb	5%	7722.538660	1154.000000
PI533769_PI533769	upstream_2kb	5%	7641.757300	1144.000000
PI533776_PI533776	upstream_2kb	5%	7828.710220	1174.000000
PI533785_PI533785	upstream_2kb	5%	7939.433030	1188.000000
PI533788_PI533788	upstream_2kb	5%	8855.754320	1323.000000
PI533789_PI533789	upstream_2kb	5%	8137.350490	1211.000000
PI533792_PI533792	upstream_2kb	5%	8094.922780	1214.000000
PI533794_PI533794	upstream_2kb	5%	8889.861470	1328.000000
PI533799_PI533799	upstream_2kb	5%	8609.873600	1291.000000
PI533800_PI533800	upstream_2kb	5%	8591.060240	1286.000000
PI533807_PI533807	upstream_2kb	5%	7666.790690	1146.000000
PI533810_PI533810	upstream_2kb	5%	9342.135190	1394.000000
PI533814_PI533814	upstream_2kb	5%	9562.730720	1430.000000
PI533821_PI533821	upstream_2kb	5%	7768.075810	1156.000000
PI533822_PI533822	upstream_2kb	5%	8813.493070	1324.000000
PI533824_PI533824	upstream_2kb	5%	7637.530570	1138.000000
PI533830_PI533830	upstream_2kb	5%	9197.517490	1369.000000
PI533831_PI533831	upstream_2kb	5%	8066.324760	1204.000000
PI533833_PI533833	upstream_2kb	5%	8133.281170	1219.000000
PI533838_PI533838	upstream_2kb	5%	7110.603540	1072.000000
PI533839_PI533839	upstream_2kb	5%	5155.700260	774.000000
PI533841_PI533841	upstream_2kb	5%	8704.154990	1300.000000
PI533842_PI533842	upstream_2kb	5%	9162.965660	1371.000000
PI533843_PI533843	upstream_2kb	5%	9209.334270	1382.000000
PI533845_PI533845	upstream_2kb	5%	8919.668830	1336.000000
PI533852_PI533852	upstream_2kb	5%	9147.410940	1363.000000
PI533855_PI533855	upstream_2kb	5%	7898.245120	1183.000000
PI533856_PI533856	upstream_2kb	5%	9394.268830	1400.000000
PI533863_PI533863	upstream_2kb	5%	8514.362330	1281.000000
PI533866_PI533866	upstream_2kb	5%	8100.842560	1211.000000
PI533869_PI533869	upstream_2kb	5%	8403.409190	1264.000000
PI533871_PI533871	upstream_2kb	5%	7978.461030	1203.000000
PI533876_PI533876	upstream_2kb	5%	7992.828490	1196.000000
PI533877_PI533877	upstream_2kb	5%	7740.425690	1160.000000
PI533878_PI533878	upstream_2kb	5%	7729.289640	1158.000000
PI533882_PI533882	upstream_2kb	5%	7663.214090	1147.000000
PI533901_PI533901	upstream_2kb	5%	9075.991260	1356.000000
PI533902_PI533902	upstream_2kb	5%	8738.072310	1308.000000
PI533903_PI533903	upstream_2kb	5%	7262.671320	1090.000000
PI533910_PI533910	upstream_2kb	5%	7904.326900	1168.000000
PI533911_PI533911	upstream_2kb	5%	7906.498770	1175.000000
PI533912_PI533912	upstream_2kb	5%	8359.908010	1257.000000
PI533913_PI533913	upstream_2kb	5%	7924.313160	1185.000000
PI533915_PI533915	upstream_2kb	5%	8047.019230	1203.000000
PI533919_PI533919	upstream_2kb	5%	7935.717820	1188.000000
PI533921_PI533921	upstream_2kb	5%	8728.390890	1306.000000
PI533924_PI533924	upstream_2kb	5%	7118.085990	1068.000000
PI533927_PI533927	upstream_2kb	5%	8029.726400	1210.000000
PI533936_PI533936	upstream_2kb	5%	9072.695400	1352.000000
PI533937_PI533937	upstream_2kb	5%	9638.893100	1441.000000
PI533938_PI533938	upstream_2kb	5%	8062.909190	1211.000000
PI533939_PI533939	upstream_2kb	5%	7983.616580	1196.000000
PI533940_PI533940	upstream_2kb	5%	9416.905770	1409.000000
PI533943_PI533943	upstream_2kb	5%	9198.509000	1373.000000
PI533948_PI533948	upstream_2kb	5%	8684.749690	1302.000000
PI533949_PI533949	upstream_2kb	5%	7941.991980	1184.000000
PI533954_PI533954	upstream_2kb	5%	9064.060810	1346.000000
PI533955_PI533955	upstream_2kb	5%	9454.844030	1419.000000
PI533956_PI533956	upstream_2kb	5%	8042.734220	1195.000000
PI533957_PI533957	upstream_2kb	5%	8002.434580	1199.000000
PI533961_PI533961	upstream_2kb	5%	8211.824860	1228.000000
PI533962_PI533962	upstream_2kb	5%	7968.261670	1196.000000
PI533964_PI533964	upstream_2kb	5%	8202.830790	1223.000000
PI533965_PI533965	upstream_2kb	5%	8470.780170	1263.000000
PI533967_PI533967	upstream_2kb	5%	8626.104130	1287.000000
PI533970_PI533970	upstream_2kb	5%	8244.768080	1233.000000
PI533972_PI533972	upstream_2kb	5%	8035.001580	1195.000000
PI533976_PI533976	upstream_2kb	5%	8273.477040	1241.000000
PI533979_PI533979	upstream_2kb	5%	9109.009150	1365.000000
PI533980_PI533980	upstream_2kb	5%	8022.670760	1197.000000
PI533985_PI533985	upstream_2kb	5%	7851.649950	1170.000000
PI533986_PI533986	upstream_2kb	5%	8282.715760	1234.000000
PI533987_PI533987	upstream_2kb	5%	7930.117490	1182.000000
PI533989_PI533989	upstream_2kb	5%	8359.625590	1256.000000
PI533991_PI533991	upstream_2kb	5%	8488.850080	1270.000000
PI533996_PI533996	upstream_2kb	5%	7805.817060	1166.000000
PI533997_PI533997	upstream_2kb	5%	7973.060880	1195.000000
PI534009_PI534009	upstream_2kb	5%	9154.922800	1364.000000
PI534021_PI534021	upstream_2kb	5%	9342.822820	1398.000000
PI534028_PI534028	upstream_2kb	5%	9654.065310	1430.000000
PI534037_PI534037	upstream_2kb	5%	7570.213500	1136.000000
PI534046_PI534046	upstream_2kb	5%	8576.728440	1276.000000
PI534047_PI534047	upstream_2kb	5%	8661.847440	1288.000000
PI534053_PI534053	upstream_2kb	5%	7925.380810	1177.000000
PI534054_PI534054	upstream_2kb	5%	8809.046750	1320.000000
PI534063_PI534063	upstream_2kb	5%	7752.587400	1164.000000
PI534070_PI534070	upstream_2kb	5%	7899.832320	1182.000000
PI534075_PI534075	upstream_2kb	5%	7122.384520	1074.000000
PI534079_PI534079	upstream_2kb	5%	8092.547000	1219.000000
PI534088_PI534088	upstream_2kb	5%	7625.667570	1141.000000
PI534092_PI534092	upstream_2kb	5%	8215.058680	1231.000000
PI534096_PI534096	upstream_2kb	5%	5136.935710	775.000000
PI534097_PI534097	upstream_2kb	5%	9771.897100	1459.000000
PI534099_PI534099	upstream_2kb	5%	8174.822560	1220.000000
PI534101_PI534101	upstream_2kb	5%	7549.766840	1129.000000
PI534105_PI534105	upstream_2kb	5%	8404.666240	1250.000000
PI534108_PI534108	upstream_2kb	5%	8309.302860	1241.000000
PI534112_PI534112	upstream_2kb	5%	8030.642780	1200.000000
PI534114_PI534114	upstream_2kb	5%	7648.841710	1152.000000
PI534115_PI534115	upstream_2kb	5%	8319.799530	1245.000000
PI534116_PI534116	upstream_2kb	5%	6909.445250	1033.000000
PI534117_PI534117	upstream_2kb	5%	8274.503210	1231.000000
PI534123_PI534123	upstream_2kb	5%	7288.128950	1085.000000
PI534124_PI534124	upstream_2kb	5%	6970.915630	1040.000000
PI534127_PI534127	upstream_2kb	5%	8293.448690	1232.000000
PI534128_PI534128	upstream_2kb	5%	8945.422470	1331.000000
PI534132_PI534132	upstream_2kb	5%	8672.521750	1296.000000
PI534133_PI534133	upstream_2kb	5%	8932.739150	1328.000000
PI534135_PI534135	upstream_2kb	5%	8905.571530	1327.000000
PI534137_PI534137	upstream_2kb	5%	8317.407010	1240.000000
PI534138_PI534138	upstream_2kb	5%	7122.065920	1068.000000
PI534139_PI534139	upstream_2kb	5%	8725.010050	1304.000000
PI534144_PI534144	upstream_2kb	5%	8170.026860	1220.000000
PI534145_PI534145	upstream_2kb	5%	8309.115470	1237.000000
PI534148_PI534148	upstream_2kb	5%	9153.628270	1365.000000
PI534155_PI534155	upstream_2kb	5%	8373.669040	1249.000000
PI534157_PI534157	upstream_2kb	5%	7856.802010	1177.000000
PI534163_PI534163	upstream_2kb	5%	8723.051710	1303.000000
PI534167_PI534167	upstream_2kb	5%	8554.321780	1276.000000
PI540816_PI540816	upstream_2kb	5%	8709.213620	1301.000000
PI542406_PI542406	upstream_2kb	5%	7677.307980	1145.000000
PI542718_PI542718	upstream_2kb	5%	9438.809960	1408.000000
PI548797_PI548797	upstream_2kb	5%	8298.806220	1239.000000
PI552856_PI552856	upstream_2kb	5%	8194.302870	1222.000000
PI552861_PI552861	upstream_2kb	5%	8587.599840	1272.000000
PI561071_PI561071	upstream_2kb	5%	8786.027850	1320.000000
PI561072_PI561072	upstream_2kb	5%	8622.575900	1291.000000
PI561073_PI561073	upstream_2kb	5%	8895.199570	1332.000000
PI561472_PI561472	upstream_2kb	5%	8489.182530	1273.000000
PI562730_PI562730	upstream_2kb	5%	6910.809320	1031.000000
PI564163_PI564163	upstream_2kb	5%	7600.385160	1132.000000
PI564164_PI564164	upstream_2kb	5%	8765.618100	1307.000000
PI564165_PI564165	upstream_2kb	5%	9332.862050	1394.000000
PI565121_PI565121	upstream_2kb	5%	8494.379170	1275.000000
PI566819_PI566819	upstream_2kb	5%	9171.740990	1369.000000
PI576130_PI576130	upstream_2kb	5%	8833.789070	1321.000000
PI576332_PI576332	upstream_2kb	5%	9889.482640	1479.000000
PI576333_PI576333	upstream_2kb	5%	9299.678260	1395.000000
PI576337_PI576337	upstream_2kb	5%	7508.489860	1125.000000
PI576339_PI576339	upstream_2kb	5%	9720.838940	1453.000000
PI576340_PI576340	upstream_2kb	5%	9505.686690	1419.000000
PI576345_PI576345	upstream_2kb	5%	9236.483210	1378.000000
PI576347_PI576347	upstream_2kb	5%	7859.778720	1166.000000
PI576348_PI576348	upstream_2kb	5%	7027.334640	1050.000000
PI576349_PI576349	upstream_2kb	5%	6972.338190	1044.000000
PI576350_PI576350	upstream_2kb	5%	7758.337310	1166.000000
PI576352_PI576352	upstream_2kb	5%	9125.241750	1363.000000
PI576359_PI576359	upstream_2kb	5%	9971.432700	1492.000000
PI576364_PI576364	upstream_2kb	5%	9539.708190	1426.000000
PI576366_PI576366	upstream_2kb	5%	8229.060840	1224.000000
PI576373_PI576373	upstream_2kb	5%	8771.307840	1306.000000
PI576375_PI576375	upstream_2kb	5%	8595.223020	1283.000000
PI576376_PI576376	upstream_2kb	5%	8825.352330	1317.000000
PI576380_PI576380	upstream_2kb	5%	8191.971380	1226.000000
PI576381_PI576381	upstream_2kb	5%	8990.917300	1342.000000
PI576385_PI576385	upstream_2kb	5%	8932.227110	1338.000000
PI576386_PI576386	upstream_2kb	5%	7452.565890	1116.000000
PI576387_PI576387	upstream_2kb	5%	8176.098940	1221.000000
PI576390_PI576390	upstream_2kb	5%	9747.876110	1444.000000
PI576391_PI576391	upstream_2kb	5%	9946.698460	1474.000000
PI576393_PI576393	upstream_2kb	5%	7248.306940	1078.000000
PI576394_PI576394	upstream_2kb	5%	8968.581150	1343.000000
PI576396_PI576396	upstream_2kb	5%	7496.829700	1119.000000
PI576399_PI576399	upstream_2kb	5%	8156.181460	1216.000000
PI576401_PI576401	upstream_2kb	5%	9561.746430	1435.000000
PI576418_PI576418	upstream_2kb	5%	8212.943050	1231.000000
PI576422_PI576422	upstream_2kb	5%	9450.444740	1413.000000
PI576425_PI576425	upstream_2kb	5%	8469.689660	1267.000000
PI576426_PI576426	upstream_2kb	5%	8825.664190	1321.000000
PI576428_PI576428	upstream_2kb	5%	8304.349060	1244.000000
PI576434_PI576434	upstream_2kb	5%	8007.231450	1197.000000
PI576435_PI576435	upstream_2kb	5%	8770.751880	1313.000000
PI576437_PI576437	upstream_2kb	5%	8533.036030	1274.000000
PI585291_PI585291	upstream_2kb	5%	9314.839780	1389.000000
PI585295_PI585295	upstream_2kb	5%	8451.487570	1260.000000
PI595699_PI595699	upstream_2kb	5%	9657.229730	1445.000000
PI595702_PI595702	upstream_2kb	5%	9181.600140	1380.000000
PI595714_PI595714	upstream_2kb	5%	8285.021990	1235.000000
PI595718_PI595718	upstream_2kb	5%	8168.528770	1224.000000
PI595720_PI595720	upstream_2kb	5%	8640.254300	1291.000000
PI595739_PI595739	upstream_2kb	5%	8603.246670	1286.000000
PI595740_PI595740	upstream_2kb	5%	8699.954720	1300.000000
PI595741_PI595741	upstream_2kb	5%	8607.193290	1282.000000
PI595743_PI595743	upstream_2kb	5%	8325.957360	1249.000000
PI595744_PI595744	upstream_2kb	5%	8357.349180	1250.000000
PI595745_PI595745	upstream_2kb	5%	8339.107310	1247.000000
PI597945_PI597945	upstream_2kb	5%	7881.075250	1176.000000
PI597946_PI597946	upstream_2kb	5%	7888.043550	1184.000000
PI597949_PI597949	upstream_2kb	5%	8245.592410	1236.000000
PI597950_PI597950	upstream_2kb	5%	8733.132160	1312.000000
PI597951_PI597951	upstream_2kb	5%	8625.457050	1292.000000
PI597952_PI597952	upstream_2kb	5%	8676.611870	1291.000000
PI597957_PI597957	upstream_2kb	5%	8347.177610	1246.000000
PI597958_PI597958	upstream_2kb	5%	9128.788160	1370.000000
PI597960_PI597960	upstream_2kb	5%	7025.834680	1049.000000
PI597961_PI597961	upstream_2kb	5%	8213.992520	1231.000000
PI597964_PI597964	upstream_2kb	5%	8183.890320	1224.000000
PI597965_PI597965	upstream_2kb	5%	8183.345130	1214.000000
PI597966_PI597966	upstream_2kb	5%	8199.711150	1224.000000
PI597967_PI597967	upstream_2kb	5%	8082.702840	1216.000000
PI597968_PI597968	upstream_2kb	5%	8679.496390	1302.000000
PI597971_PI597971	upstream_2kb	5%	7487.690830	1121.000000
PI597972_PI597972	upstream_2kb	5%	8041.295630	1198.000000
PI597973_PI597973	upstream_2kb	5%	8139.349430	1218.000000
PI597976_PI597976	upstream_2kb	5%	7436.458460	1113.000000
PI597980_PI597980	upstream_2kb	5%	8215.468190	1228.000000
PI597982_PI597982	upstream_2kb	5%	7975.546110	1189.000000
PI598069_PI598069	upstream_2kb	5%	8678.395370	1299.000000
PI598070_PI598070	upstream_2kb	5%	8557.356230	1283.000000
PI601816_PI601816	upstream_2kb	5%	8203.723660	1231.000000
PI607931_PI607931	upstream_2kb	5%	9091.826160	1356.000000
PI609456_PI609456	upstream_2kb	5%	4832.299350	727.000000
PI613536_PI613536	upstream_2kb	5%	8255.358500	1234.000000
PI629034_PI629034	upstream_2kb	5%	8556.928940	1286.000000
PI629040_PI629040	upstream_2kb	5%	8835.980510	1321.000000
PI629059_PI629059	upstream_2kb	5%	8570.146120	1275.000000
PI641824_PI641824	upstream_2kb	5%	9121.775930	1358.000000
PI641836_PI641836	upstream_2kb	5%	9769.453380	1462.000000
PI641849_PI641849	upstream_2kb	5%	9813.651430	1472.000000
PI641874_PI641874	upstream_2kb	5%	9875.153240	1470.000000
PI642791_PI642791	upstream_2kb	5%	8891.373190	1328.000000
PI642793_PI642793	upstream_2kb	5%	8719.853890	1301.000000
PI642992_PI642992	upstream_2kb	5%	8718.301620	1304.000000
PI642998_PI642998	upstream_2kb	5%	7178.590790	1073.000000
PI651492_PI651492	upstream_2kb	5%	8717.534380	1308.000000
PI651496_PI651496	upstream_2kb	5%	8860.374260	1325.000000
PI653616_PI653616	upstream_2kb	5%	8955.880190	1344.000000
PI653617_PI653617	upstream_2kb	5%	8820.144000	1324.000000
PI655970_PI655970	upstream_2kb	5%	8966.662860	1339.000000
PI655971_PI655971	upstream_2kb	5%	9964.199070	1481.000000
PI655972_PI655972	upstream_2kb	5%	9706.456790	1448.000000
PI655973_PI655973	upstream_2kb	5%	8632.150870	1289.000000
PI655974_PI655974	upstream_2kb	5%	8818.902160	1318.000000
PI655975_PI655975	upstream_2kb	5%	9392.456390	1400.000000
PI655976_PI655976	upstream_2kb	5%	9540.552870	1426.000000
PI655977_PI655977	upstream_2kb	5%	8392.660840	1252.000000
PI655978_PI655978	upstream_2kb	5%	8984.678530	1334.000000
PI655979_PI655979	upstream_2kb	5%	9045.329190	1345.000000
PI655980_PI655980	upstream_2kb	5%	7372.422250	1096.000000
PI655981_PI655981	upstream_2kb	5%	8313.824360	1243.000000
PI655982_PI655982	upstream_2kb	5%	8815.134430	1318.000000
PI655983_PI655983	upstream_2kb	5%	9818.585210	1470.000000
PI655984_PI655984	upstream_2kb	5%	9391.642560	1398.000000
PI655985_PI655985	upstream_2kb	5%	9399.722110	1400.000000
PI655986_PI655986	upstream_2kb	5%	9285.058270	1381.000000
PI655987_PI655987	upstream_2kb	5%	8897.114270	1320.000000
PI655988_PI655988	upstream_2kb	5%	8901.026280	1330.000000
PI655989_PI655989	upstream_2kb	5%	8655.391440	1286.000000
PI655990_PI655990	upstream_2kb	5%	10016.471800	1489.000000
PI655991_PI655991	upstream_2kb	5%	8972.144010	1338.000000
PI655992_PI655992	upstream_2kb	5%	8438.289570	1261.000000
PI655993_PI655993	upstream_2kb	5%	9065.916390	1354.000000
PI655994_PI655994	upstream_2kb	5%	9113.253750	1357.000000
PI655995_PI655995	upstream_2kb	5%	7442.837650	1111.000000
