sample	PI	Race	cutoff	miss	Genetic_load_sum	N_del_sum	n_chr_rows	Abs_genetic_load	Abs_per_Ndel
PI533912_PI533912	PI533912	Guinea	1%	miss50	-62211.8635199	4110	10	62211.8635199	15.1367064525304
PI533913_PI533913	PI533913	Guinea	1%	miss50	-68228.4500706	4501	10	68228.4500706	15.1585092358587
PI533939_PI533939	PI533939	Guinea	1%	miss50	-76598.5010128	5699	10	76598.5010128	13.4406915270749
PI533949_PI533949	PI533949	Guinea	1%	miss50	-68280.7720929	4440	10	68280.7720929	15.3785522731757
PI533961_PI533961	PI533961	Guinea	1%	miss50	-79628.424641	5197	10	79628.424641	15.3219981991534
PI533962_PI533962	PI533962	Guinea	1%	miss50	-65915.7816036	4338	10	65915.7816036	15.1949704019364
PI533964_PI533964	PI533964	Guinea	1%	miss50	-78180.8135831	5078	10	78180.8135831	15.3959853452343
PI533965_PI533965	PI533965	Guinea	1%	miss50	-87536.4986591	5751	10	87536.4986591	15.2210917508433
PI533967_PI533967	PI533967	Guinea	1%	miss50	-81600.033377	5400	10	81600.033377	15.111117292037
PI533970_PI533970	PI533970	Guinea	1%	miss50	-80907.3370065	5328	10	80907.3370065	15.1853109997185
PI533972_PI533972	PI533972	Guinea	1%	miss50	-63772.2772147	4169	10	63772.2772147	15.2967803345407
PI533976_PI533976	PI533976	Guinea	1%	miss50	-73127.040881	4846	10	73127.040881	15.090185901981
PI533980_PI533980	PI533980	Guinea	1%	miss50	-74578.6156134	4855	10	74578.6156134	15.3611978606385
PI533985_PI533985	PI533985	Guinea	1%	miss50	-66674.802385	4370	10	66674.802385	15.2573918501144
PI533986_PI533986	PI533986	Guinea	1%	miss50	-70050.544044	4551	10	70050.544044	15.392341033619
PI533987_PI533987	PI533987	Guinea	1%	miss50	-66291.0207399	4321	10	66291.0207399	15.3415923952557
PI533989_PI533989	PI533989	Guinea	1%	miss50	-73443.9909707	5081	10	73443.9909707	14.4546331373155
PI533996_PI533996	PI533996	Guinea	1%	miss50	-65852.5039626	4346	10	65852.5039626	15.1524399361712
PI534046_PI534046	PI534046	Guinea	1%	miss50	-70490.5755455	4627	10	70490.5755455	15.2346175806138
PI534047_PI534047	PI534047	Guinea	1%	miss50	-71719.3102682	4756	10	71719.3102682	15.0797540513457
PI534079_PI534079	PI534079	Guinea	1%	miss50	-66229.1743518	4387	10	66229.1743518	15.0966889336221
PI534099_PI534099	PI534099	Guinea	1%	miss50	-74612.0313544	4957	10	74612.0313544	15.0518521997983
PI534101_PI534101	PI534101	Guinea	1%	miss50	-69082.8564447	5842	10	69082.8564447	11.8252065122732
PI534105_PI534105	PI534105	Guinea	1%	miss50	-70018.1087487	4522	10	70018.1087487	15.4838807493808
PI534108_PI534108	PI534108	Guinea	1%	miss50	-66280.3394348	4360	10	66280.3394348	15.2019127144037
PI534112_PI534112	PI534112	Guinea	1%	miss50	-67317.6353826	6410	10	67317.6353826	10.5019711985335
PI534114_PI534114	PI534114	Guinea	1%	miss50	-76197.306252	4983	10	76197.306252	15.2914521878386
PI534138_PI534138	PI534138	Guinea	1%	miss50	-55738.4179126	3656	10	55738.4179126	15.2457379410831
PI534163_PI534163	PI534163	Guinea	1%	miss50	-76980.6724179	5132	10	76980.6724179	15.0001310245323
PI542406_PI542406	PI542406	Guinea	1%	miss50	-61789.302047	4109	10	61789.302047	15.0375522139207
PI548797_PI548797	PI548797	Guinea	1%	miss50	-82608.0416132	5429	10	82608.0416132	15.2160695548351
PI576350_PI576350	PI576350	Guinea	1%	miss50	-62641.0720234	6081	10	62641.0720234	10.3011136364743
PI576366_PI576366	PI576366	Guinea	1%	miss50	-69514.982623	4617	10	69514.982623	15.0563098598657
PI576386_PI576386	PI576386	Guinea	1%	miss50	-66566.4622301	4323	10	66566.4622301	15.3982100925515
PI576387_PI576387	PI576387	Guinea	1%	miss50	-67070.362079	4343	10	67070.362079	15.44332536933
PI576393_PI576393	PI576393	Guinea	1%	miss50	-63589.3184152	4580	10	63589.3184152	13.8841306583406
PI576396_PI576396	PI576396	Guinea	1%	miss50	-67121.7508249	4358	10	67121.7508249	15.4019620984167
PI576399_PI576399	PI576399	Guinea	1%	miss50	-70582.2814388	4692	10	70582.2814388	15.043111986104
PI576434_PI576434	PI576434	Guinea	1%	miss50	-70851.6459198	4720	10	70851.6459198	15.010941932161
PI576435_PI576435	PI576435	Guinea	1%	miss50	-90460.0073305	5901	10	90460.0073305	15.3296063939163
PI576437_PI576437	PI576437	Guinea	1%	miss50	-78145.0696884	5130	10	78145.0696884	15.232957054269
PI595714_PI595714	PI595714	Guinea	1%	miss50	-86248.3666593	5646	10	86248.3666593	15.2760125149309
PI595718_PI595718	PI595718	Guinea	1%	miss50	-75249.0045084	4963	10	75249.0045084	15.161999699456
PI595739_PI595739	PI595739	Guinea	1%	miss50	-64896.2911258	4205	10	64896.2911258	15.4331251190963
PI595740_PI595740	PI595740	Guinea	1%	miss50	-83428.0460599	7371	10	83428.0460599	11.318416233876
PI595745_PI595745	PI595745	Guinea	1%	miss50	-60347.6171474	3929	10	60347.6171474	15.3595360517689
PI597946_PI597946	PI597946	Guinea	1%	miss50	-80532.0532184	5350	10	80532.0532184	15.0527202277383
PI597950_PI597950	PI597950	Guinea	1%	miss50	-59012.9099281	3934	10	59012.9099281	15.0007396868582
PI597961_PI597961	PI597961	Guinea	1%	miss50	-66261.2097179	4325	10	66261.2097179	15.3205109174335
PI597965_PI597965	PI597965	Guinea	1%	miss50	-72544.7857438	4737	10	72544.7857438	15.3144998403631
PI597966_PI597966	PI597966	Guinea	1%	miss50	-79827.1971033	5174	10	79827.1971033	15.4285266917859
PI597968_PI597968	PI597968	Guinea	1%	miss50	-82034.6070394	5410	10	82034.6070394	15.1635133159704
PI597971_PI597971	PI597971	Guinea	1%	miss50	-66160.4373655	4320	10	66160.4373655	15.3149160568287
PI597980_PI597980	PI597980	Guinea	1%	miss50	-63964.2667126	4149	10	63964.2667126	15.4167912057363
PI597982_PI597982	PI597982	Guinea	1%	miss50	-63758.203494	4267	10	63758.203494	14.9421615875322
PI607931_PI607931	PI607931	Guinea	1%	miss50	-66705.9881261	4330	10	66705.9881261	15.405539982933
PI629034_PI629034	PI629034	Guinea	1%	miss50	-70585.1951751	4602	10	70585.1951751	15.3379389776402
PI642992_PI642992	PI642992	Guinea	1%	miss50	-87267.311369	5731	10	87267.311369	15.2272398131216
PI651496_PI651496	PI651496	Guinea	1%	miss50	-68686.165581	4468	10	68686.165581	15.3729108283348
PI653616_PI653616	PI653616	Guinea	1%	miss50	-76193.414063	5159	10	76193.414063	14.7690277307618
PI653617_PI653617	PI653617	Guinea	1%	miss50	-68354.8323928	4460	10	68354.8323928	15.3261956037668
PI656009_PI656009	PI656009	Guinea	1%	miss50	-67738.0118241	4508	10	67738.0118241	15.0261783105812
PI656027_PI656027	PI656027	Guinea	1%	miss50	-76250.2603467	5146	10	76250.2603467	14.8173844435873
PI656031_PI656031	PI656031	Guinea	1%	miss50	-65585.5562625	4423	10	65585.5562625	14.8282966905946
PI656035_PI656035	PI656035	Guinea	1%	miss50	-72960.8108442	4765	10	72960.8108442	15.3118175958447
PI656050_PI656050	PI656050	Guinea	1%	miss50	-69084.5562134	4927	10	69084.5562134	14.0216269968338
PI656057_PI656057	PI656057	Guinea	1%	miss50	-85403.0694482	7717	10	85403.0694482	11.0668743615654
PI656069_PI656069	PI656069	Guinea	1%	miss50	-64186.1801372	4850	10	64186.1801372	13.2342639458144
PI656070_PI656070	PI656070	Guinea	1%	miss50	-69245.058017	4829	10	69245.058017	14.3394197591634
PI656071_PI656071	PI656071	Guinea	1%	miss50	-75314.6600162	4936	10	75314.6600162	15.2582374425041
PI656075_PI656075	PI656075	Guinea	1%	miss50	-69229.7374237	4626	10	69229.7374237	14.9653561227194
PI656085_PI656085	PI656085	Guinea	1%	miss50	-68774.2175809	5788	10	68774.2175809	11.8822075986351
PI656087_PI656087	PI656087	Guinea	1%	miss50	-66502.6698763	4524	10	66502.6698763	14.6999712370248
PI656090_PI656090	PI656090	Guinea	1%	miss50	-65836.2506709	4579	10	65836.2506709	14.3778664928805
PI656098_PI656098	PI656098	Guinea	1%	miss50	-59168.9976685	4213	10	59168.9976685	14.0443858695704
PI656102_PI656102	PI656102	Guinea	1%	miss50	-58673.5409573	3820	10	58673.5409573	15.3595656956283
PI656105_PI656105	PI656105	Guinea	1%	miss50	-66025.265473	4627	10	66025.265473	14.2695624536417
PI656106_PI656106	PI656106	Guinea	1%	miss50	-63849.7474205	4569	10	63849.7474205	13.9745562312322
PI656111_PI656111	PI656111	Guinea	1%	miss50	-64348.9872959	4182	10	64348.9872959	15.3871323041368
PI656116_PI656116	PI656116	Guinea	1%	miss50	-69004.2051923	5735	10	69004.2051923	12.0321194755536
PI656118_PI656118	PI656118	Guinea	1%	miss50	-66031.7210711	4579	10	66031.7210711	14.4205549401834
PI656120_PI656120	PI656120	Guinea	1%	miss50	-84335.6047224	5794	10	84335.6047224	14.5556791029341
PI656121_PI656121	PI656121	Guinea	1%	miss50	-70829.327735	5012	10	70829.327735	14.1319488697127
PI659694_PI659694	PI659694	Guinea	1%	miss50	-96571.9452946	6727	10	96571.9452946	14.3558711601903
PI659696_PI659696	PI659696	Guinea	1%	miss50	-78653.9125447	5309	10	78653.9125447	14.8152029656621
PI152651_PI152651	PI152651	Kafir	1%	miss50	-84143.9246381	5612	10	84143.9246381	14.9935717459195
PI533755_PI533755	PI533755	Kafir	1%	miss50	-87637.3892435	6060	10	87637.3892435	14.4616153867162
PI533915_PI533915	PI533915	Kafir	1%	miss50	-81533.1117818	5315	10	81533.1117818	15.3401903634619
PI534053_PI534053	PI534053	Kafir	1%	miss50	-78432.8229324	5119	10	78432.8229324	15.3219032882204
PI534139_PI534139	PI534139	Kafir	1%	miss50	-95170.5005865001	6221	10	95170.5005865001	15.2982640389809
PI540816_PI540816	PI540816	Kafir	1%	miss50	-90402.0178625	5936	10	90402.0178625	15.2294504485344
PI561071_PI561071	PI561071	Kafir	1%	miss50	-90052.9820658	5882	10	90052.9820658	15.3099255467188
PI595744_PI595744	PI595744	Kafir	1%	miss50	-60796.9406234	3934	10	60796.9406234	15.4542299500254
PI655973_PI655973	PI655973	Kafir	1%	miss50	-85391.0740526	5600	10	85391.0740526	15.2484060808214
PI655984_PI655984	PI655984	Kafir	1%	miss50	-105120.0520932	6989	10	105120.0520932	15.0407858196022
PI656015_PI656015	PI656015	Kafir	1%	miss50	-86336.912426	5608	10	86336.912426	15.3953124868046
PI656065_PI656065	PI656065	Kafir	1%	miss50	-85809.701492	5573	10	85809.701492	15.3973984374664
PI656073_PI656073	PI656073	Kafir	1%	miss50	-87741.0222924	5907	10	87741.0222924	14.8537366332148
PI656074_PI656074	PI656074	Kafir	1%	miss50	-69834.4632753	4923	10	69834.4632753	14.1853469988422
PI656101_PI656101	PI656101	Kafir	1%	miss50	-86610.5723429	5646	10	86610.5723429	15.340165133351
PI656107_PI656107	PI656107	Kafir	1%	miss50	-85427.0234003	7360	10	85427.0234003	11.6069325272147
PI656109_PI656109	PI656109	Kafir	1%	miss50	-81747.1340331	5947	10	81747.1340331	13.7459448517067
PI656115_PI656115	PI656115	Kafir	1%	miss50	-100126.2984135	6777	10	100126.2984135	14.774427978973
PI276837_PI276837	PI276837	Milo/Durra-Bicolor	1%	miss50	-100185.7737841	6664	10	100185.7737841	15.0338796194628
PI329435_PI329435	PI329435	Milo/Durra-Bicolor	1%	miss50	-70090.9504211	4738	10	70090.9504211	14.7933622670114
PI533794_PI533794	PI533794	Milo/Durra-Bicolor	1%	miss50	-81287.7298246	5289	10	81287.7298246	15.3692058658726
PI533799_PI533799	PI533799	Milo/Durra-Bicolor	1%	miss50	-81342.7921005	5302	10	81342.7921005	15.3419072237835
PI533800_PI533800	PI533800	Milo/Durra-Bicolor	1%	miss50	-79527.9454073	5263	10	79527.9454073	15.1107629502755
PI533991_PI533991	PI533991	Milo/Durra-Bicolor	1%	miss50	-69697.9080553	4544	10	69697.9080553	15.3384480755502
PI534115_PI534115	PI534115	Milo/Durra-Bicolor	1%	miss50	-76667.5187353	5033	10	76667.5187353	15.2329661703358
PI534157_PI534157	PI534157	Milo/Durra-Bicolor	1%	miss50	-83553.6083358	7189	10	83553.6083358	11.6224243059953
PI552856_PI552856	PI552856	Milo/Durra-Bicolor	1%	miss50	-76464.4223455	4946	10	76464.4223455	15.4598508583704
PI561472_PI561472	PI561472	Milo/Durra-Bicolor	1%	miss50	-101659.6374224	7162	10	101659.6374224	14.1943084923764
PI564165_PI564165	PI564165	Milo/Durra-Bicolor	1%	miss50	-102027.6985815	6738	10	102027.6985815	15.1421339539181
PI565121_PI565121	PI565121	Milo/Durra-Bicolor	1%	miss50	-67995.9064855	4373	10	67995.9064855	15.5490296102218
PI576130_PI576130	PI576130	Milo/Durra-Bicolor	1%	miss50	-88648.2617136	5746	10	88648.2617136	15.4278213911591
PI576380_PI576380	PI576380	Milo/Durra-Bicolor	1%	miss50	-76217.9293031	4953	10	76217.9293031	15.3882352721785
PI576428_PI576428	PI576428	Milo/Durra-Bicolor	1%	miss50	-87990.6369388	5724	10	87990.6369388	15.3722286755416
PI585291_PI585291	PI585291	Milo/Durra-Bicolor	1%	miss50	-100697.149335	9697	10	100697.149335	10.3843610740435
PI597964_PI597964	PI597964	Milo/Durra-Bicolor	1%	miss50	-72637.6606314	4751	10	72637.6606314	15.2889203602189
PI597967_PI597967	PI597967	Milo/Durra-Bicolor	1%	miss50	-72377.4564132	4712	10	72377.4564132	15.3602411742784
PI601816_PI601816	PI601816	Milo/Durra-Bicolor	1%	miss50	-69968.9787485	4493	10	69968.9787485	15.5728864341197
PI642791_PI642791	PI642791	Milo/Durra-Bicolor	1%	miss50	-85308.6936088	5541	10	85308.6936088	15.3959021131204
PI651492_PI651492	PI651492	Milo/Durra-Bicolor	1%	miss50	-89189.419541	5840	10	89189.419541	15.2721608803082
PI655977_PI655977	PI655977	Milo/Durra-Bicolor	1%	miss50	-80789.0554107	5242	10	80789.0554107	15.411876270641
PI656000_PI656000	PI656000	Milo/Durra-Bicolor	1%	miss50	-64388.1530101	4108	10	64388.1530101	15.6738444523126
PI656001_PI656001	PI656001	Milo/Durra-Bicolor	1%	miss50	-66207.3031792	4268	10	66207.3031792	15.5124890298032
PI656008_PI656008	PI656008	Milo/Durra-Bicolor	1%	miss50	-84703.1507547	5547	10	84703.1507547	15.2700830637642
PI656011_PI656011	PI656011	Milo/Durra-Bicolor	1%	miss50	-91251.1604776	6543	10	91251.1604776	13.9463794096897
PI656016_PI656016	PI656016	Milo/Durra-Bicolor	1%	miss50	-85201.6292487	5535	10	85201.6292487	15.3932482834146
PI656024_PI656024	PI656024	Milo/Durra-Bicolor	1%	miss50	-79539.1069104	5615	10	79539.1069104	14.1654687284773
PI656026_PI656026	PI656026	Milo/Durra-Bicolor	1%	miss50	-76883.8242029	4933	10	76883.8242029	15.585612041942
PI656034_PI656034	PI656034	Milo/Durra-Bicolor	1%	miss50	-79252.4841775	8391	10	79252.4841775	9.4449391225718
PI656036_PI656036	PI656036	Milo/Durra-Bicolor	1%	miss50	-90973.8719152	6424	10	90973.8719152	14.1615616306351
PI656037_PI656037	PI656037	Milo/Durra-Bicolor	1%	miss50	-81056.6463448	5533	10	81056.6463448	14.6496740185794
PI656039_PI656039	PI656039	Milo/Durra-Bicolor	1%	miss50	-77599.4158844	5197	10	77599.4158844	14.931578965634
PI656043_PI656043	PI656043	Milo/Durra-Bicolor	1%	miss50	-87758.5976307	5713	10	87758.5976307	15.3612108578155
PI656044_PI656044	PI656044	Milo/Durra-Bicolor	1%	miss50	-76507.9391997	4909	10	76507.9391997	15.5852391932573
PI656048_PI656048	PI656048	Milo/Durra-Bicolor	1%	miss50	-63989.531743	4128	10	63989.531743	15.5013400540213
PI656051_PI656051	PI656051	Milo/Durra-Bicolor	1%	miss50	-86967.2913635	5633	10	86967.2913635	15.4388942594532
PI656053_PI656053	PI656053	Milo/Durra-Bicolor	1%	miss50	-75198.8273962	5087	10	75198.8273962	14.7825491244742
PI656055_PI656055	PI656055	Milo/Durra-Bicolor	1%	miss50	-98436.4561706001	6830	10	98436.4561706001	14.4123654715373
PI656056_PI656056	PI656056	Milo/Durra-Bicolor	1%	miss50	-88936.1647856	5776	10	88936.1647856	15.3975354545706
PI656059_PI656059	PI656059	Milo/Durra-Bicolor	1%	miss50	-63843.4384506	4190	10	63843.4384506	15.2370974822434
PI656062_PI656062	PI656062	Milo/Durra-Bicolor	1%	miss50	-91580.6186042	6538	10	91580.6186042	14.0074363114408
PI656068_PI656068	PI656068	Milo/Durra-Bicolor	1%	miss50	-86756.9044138	6081	10	86756.9044138	14.2668811731294
PI656076_PI656076	PI656076	Milo/Durra-Bicolor	1%	miss50	-87424.3411635	6054	10	87424.3411635	14.4407567167988
PI659691_PI659691	PI659691	Milo/Durra-Bicolor	1%	miss50	-75394.4673219	6865	10	75394.4673219	10.9824424358194
PI24969_PI24969	PI24969	Bicolor	5%	miss50	-482736.6666505	37156	10	482736.6666505	12.9921591842637
PI533750_PI533750	PI533750	Bicolor	5%	miss50	-359179.5544574	27509	10	359179.5544574	13.0568015724817
PI533754_PI533754	PI533754	Bicolor	5%	miss50	-330483.2652776	26356	10	330483.2652776	12.539204176567
PI533788_PI533788	PI533788	Bicolor	5%	miss50	-410899.9302864	31597	10	410899.9302864	13.0043969454822
PI533810_PI533810	PI533810	Bicolor	5%	miss50	-382712.1404476	29425	10	382712.1404476	13.0063599132574
PI533814_PI533814	PI533814	Bicolor	5%	miss50	-381885.0526994	29444	10	381885.0526994	12.9698768067993
PI533824_PI533824	PI533824	Bicolor	5%	miss50	-298752.3654432	22948	10	298752.3654432	13.0186667876591
PI533830_PI533830	PI533830	Bicolor	5%	miss50	-368639.1947697	40385	10	368639.1947697	9.12812169790022
PI533842_PI533842	PI533842	Bicolor	5%	miss50	-333689.995535	25736	10	333689.995535	12.9658841908222
PI533843_PI533843	PI533843	Bicolor	5%	miss50	-331179.4095197	25354	10	331179.4095197	13.0622154105743
PI533852_PI533852	PI533852	Bicolor	5%	miss50	-330442.3749567	26326	10	330442.3749567	12.5519400955975
PI533856_PI533856	PI533856	Bicolor	5%	miss50	-403357.9655275	33785	10	403357.9655275	11.9389659768388
PI533919_PI533919	PI533919	Bicolor	5%	miss50	-306805.0781906	24083	10	306805.0781906	12.7394875302329
PI533921_PI533921	PI533921	Bicolor	5%	miss50	-469944.8781277	36544	10	469944.8781277	12.8597000363315
PI533943_PI533943	PI533943	Bicolor	5%	miss50	-385055.3451296	29613	10	385055.3451296	13.0029157846081
PI534009_PI534009	PI534009	Bicolor	5%	miss50	-364859.9592943	28075	10	364859.9592943	12.995902379138
PI534021_PI534021	PI534021	Bicolor	5%	miss50	-334884.7754319	25778	10	334884.7754319	12.9911077442742
PI534028_PI534028	PI534028	Bicolor	5%	miss50	-382763.5146121	29441	10	382763.5146121	13.0010364665636
PI534123_PI534123	PI534123	Bicolor	5%	miss50	-309050.9987939	23723	10	309050.9987939	13.0274838255659
PI534127_PI534127	PI534127	Bicolor	5%	miss50	-422103.9361149	35064	10	422103.9361149	12.0380999348306
PI534128_PI534128	PI534128	Bicolor	5%	miss50	-432359.0414158	33579	10	432359.0414158	12.875876036088
PI534132_PI534132	PI534132	Bicolor	5%	miss50	-379297.6857711	35347	10	379297.6857711	10.7306896135768
PI534133_PI534133	PI534133	Bicolor	5%	miss50	-416651.6357834	32078	10	416651.6357834	12.9887036530769
PI534135_PI534135	PI534135	Bicolor	5%	miss50	-373482.7486262	28499	10	373482.7486262	13.1051176752237
PI534137_PI534137	PI534137	Bicolor	5%	miss50	-381037.2856205	29139	10	381037.2856205	13.0765395387796
PI534148_PI534148	PI534148	Bicolor	5%	miss50	-352797.2325682	26982	10	352797.2325682	13.0752810232081
PI534155_PI534155	PI534155	Bicolor	5%	miss50	-310039.8938797	24496	10	310039.8938797	12.6567559552458
PI534167_PI534167	PI534167	Bicolor	5%	miss50	-360447.9090849	27901	10	360447.9090849	12.9188168554855
PI542718_PI542718	PI542718	Bicolor	5%	miss50	-432505.9715177	32649	10	432505.9715177	13.2471429911391
PI562730_PI562730	PI562730	Bicolor	5%	miss50	-299233.8068885	22993	10	299233.8068885	13.0141263379507
PI564164_PI564164	PI564164	Bicolor	5%	miss50	-413696.3208964	34466	10	413696.3208964	12.0030267770092
PI576347_PI576347	PI576347	Bicolor	5%	miss50	-308734.6942623	29764	10	308734.6942623	10.3727554852271
PI576348_PI576348	PI576348	Bicolor	5%	miss50	-198685.2442257	17793	10	198685.2442257	11.1664836860395
PI576349_PI576349	PI576349	Bicolor	5%	miss50	-227343.3087826	17864	10	227343.3087826	12.7263383778885
PI576359_PI576359	PI576359	Bicolor	5%	miss50	-353008.4218557	26810	10	353008.4218557	13.1670429636591
PI576375_PI576375	PI576375	Bicolor	5%	miss50	-373169.3891695	28580	10	373169.3891695	13.0570115174773
PI576376_PI576376	PI576376	Bicolor	5%	miss50	-378958.4440309	37739	10	378958.4440309	10.0415602965341
PI576381_PI576381	PI576381	Bicolor	5%	miss50	-405381.6312572	31075	10	405381.6312572	13.0452656880837
PI576390_PI576390	PI576390	Bicolor	5%	miss50	-401825.2176877	30439	10	401825.2176877	13.2009992998357
PI576391_PI576391	PI576391	Bicolor	5%	miss50	-405448.4839615	31027	10	405448.4839615	13.0676018938827
PI576401_PI576401	PI576401	Bicolor	5%	miss50	-428610.6981463	32639	10	428610.6981463	13.1318575368823
PI576425_PI576425	PI576425	Bicolor	5%	miss50	-368328.1442631	40676	10	368328.1442631	9.05517121307651
PI576426_PI576426	PI576426	Bicolor	5%	miss50	-300095.1372032	23109	10	300095.1372032	12.9860719720975
PI595699_PI595699	PI595699	Bicolor	5%	miss50	-325078.4199562	24510	10	325078.4199562	13.2630934294655
PI595720_PI595720	PI595720	Bicolor	5%	miss50	-356146.6919119	27339	10	356146.6919119	13.027056289985
PI597945_PI597945	PI597945	Bicolor	5%	miss50	-389730.4655041	30020	10	389730.4655041	12.9823606097302
PI597952_PI597952	PI597952	Bicolor	5%	miss50	-386432.8434527	51942	10	386432.8434527	7.43969896139348
PI597957_PI597957	PI597957	Bicolor	5%	miss50	-340754.1949006	37125	10	340754.1949006	9.17856417240674
PI597972_PI597972	PI597972	Bicolor	5%	miss50	-293383.524851	22676	10	293383.524851	12.9380633643941
PI597973_PI597973	PI597973	Bicolor	5%	miss50	-284394.9029965	21750	10	284394.9029965	13.075627723977
PI598069_PI598069	PI598069	Bicolor	5%	miss50	-380657.5129275	29151	10	380657.5129275	13.0581288095606
PI598070_PI598070	PI598070	Bicolor	5%	miss50	-371645.9394974	29991	10	371645.9394974	12.391915557914
PI613536_PI613536	PI613536	Bicolor	5%	miss50	-296772.0574849	22538	10	296772.0574849	13.1676305566111
PI629040_PI629040	PI629040	Bicolor	5%	miss50	-491231.2518089	37645	10	491231.2518089	13.0490437457538
PI641874_PI641874	PI641874	Bicolor	5%	miss50	-540267.2658383	41123	10	540267.2658383	13.137836875673
PI642998_PI642998	PI642998	Bicolor	5%	miss50	-313170.5005021	24047	10	313170.5005021	13.0232669564644
PI655971_PI655971	PI655971	Bicolor	5%	miss50	-492234.933263	37539	10	492234.933263	13.112627754149
PI655980_PI655980	PI655980	Bicolor	5%	miss50	-316411.156141	24083	10	316411.156141	13.1383613395756
PI655986_PI655986	PI655986	Bicolor	5%	miss50	-393259.3076305	29393	10	393259.3076305	13.3793524863233
PI655990_PI655990	PI655990	Bicolor	5%	miss50	-497400.8524268	37718	10	497400.8524268	13.1873602106899
PI655995_PI655995	PI655995	Bicolor	5%	miss50	-331520.7393574	25370	10	331520.7393574	13.0674315868112
PI655997_PI655997	PI655997	Bicolor	5%	miss50	-473905.3782559	35877	10	473905.3782559	13.209169614402
PI655999_PI655999	PI655999	Bicolor	5%	miss50	-279546.9972189	22177	10	279546.9972189	12.605266592366
PI656012_PI656012	PI656012	Bicolor	5%	miss50	-472688.4841285	36603	10	472688.4841285	12.913927386512
PI656013_PI656013	PI656013	Bicolor	5%	miss50	-402994.6302978	42393	10	402994.6302978	9.5061597503786
PI656017_PI656017	PI656017	Bicolor	5%	miss50	-494182.4690142	37743	10	494182.4690142	13.0933542382482
PI656021_PI656021	PI656021	Bicolor	5%	miss50	-476994.3347312	40011	10	476994.3347312	11.9215799337982
PI656025_PI656025	PI656025	Bicolor	5%	miss50	-427796.0759814	34119	10	427796.0759814	12.5383532923415
PI656029_PI656029	PI656029	Bicolor	5%	miss50	-325563.0226059	26291	10	325563.0226059	12.3830597012628
PI656033_PI656033	PI656033	Bicolor	5%	miss50	-491682.7555025	37616	10	491682.7555025	13.0711068561915
PI656041_PI656041	PI656041	Bicolor	5%	miss50	-494231.0514735	37810	10	494231.0514735	13.0714374893811
PI656046_PI656046	PI656046	Bicolor	5%	miss50	-399627.8413491	31711	10	399627.8413491	12.6021835120022
PI656047_PI656047	PI656047	Bicolor	5%	miss50	-398507.5534876	32278	10	398507.5534876	12.3461042656794
PI656064_PI656064	PI656064	Bicolor	5%	miss50	-451882.7654427	34485	10	451882.7654427	13.1037484541888
PI656066_PI656066	PI656066	Bicolor	5%	miss50	-376758.8584848	30171	10	376758.8584848	12.4874501503033
PI656067_PI656067	PI656067	Bicolor	5%	miss50	-394739.4406905	33876	10	394739.4406905	11.6524808327577
PI656072_PI656072	PI656072	Bicolor	5%	miss50	-431471.7913481	33025	10	431471.7913481	13.0650050370356
PI656077_PI656077	PI656077	Bicolor	5%	miss50	-333855.6851002	29294	10	333855.6851002	11.3967257834437
PI656082_PI656082	PI656082	Bicolor	5%	miss50	-419279.3126166	32294	10	419279.3126166	12.9831954114263
PI656086_PI656086	PI656086	Bicolor	5%	miss50	-334828.6298872	25827	10	334828.6298872	12.9642865949278
PI656088_PI656088	PI656088	Bicolor	5%	miss50	-400284.61464	32410	10	400284.61464	12.350651485344
PI656089_PI656089	PI656089	Bicolor	5%	miss50	-397458.2481228	32231	10	397458.2481228	12.3315518638205
PI656091_PI656091	PI656091	Bicolor	5%	miss50	-409847.8063816	39854	10	409847.8063816	10.2837307768756
PI656092_PI656092	PI656092	Bicolor	5%	miss50	-377461.0070816	28803	10	377461.0070816	13.1049198722911
PI656097_PI656097	PI656097	Bicolor	5%	miss50	-355659.9989162	26970	10	355659.9989162	13.1872450469485
PI656099_PI656099	PI656099	Bicolor	5%	miss50	-386631.7876092	31708	10	386631.7876092	12.1935091336319
PI656100_PI656100	PI656100	Bicolor	5%	miss50	-427534.3145296	34626	10	427534.3145296	12.3472048324843
PI656103_PI656103	PI656103	Bicolor	5%	miss50	-354543.6729025	28408	10	354543.6729025	12.4804165341629
PI656108_PI656108	PI656108	Bicolor	5%	miss50	-313970.7586801	24077	10	313970.7586801	13.0402773883831
PI656110_PI656110	PI656110	Bicolor	5%	miss50	-344564.6101465	31376	10	344564.6101465	10.981788951635
PI656113_PI656113	PI656113	Bicolor	5%	miss50	-366326.7833693	30009	10	366326.7833693	12.2072306097937
PI656114_PI656114	PI656114	Bicolor	5%	miss50	-321826.1128268	31428	10	321826.1128268	10.2401079555428
PI659695_PI659695	PI659695	Bicolor	5%	miss50	-344334.358758	28004	10	344334.358758	12.2958991129124
PI659753_PI659753	PI659753	Bicolor	5%	miss50	-411070.6917552	35219	10	411070.6917552	11.6718445087935
PI533766_PI533766	PI533766	Caudatum	5%	miss50	-305454.8794703	23399	10	305454.8794703	13.054185198953
PI533776_PI533776	PI533776	Caudatum	5%	miss50	-337902.0135077	26128	10	337902.0135077	12.9325632848936
PI533785_PI533785	PI533785	Caudatum	5%	miss50	-318752.8269318	24851	10	318752.8269318	12.8265593711239
