sample	PI	Race	cutoff	miss	Genetic_load_sum	N_del_sum	n_chr_rows	Abs_genetic_load	Abs_per_Ndel
PI656107_PI656107	PI656107	Kafir	5%	miss50	-374785.2349268	37332	10	374785.2349268	10.0392487658524
PI656109_PI656109	PI656109	Kafir	5%	miss50	-352010.0371165	29837	10	352010.0371165	11.7977691160807
PI656115_PI656115	PI656115	Kafir	5%	miss50	-432761.5859455	33921	10	432761.5859455	12.7579253543675
PI276837_PI276837	PI276837	Milo/Durra-Bicolor	5%	miss50	-442309.9561848	34087	10	442309.9561848	12.9759132861443
PI329435_PI329435	PI329435	Milo/Durra-Bicolor	5%	miss50	-309987.4436355	24214	10	309987.4436355	12.801992386037
PI533794_PI533794	PI533794	Milo/Durra-Bicolor	5%	miss50	-349503.0694944	26424	10	349503.0694944	13.2267283338783
PI533799_PI533799	PI533799	Milo/Durra-Bicolor	5%	miss50	-348622.4054476	26350	10	348622.4054476	13.2304518196433
PI533800_PI533800	PI533800	Milo/Durra-Bicolor	5%	miss50	-344876.3297363	26375	10	344876.3297363	13.0758798004284
PI533991_PI533991	PI533991	Milo/Durra-Bicolor	5%	miss50	-304269.8517814	23019	10	304269.8517814	13.2182046040836
PI534115_PI534115	PI534115	Milo/Durra-Bicolor	5%	miss50	-335974.2893895	25562	10	335974.2893895	13.1435055703583
PI534157_PI534157	PI534157	Milo/Durra-Bicolor	5%	miss50	-372004.8314118	37348	10	372004.8314118	9.96050207271608
PI552856_PI552856	PI552856	Milo/Durra-Bicolor	5%	miss50	-335369.3694663	25205	10	335369.3694663	13.3056682986035
PI561472_PI561472	PI561472	Milo/Durra-Bicolor	5%	miss50	-438820.263674	35586	10	438820.263674	12.3312612733659
PI564165_PI564165	PI564165	Milo/Durra-Bicolor	5%	miss50	-438755.9550877	33553	10	438755.9550877	13.0765044880547
PI565121_PI565121	PI565121	Milo/Durra-Bicolor	5%	miss50	-293336.677534	21869	10	293336.677534	13.4133557791394
PI576130_PI576130	PI576130	Milo/Durra-Bicolor	5%	miss50	-386015.0516731	29039	10	386015.0516731	13.2929870750749
PI576380_PI576380	PI576380	Milo/Durra-Bicolor	5%	miss50	-335044.2568562	25216	10	335044.2568562	13.2869708461374
PI576428_PI576428	PI576428	Milo/Durra-Bicolor	5%	miss50	-377218.6018337	28506	10	377218.6018337	13.2329545300533
PI585291_PI585291	PI585291	Milo/Durra-Bicolor	5%	miss50	-438511.201864	49086	10	438511.201864	8.93352894642057
PI597964_PI597964	PI597964	Milo/Durra-Bicolor	5%	miss50	-309570.6820013	23407	10	309570.6820013	13.2255599607511
PI597967_PI597967	PI597967	Milo/Durra-Bicolor	5%	miss50	-310436.9803077	23404	10	310436.9803077	13.2642702233678
PI601816_PI601816	PI601816	Milo/Durra-Bicolor	5%	miss50	-302748.3381256	22550	10	302748.3381256	13.4256469235299
PI642791_PI642791	PI642791	Milo/Durra-Bicolor	5%	miss50	-376083.9047422	28345	10	376083.9047422	13.2680862495043
PI651492_PI651492	PI651492	Milo/Durra-Bicolor	5%	miss50	-387523.1409702	29492	10	387523.1409702	13.1399410338465
PI655977_PI655977	PI655977	Milo/Durra-Bicolor	5%	miss50	-347712.771275	26148	10	347712.771275	13.2978725437892
PI656000_PI656000	PI656000	Milo/Durra-Bicolor	5%	miss50	-288900.3746237	21401	10	288900.3746237	13.4993866933181
PI656001_PI656001	PI656001	Milo/Durra-Bicolor	5%	miss50	-288039.8261819	21579	10	288039.8261819	13.3481545104917
PI656008_PI656008	PI656008	Milo/Durra-Bicolor	5%	miss50	-374667.554647	28440	10	374667.554647	13.1739646500352
PI656011_PI656011	PI656011	Milo/Durra-Bicolor	5%	miss50	-390510.0478646	32408	10	390510.0478646	12.0498039948346
PI656016_PI656016	PI656016	Milo/Durra-Bicolor	5%	miss50	-374960.1167488	28339	10	374960.1167488	13.231240225442
PI656024_PI656024	PI656024	Milo/Durra-Bicolor	5%	miss50	-342755.5853255	27969	10	342755.5853255	12.2548387616826
PI656026_PI656026	PI656026	Milo/Durra-Bicolor	5%	miss50	-331735.7316331	24692	10	331735.7316331	13.4349478224972
PI656034_PI656034	PI656034	Milo/Durra-Bicolor	5%	miss50	-348685.454938	43273	10	348685.454938	8.05780636743466
PI656036_PI656036	PI656036	Milo/Durra-Bicolor	5%	miss50	-395058.7948267	32393	10	395058.7948267	12.1958075765351
PI656037_PI656037	PI656037	Milo/Durra-Bicolor	5%	miss50	-347519.4178925	27609	10	347519.4178925	12.5871787421674
PI656039_PI656039	PI656039	Milo/Durra-Bicolor	5%	miss50	-341613.7199421	26480	10	341613.7199421	12.9008202395053
PI656043_PI656043	PI656043	Milo/Durra-Bicolor	5%	miss50	-383416.785377	28923	10	383416.785377	13.2564666658715
PI656044_PI656044	PI656044	Milo/Durra-Bicolor	5%	miss50	-330615.1789431	24590	10	330615.1789431	13.4451069110655
PI656048_PI656048	PI656048	Milo/Durra-Bicolor	5%	miss50	-284847.683361	21355	10	284847.683361	13.3386880524936
PI656051_PI656051	PI656051	Milo/Durra-Bicolor	5%	miss50	-376089.2075985	28249	10	376089.2075985	13.3133635738787
PI656053_PI656053	PI656053	Milo/Durra-Bicolor	5%	miss50	-337844.8198642	26548	10	337844.8198642	12.7258106020868
PI656055_PI656055	PI656055	Milo/Durra-Bicolor	5%	miss50	-429624.7708839	34536	10	429624.7708839	12.439911132844
PI656056_PI656056	PI656056	Milo/Durra-Bicolor	5%	miss50	-389043.1897558	29292	10	389043.1897558	13.2815509270722
PI656059_PI656059	PI656059	Milo/Durra-Bicolor	5%	miss50	-285409.2559563	21754	10	285409.2559563	13.1198517953618
PI656062_PI656062	PI656062	Milo/Durra-Bicolor	5%	miss50	-390539.9773535	32301	10	390539.9773535	12.090646647271
PI656068_PI656068	PI656068	Milo/Durra-Bicolor	5%	miss50	-383576.653587	31195	10	383576.653587	12.2960940402949
PI656076_PI656076	PI656076	Milo/Durra-Bicolor	5%	miss50	-379274.9876662	30543	10	379274.9876662	12.4177385216318
PI659691_PI659691	PI659691	Milo/Durra-Bicolor	5%	miss50	-328932.3106083	34894	10	328932.3106083	9.42661519482719
PI24969_PI24969	PI24969	Bicolor	10%	miss50	-887648.8713131	74571	10	887648.8713131	11.9034057651513
PI533750_PI533750	PI533750	Bicolor	10%	miss50	-662755.3958769	55549	10	662755.3958769	11.9310049843724
PI533754_PI533754	PI533754	Bicolor	10%	miss50	-608125.9756864	53042	10	608125.9756864	11.4649895495343
PI533788_PI533788	PI533788	Bicolor	10%	miss50	-755774.4567457	63434	10	755774.4567457	11.9143433607482
PI533810_PI533810	PI533810	Bicolor	10%	miss50	-705451.1699614	59208	10	705451.1699614	11.9147947905925
PI533814_PI533814	PI533814	Bicolor	10%	miss50	-702333.3803738	59185	10	702333.3803738	11.8667463102779
PI533824_PI533824	PI533824	Bicolor	10%	miss50	-554228.4222312	46527	10	554228.4222312	11.9119741705075
PI533830_PI533830	PI533830	Bicolor	10%	miss50	-680140.0050965	81388	10	680140.0050965	8.35676027297022
PI533842_PI533842	PI533842	Bicolor	10%	miss50	-616749.6912565	51925	10	616749.6912565	11.8777022870775
PI533843_PI533843	PI533843	Bicolor	10%	miss50	-613535.8777085	51276	10	613535.8777085	11.9653615279761
PI533852_PI533852	PI533852	Bicolor	10%	miss50	-609539.612039	53001	10	609539.612039	11.5005304058225
PI533856_PI533856	PI533856	Bicolor	10%	miss50	-744953.8217484	68059	10	744953.8217484	10.9457062511703
PI533919_PI533919	PI533919	Bicolor	10%	miss50	-566302.7407109	48468	10	566302.7407109	11.6840542360093
PI533921_PI533921	PI533921	Bicolor	10%	miss50	-862949.8468135	73255	10	862949.8468135	11.780081179626
PI533943_PI533943	PI533943	Bicolor	10%	miss50	-708969.073942	59521	10	708969.073942	11.9112426528788
PI534009_PI534009	PI534009	Bicolor	10%	miss50	-670974.6397305	56435	10	670974.6397305	11.889335336768
PI534021_PI534021	PI534021	Bicolor	10%	miss50	-619423.1024181	52035	10	619423.1024181	11.9039704510061
PI534028_PI534028	PI534028	Bicolor	10%	miss50	-704243.551903901	59050	10	704243.551903901	11.9262244183556
PI534123_PI534123	PI534123	Bicolor	10%	miss50	-572640.2883881	47950	10	572640.2883881	11.9424460560605
PI534127_PI534127	PI534127	Bicolor	10%	miss50	-772439.0884315	69962	10	772439.0884315	11.0408377180684
PI534128_PI534128	PI534128	Bicolor	10%	miss50	-791413.4332546	67051	10	791413.4332546	11.8031563027337
PI534132_PI534132	PI534132	Bicolor	10%	miss50	-693843.2296415	70755	10	693843.2296415	9.80627842048618
PI534133_PI534133	PI534133	Bicolor	10%	miss50	-763586.8166397	64217	10	763586.8166397	11.8907270137144
PI534135_PI534135	PI534135	Bicolor	10%	miss50	-682099.2710309	56913	10	682099.2710309	11.9849466911057
PI534137_PI534137	PI534137	Bicolor	10%	miss50	-701551.9977932	58490	10	701551.9977932	11.994392166066
PI534148_PI534148	PI534148	Bicolor	10%	miss50	-653094.4630466	54536	10	653094.4630466	11.9754742380556
PI534155_PI534155	PI534155	Bicolor	10%	miss50	-572320.1294574	49308	10	572320.1294574	11.6070440792042
PI534167_PI534167	PI534167	Bicolor	10%	miss50	-662278.3016568	56093	10	662278.3016568	11.8067905381563
PI542718_PI542718	PI542718	Bicolor	10%	miss50	-797454.9649417	65687	10	797454.9649417	12.1402250817011
PI562730_PI562730	PI562730	Bicolor	10%	miss50	-557607.2193666	46726	10	557607.2193666	11.9335534684458
PI564164_PI564164	PI564164	Bicolor	10%	miss50	-762298.5922981	69264	10	762298.5922981	11.0056969320008
PI576347_PI576347	PI576347	Bicolor	10%	miss50	-575584.2777993	60658	10	575584.2777993	9.48900850340103
PI576348_PI576348	PI576348	Bicolor	10%	miss50	-374382.5809838	36611	10	374382.5809838	10.2259588916938
PI576349_PI576349	PI576349	Bicolor	10%	miss50	-424963.7918147	36495	10	424963.7918147	11.6444387399562
PI576359_PI576359	PI576359	Bicolor	10%	miss50	-649400.645419	53843	10	649400.645419	12.0610041308805
PI576375_PI576375	PI576375	Bicolor	10%	miss50	-683924.3353414	57289	10	683924.3353414	11.9381440650282
PI576376_PI576376	PI576376	Bicolor	10%	miss50	-699086.7628634	76058	10	699086.7628634	9.19149547533987
PI576381_PI576381	PI576381	Bicolor	10%	miss50	-744606.671687	62232	10	744606.671687	11.965012721542
PI576390_PI576390	PI576390	Bicolor	10%	miss50	-741941.613875099	61425	10	741941.613875099	12.0788215527082
PI576391_PI576391	PI576391	Bicolor	10%	miss50	-750809.6923685	62634	10	750809.6923685	11.9872544044528
PI576401_PI576401	PI576401	Bicolor	10%	miss50	-787033.8841668	65497	10	787033.8841668	12.0163348575782
PI576425_PI576425	PI576425	Bicolor	10%	miss50	-678344.865713	82013	10	678344.865713	8.27118707659762
PI576426_PI576426	PI576426	Bicolor	10%	miss50	-554214.0595536	46600	10	554214.0595536	11.8930055698198
PI595699_PI595699	PI595699	Bicolor	10%	miss50	-602957.7294937	49734	10	602957.7294937	12.1236524207524
PI595720_PI595720	PI595720	Bicolor	10%	miss50	-653376.0913561	54936	10	653376.0913561	11.8934048958078
PI597945_PI597945	PI597945	Bicolor	10%	miss50	-719294.5034843	60537	10	719294.5034843	11.881898731095
PI597952_PI597952	PI597952	Bicolor	10%	miss50	-711770.2430644	104623	10	711770.2430644	6.8031909146593
PI597957_PI597957	PI597957	Bicolor	10%	miss50	-628346.7715288	74993	10	628346.7715288	8.37873896935447
PI597972_PI597972	PI597972	Bicolor	10%	miss50	-543438.2407857	45863	10	543438.2407857	11.8491647032619
PI597973_PI597973	PI597973	Bicolor	10%	miss50	-527607.3217052	44069	10	527607.3217052	11.9723007489437
PI598069_PI598069	PI598069	Bicolor	10%	miss50	-704467.7653402	58807	10	704467.7653402	11.9793181991974
PI598070_PI598070	PI598070	Bicolor	10%	miss50	-687214.0166756	60684	10	687214.0166756	11.3244680092875
PI613536_PI613536	PI613536	Bicolor	10%	miss50	-550416.5710337	45701	10	550416.5710337	12.0438627389707
PI629040_PI629040	PI629040	Bicolor	10%	miss50	-903334.6328223	75534	10	903334.6328223	11.9593114732743
PI641874_PI641874	PI641874	Bicolor	10%	miss50	-987852.4419987	82101	10	987852.4419987	12.0321608993642
PI642998_PI642998	PI642998	Bicolor	10%	miss50	-584585.6431389	48937	10	584585.6431389	11.9456779765597
PI655971_PI655971	PI655971	Bicolor	10%	miss50	-905813.31473	75445	10	905813.31473	12.0062736394725
PI655980_PI655980	PI655980	Bicolor	10%	miss50	-593457.7879059	49288	10	593457.7879059	12.0406141029439
PI655986_PI655986	PI655986	Bicolor	10%	miss50	-722488.005116099	58918	10	722488.005116099	12.2626023476034
PI655990_PI655990	PI655990	Bicolor	10%	miss50	-915368.6871653	75811	10	915368.6871653	12.074351837666
PI655995_PI655995	PI655995	Bicolor	10%	miss50	-616461.9473593	51390	10	616461.9473593	11.9957569052209
PI655997_PI655997	PI655997	Bicolor	10%	miss50	-870673.375423199	72025	10	870673.375423199	12.0884883779688
PI655999_PI655999	PI655999	Bicolor	10%	miss50	-519660.1249046	44891	10	519660.1249046	11.5760425231026
PI656012_PI656012	PI656012	Bicolor	10%	miss50	-872672.0184502	73769	10	872672.0184502	11.8297932525885
PI656013_PI656013	PI656013	Bicolor	10%	miss50	-741700.3202031	85048	10	741700.3202031	8.72096134186694
PI656017_PI656017	PI656017	Bicolor	10%	miss50	-907306.6923827	75640	10	907306.6923827	11.9950646798347
PI656021_PI656021	PI656021	Bicolor	10%	miss50	-878143.8132204	80221	10	878143.8132204	10.9465577993343
PI656025_PI656025	PI656025	Bicolor	10%	miss50	-789135.8286863	68493	10	789135.8286863	11.5214084459186
PI656029_PI656029	PI656029	Bicolor	10%	miss50	-598789.7827315	52775	10	598789.7827315	11.3460877826907
PI656033_PI656033	PI656033	Bicolor	10%	miss50	-903887.1549287	75493	10	903887.1549287	11.9731253881645
PI656041_PI656041	PI656041	Bicolor	10%	miss50	-907459.9328024	75744	10	907459.9328024	11.9806180397444
PI656046_PI656046	PI656046	Bicolor	10%	miss50	-732897.5147884	63299	10	732897.5147884	11.5783427034929
PI656047_PI656047	PI656047	Bicolor	10%	miss50	-737780.2337915	65165	10	737780.2337915	11.3217253708509
PI656064_PI656064	PI656064	Bicolor	10%	miss50	-827321.2102311	68927	10	827321.2102311	12.0028611463012
PI656066_PI656066	PI656066	Bicolor	10%	miss50	-696107.4402312	60755	10	696107.4402312	11.4576156732977
PI656067_PI656067	PI656067	Bicolor	10%	miss50	-727105.364504	67976	10	727105.364504	10.6965011843003
PI656072_PI656072	PI656072	Bicolor	10%	miss50	-787619.8287625	65808	10	787619.8287625	11.9684510813655
PI656077_PI656077	PI656077	Bicolor	10%	miss50	-617196.6019703	58992	10	617196.6019703	10.4623779829519
PI656082_PI656082	PI656082	Bicolor	10%	miss50	-772915.3946386	65008	10	772915.3946386	11.8895427430255
PI656086_PI656086	PI656086	Bicolor	10%	miss50	-619329.7479663	52217	10	619329.7479663	11.8606918813088
PI656088_PI656088	PI656088	Bicolor	10%	miss50	-736548.5858758	64966	10	736548.5858758	11.3374470627066
PI656089_PI656089	PI656089	Bicolor	10%	miss50	-730667.8538859	64577	10	730667.8538859	11.3146763381064
PI656091_PI656091	PI656091	Bicolor	10%	miss50	-753491.6283192	80067	10	753491.6283192	9.41076383927461
PI656092_PI656092	PI656092	Bicolor	10%	miss50	-690858.0883429	57640	10	690858.0883429	11.9857406027568
PI656097_PI656097	PI656097	Bicolor	10%	miss50	-655640.1757058	54352	10	655640.1757058	12.0628528058912
PI656099_PI656099	PI656099	Bicolor	10%	miss50	-713783.7299316	63743	10	713783.7299316	11.1978370947649
PI656100_PI656100	PI656100	Bicolor	10%	miss50	-789210.7997963	69541	10	789210.7997963	11.3488560675903
PI656103_PI656103	PI656103	Bicolor	10%	miss50	-655514.7882654	57348	10	655514.7882654	11.4304733951559
PI656108_PI656108	PI656108	Bicolor	10%	miss50	-579996.0799163	48600	10	579996.0799163	11.9340757184424
PI656110_PI656110	PI656110	Bicolor	10%	miss50	-633424.8503433	62638	10	633424.8503433	10.1124692733373
PI656113_PI656113	PI656113	Bicolor	10%	miss50	-673946.3009744	60177	10	673946.3009744	11.1994001192216
PI656114_PI656114	PI656114	Bicolor	10%	miss50	-598881.3734704	63918	10	598881.3734704	9.36952616587503
PI659695_PI659695	PI659695	Bicolor	10%	miss50	-639426.1891547	56588	10	639426.1891547	11.2996781853874
PI659753_PI659753	PI659753	Bicolor	10%	miss50	-757543.8297215	70794	10	757543.8297215	10.7006784433921
PI533766_PI533766	PI533766	Caudatum	10%	miss50	-563633.3291301	47242	10	563633.3291301	11.9307677306232
PI533776_PI533776	PI533776	Caudatum	10%	miss50	-623437.1267731	52707	10	623437.1267731	11.8283553754359
PI533785_PI533785	PI533785	Caudatum	10%	miss50	-586887.3571723	50022	10	586887.3571723	11.7325848061313
PI533792_PI533792	PI533792	Caudatum	10%	miss50	-733390.192951	61176	10	733390.192951	11.9882011401694
PI533839_PI533839	PI533839	Caudatum	10%	miss50	-261018.137449	22743	10	261018.137449	11.4768560633602
PI533841_PI533841	PI533841	Caudatum	10%	miss50	-683759.0846819	56962	10	683759.0846819	12.0037759327604
PI533845_PI533845	PI533845	Caudatum	10%	miss50	-671027.0207926	56476	10	671027.0207926	11.8816315035165
PI533855_PI533855	PI533855	Caudatum	10%	miss50	-566430.681775	64140	10	566430.681775	8.83116123752729
PI533866_PI533866	PI533866	Caudatum	10%	miss50	-645947.1574234	53699	10	645947.1574234	12.0290351295816
PI533871_PI533871	PI533871	Caudatum	10%	miss50	-564764.4095988	46906	10	564764.4095988	12.040344723464
PI533877_PI533877	PI533877	Caudatum	10%	miss50	-593123.5771671	60060	10	593123.5771671	9.87551743534965
PI533878_PI533878	PI533878	Caudatum	10%	miss50	-593764.9297302	51213	10	593764.9297302	11.5940274877512
PI533882_PI533882	PI533882	Caudatum	10%	miss50	-555177.5289578	46459	10	555177.5289578	11.9498381144192
PI533903_PI533903	PI533903	Caudatum	10%	miss50	-455216.4498973	38671	10	455216.4498973	11.771519999413
PI533924_PI533924	PI533924	Caudatum	10%	miss50	-587787.0171909	49381	10	587787.0171909	11.9031007308661
PI533927_PI533927	PI533927	Caudatum	10%	miss50	-607953.084021201	51174	10	607953.084021201	11.8801165439716
PI533957_PI533957	PI533957	Caudatum	10%	miss50	-664756.6783665	55310	10	664756.6783665	12.0187430548996
PI534037_PI534037	PI534037	Caudatum	10%	miss50	-611332.166078	51157	10	611332.166078	11.9501176002893
PI534063_PI534063	PI534063	Caudatum	10%	miss50	-605904.563776	50504	10	605904.563776	11.9971599036908
PI534070_PI534070	PI534070	Caudatum	10%	miss50	-613866.6088995	51167	10	613866.6088995	11.9973148494049
PI534075_PI534075	PI534075	Caudatum	10%	miss50	-559683.8706409	47621	10	559683.8706409	11.7528794154029
PI534088_PI534088	PI534088	Caudatum	10%	miss50	-572415.8773136	47678	10	572415.8773136	12.0058701563321
PI534092_PI534092	PI534092	Caudatum	10%	miss50	-640812.4573553	57976	10	640812.4573553	11.0530643258469
PI534096_PI534096	PI534096	Caudatum	10%	miss50	-198606.422701	17106	10	198606.422701	11.6103368818543
PI534116_PI534116	PI534116	Caudatum	10%	miss50	-478545.3423793	40552	10	478545.3423793	11.80078275743
PI534117_PI534117	PI534117	Caudatum	10%	miss50	-513870.3276514	42927	10	513870.3276514	11.9707952489435
PI534124_PI534124	PI534124	Caudatum	10%	miss50	-501864.4321753	42747	10	501864.4321753	11.7403427649964
PI534144_PI534144	PI534144	Caudatum	10%	miss50	-660727.5855275	59859	10	660727.5855275	11.038065880277
PI534145_PI534145	PI534145	Caudatum	10%	miss50	-524830.6527175	43848	10	524830.6527175	11.969317932802
PI576385_PI576385	PI576385	Caudatum	10%	miss50	-660995.7333328	54591	10	660995.7333328	12.1081448101848
PI576418_PI576418	PI576418	Caudatum	10%	miss50	-560003.2222491	46777	10	560003.2222491	11.9717643767044
PI585295_PI585295	PI585295	Caudatum	10%	miss50	-570086.386435	46926	10	570086.386435	12.1486252063888
PI595741_PI595741	PI595741	Caudatum	10%	miss50	-712308.9218232	59154	10	712308.9218232	12.0416019512324
PI595743_PI595743	PI595743	Caudatum	10%	miss50	-717830.3363916	74884	10	717830.3363916	9.58589733977352
PI597951_PI597951	PI597951	Caudatum	10%	miss50	-739324.7317239	61346	10	739324.7317239	12.0517186405617
PI597960_PI597960	PI597960	Caudatum	10%	miss50	-462142.9500007	38595	10	462142.9500007	11.9741663428087
PI597976_PI597976	PI597976	Caudatum	10%	miss50	-549910.2520997	45889	10	549910.2520997	11.9834873738739
PI609456_PI609456	PI609456	Caudatum	10%	miss50	-197689.2721639	17222	10	197689.2721639	11.4788800466787
PI655978_PI655978	PI655978	Caudatum	10%	miss50	-825755.489253999	68481	10	825755.489253999	12.0581692623355
PI655979_PI655979	PI655979	Caudatum	10%	miss50	-693268.4987744	57675	10	693268.4987744	12.0202600567733
PI655981_PI655981	PI655981	Caudatum	10%	miss50	-695763.8230394	57694	10	695763.8230394	12.0595525191424
PI655996_PI655996	PI655996	Caudatum	10%	miss50	-810529.7152497	68457	10	810529.7152497	11.8399829856655
PI655998_PI655998	PI655998	Caudatum	10%	miss50	-647713.6857018	53903	10	647713.6857018	12.0162826874534
PI656004_PI656004	PI656004	Caudatum	10%	miss50	-854290.070911	71342	10	854290.070911	11.9745741766561
PI656010_PI656010	PI656010	Caudatum	10%	miss50	-772530.7983107	71538	10	772530.7983107	10.7988872810353
PI656014_PI656014	PI656014	Caudatum	10%	miss50	-637579.1730046	81170	10	637579.1730046	7.85486230139953
PI656032_PI656032	PI656032	Caudatum	10%	miss50	-718512.4813997	92685	10	718512.4813997	7.75219810540756
PI656040_PI656040	PI656040	Caudatum	10%	miss50	-770749.0309183	67489	10	770749.0309183	11.4203652583132
PI656054_PI656054	PI656054	Caudatum	10%	miss50	-661934.9480722	59032	10	661934.9480722	11.2131546969813
PI656078_PI656078	PI656078	Caudatum	10%	miss50	-196259.647122	18211	10	196259.647122	10.7769835331393
PI656079_PI656079	PI656079	Caudatum	10%	miss50	-586763.4756999	52319	10	586763.4756999	11.2151125919819
PI656081_PI656081	PI656081	Caudatum	10%	miss50	-168870.2186184	14866	10	168870.2186184	11.3594927094309
PI656083_PI656083	PI656083	Caudatum	10%	miss50	-655400.662111901	99996	10	655400.662111901	6.55426879187068
PI656093_PI656093	PI656093	Caudatum	10%	miss50	-528350.1262382	44996	10	528350.1262382	11.7421576637523
PI656094_PI656094	PI656094	Caudatum	10%	miss50	-532333.9169867	44767	10	532333.9169867	11.8912126563473
PI656095_PI656095	PI656095	Caudatum	10%	miss50	-620049.4215328	53554	10	620049.4215328	11.5780225852934
PI656096_PI656096	PI656096	Caudatum	10%	miss50	-537476.5767184	45251	10	537476.5767184	11.8776729070827
PI656104_PI656104	PI656104	Caudatum	10%	miss50	-722014.789510101	100396	10	722014.789510101	7.19166888631122
PI656119_PI656119	PI656119	Caudatum	10%	miss50	-583172.9075617	59193	10	583172.9075617	9.85205864817969
PI17548_PI17548	PI17548	Durra	10%	miss50	-674212.54278	56406	10	674212.54278	11.9528515189873
PI329440_PI329440	PI329440	Durra	10%	miss50	-751018.574585799	62001	10	751018.574585799	12.1130074448122
PI35038_PI35038	PI35038	Durra	10%	miss50	-612671.9513766	50704	10	612671.9513766	12.0833060779544
PI48770_PI48770	PI48770	Durra	10%	miss50	-609485.4069168	63064	10	609485.4069168	9.66455357917037
PI533869_PI533869	PI533869	Durra	10%	miss50	-568424.9718779	47326	10	568424.9718779	12.0108391133394
PI533902_PI533902	PI533902	Durra	10%	miss50	-642844.0135242	60876	10	642844.0135242	10.559892462123
PI533936_PI533936	PI533936	Durra	10%	miss50	-603534.430893	49566	10	603534.430893	12.1763795927249
PI533937_PI533937	PI533937	Durra	10%	miss50	-615476.8024086	50615	10	615476.8024086	12.1599684364042
PI533938_PI533938	PI533938	Durra	10%	miss50	-590728.8750733	49825	10	590728.8750733	11.8560737596247
PI533940_PI533940	PI533940	Durra	10%	miss50	-646499.7498393	53226	10	646499.7498393	12.1463147679574
PI533948_PI533948	PI533948	Durra	10%	miss50	-628132.1383908	51161	10	628132.1383908	12.2775578739821
PI533954_PI533954	PI533954	Durra	10%	miss50	-709113.061636001	58895	10	709113.061636001	12.0402930917056
PI533955_PI533955	PI533955	Durra	10%	miss50	-625719.1475897	51243	10	625719.1475897	12.2108219188904
PI533956_PI533956	PI533956	Durra	10%	miss50	-579779.8490129	47967	10	579779.8490129	12.0870567059207
PI533979_PI533979	PI533979	Durra	10%	miss50	-730269.6082875	59630	10	730269.6082875	12.2466813397199
PI533997_PI533997	PI533997	Durra	10%	miss50	-497144.4461265	42574	10	497144.4461265	11.6771843408301
PI534054_PI534054	PI534054	Durra	10%	miss50	-538240.0787181	44228	10	538240.0787181	12.1696680545831
PI534097_PI534097	PI534097	Durra	10%	miss50	-786194.5968433	65159	10	786194.5968433	12.0657867193066
PI552861_PI552861	PI552861	Durra	10%	miss50	-548822.3483822	45057	10	548822.3483822	12.1806233966354
PI561072_PI561072	PI561072	Durra	10%	miss50	-668136.0713203	54790	10	668136.0713203	12.1944893469666
PI561073_PI561073	PI561073	Durra	10%	miss50	-784296.3980768	65779	10	784296.3980768	11.9232034247526
PI564163_PI564163	PI564163	Durra	10%	miss50	-529107.1024427	44353	10	529107.1024427	11.9294546579194
PI566819_PI566819	PI566819	Durra	10%	miss50	-606469.5537655	50675	10	606469.5537655	11.9678254319783
PI576332_PI576332	PI576332	Durra	10%	miss50	-710228.2088862	58485	10	710228.2088862	12.1437669297461
PI576333_PI576333	PI576333	Durra	10%	miss50	-618050.7397315	50708	10	618050.7397315	12.1884266729412
PI576337_PI576337	PI576337	Durra	10%	miss50	-548266.0499638	66450	10	548266.0499638	8.25080586852972
PI576339_PI576339	PI576339	Durra	10%	miss50	-619248.5237979	50730	10	619248.5237979	12.2067518982436
PI576340_PI576340	PI576340	Durra	10%	miss50	-614336.5480348	50271	10	614336.5480348	12.220495873064
PI576345_PI576345	PI576345	Durra	10%	miss50	-513702.8985071	41940	10	513702.8985071	12.2485192777086
PI576352_PI576352	PI576352	Durra	10%	miss50	-614998.4963586	50466	10	614998.4963586	12.1863927467721
PI576364_PI576364	PI576364	Durra	10%	miss50	-639667.1120401	52576	10	639667.1120401	12.1665229770256
PI576373_PI576373	PI576373	Durra	10%	miss50	-525339.7014442	43097	10	525339.7014442	12.1897046533216
PI576394_PI576394	PI576394	Durra	10%	miss50	-754146.8477796	61990	10	754146.8477796	12.1656210320955
PI576422_PI576422	PI576422	Durra	10%	miss50	-613617.791742	50138	10	613617.791742	12.2385773613227
PI595702_PI595702	PI595702	Durra	10%	miss50	-619690.2597	50761	10	619690.2597	12.2079994424854
PI597949_PI597949	PI597949	Durra	10%	miss50	-619395.2202069	51337	10	619395.2202069	12.0652788477492
PI597958_PI597958	PI597958	Durra	10%	miss50	-670130.456315	55188	10	670130.456315	12.1426842124194
PI629059_PI629059	PI629059	Durra	10%	miss50	-552859.7812721	45123	10	552859.7812721	12.2522833426878
PI641824_PI641824	PI641824	Durra	10%	miss50	-733026.9851973	70073	10	733026.9851973	10.4609048449089
PI641836_PI641836	PI641836	Durra	10%	miss50	-617448.9361331	50524	10	617448.9361331	12.220903652385
PI641849_PI641849	PI641849	Durra	10%	miss50	-836371.0099874	69822	10	836371.0099874	11.9786171978374
PI642793_PI642793	PI642793	Durra	10%	miss50	-626777.0914918	51529	10	626777.0914918	12.1635795666867
PI655970_PI655970	PI655970	Durra	10%	miss50	-629167.0997906	51225	10	629167.0997906	12.2824226411049
PI655972_PI655972	PI655972	Durra	10%	miss50	-621279.2729101	50944	10	621279.2729101	12.1953374864577
