sample	feature	feature_Mb	selected_sites_feature	callable_selected_sites	missing_genotypes_selected_sites	load_raw	n_del_alleles	burden_per_callable_site	n_del_alleles_per_callable_site	burden_per_Mb	n_del_alleles_per_Mb
PI597950_PI597950	upstream_2kb	50.472471	5342	5202	140	12965.916439	2046.0	2.49248682	0.39331027	256.89085916	40.53694934
PI597950_PI597950	downstream_2kb	33.923341	3170	3063	107	7464.350833	1172.0	2.43694118	0.38263141	220.03584001	34.54848389
PI597950_PI597950	intergenic	512.484706	199249	193521	5728	324321.813399	50639.0	1.67589984	0.26167186	632.84193577	98.81075358
PI597951_PI597951	exon	62.252916	5835	5779	56	16729.586986	2483.0	2.89489306	0.42965911	268.73579682	39.88568182
PI597951_PI597951	intron	57.794743	3078	2977	101	7790.115238	1197.0	2.61676696	0.40208263	134.78933954	20.71122628
PI597951_PI597951	upstream_2kb	50.472471	5342	5184	158	12852.658203	2030.0	2.47929363	0.39158951	254.64689857	40.21994485
PI597951_PI597951	downstream_2kb	33.923341	3170	3080	90	7333.477299	1165.0	2.38099912	0.37824675	216.17792006	34.34213629
PI597951_PI597951	intergenic	512.484706	199249	190310	8939	515340.325142	80469.0	2.70789935	0.42283117	1005.57210607	157.01736863
PI597952_PI597952	exon	62.252916	5835	5825	10	14928.086180	2219.0	2.56276158	0.38094421	239.79738042	35.64491662
PI597952_PI597952	intron	57.794743	3078	3054	24	7863.275851	1217.0	2.57474651	0.39849378	136.05520923	21.05727851
PI597952_PI597952	upstream_2kb	50.472471	5342	5312	30	13158.060607	2072.0	2.47704454	0.39006024	260.69776941	41.05208164
PI597952_PI597952	downstream_2kb	33.923341	3170	3147	23	7408.047733	1168.0	2.35400309	0.37114712	218.37612436	34.43057097
PI597952_PI597952	intergenic	512.484706	199249	197106	2143	507282.520831	79149.0	2.57365337	0.40155551	989.84909187	154.44168201
PI597957_PI597957	exon	62.252916	5835	5805	30	15083.937802	2250.0	2.59843890	0.38759690	242.30090365	36.14288526
PI597957_PI597957	intron	57.794743	3078	3040	38	7270.052546	1120.0	2.39146465	0.36842105	125.79089669	19.37892517
PI597957_PI597957	upstream_2kb	50.472471	5342	5249	93	12451.941218	1964.0	2.37225018	0.37416651	246.70758082	38.91230132
PI597957_PI597957	downstream_2kb	33.923341	3170	3090	80	7299.762575	1156.0	2.36238271	0.37411003	215.18406971	34.07683223
PI597957_PI597957	intergenic	512.484706	199249	193514	5735	428345.059184	66852.0	2.21350941	0.34546338	835.82017994	130.44681962
PI597958_PI597958	exon	62.252916	5835	5787	48	15545.353460	2288.0	2.68625427	0.39536893	249.71285618	36.75329843
PI597958_PI597958	intron	57.794743	3078	3010	68	7259.448981	1117.0	2.41177707	0.37109635	125.60742732	19.32701734
PI597958_PI597958	upstream_2kb	50.472471	5342	5232	110	13185.477478	2078.0	2.52016007	0.39717125	261.24097387	41.17095832
PI597958_PI597958	downstream_2kb	33.923341	3170	3104	66	7533.314826	1179.0	2.42696998	0.37983247	222.06877638	34.75483149
PI597958_PI597958	intergenic	512.484706	199249	194757	4492	480054.959591	74888.0	2.46489194	0.38452020	936.72055765	146.12728755
PI597960_PI597960	exon	62.252916	5835	5768	67	15945.025218	2357.0	2.76439411	0.40863384	256.13298528	37.86168025
PI597960_PI597960	intron	57.794743	3078	2977	101	6166.550781	952.0	2.07139764	0.31978502	106.69743407	16.47208640
PI597960_PI597960	upstream_2kb	50.472471	5342	5192	150	11038.130549	1748.0	2.12598816	0.33667180	218.69606006	34.63274069
PI597960_PI597960	downstream_2kb	33.923341	3170	3062	108	6382.974458	1019.0	2.08457690	0.33278903	188.15878005	30.03831492
PI597960_PI597960	intergenic	512.484706	199249	190271	8978	305502.377363	47761.0	1.60561713	0.25101566	596.11998912	93.19497624
PI597961_PI597961	exon	62.252916	5835	5746	89	13589.193411	2028.0	2.36498319	0.35294118	218.29007032	32.57678725
PI597961_PI597961	intron	57.794743	3078	3018	60	6868.637762	1060.0	2.27589058	0.35122598	118.84537254	18.34076847
PI597961_PI597961	upstream_2kb	50.472471	5342	5262	80	12282.259403	1942.0	2.33414280	0.36906119	243.34571222	38.47642015
PI597961_PI597961	downstream_2kb	33.923341	3170	3126	44	6686.631106	1061.0	2.13903746	0.33941139	197.11004013	31.27640052
PI597961_PI597961	intergenic	512.484706	199249	195281	3968	366010.866223	57128.0	1.87427792	0.29254254	714.18885664	111.47259485
PI597964_PI597964	exon	62.252916	5835	5797	38	13494.458979	2010.0	2.32783491	0.34673107	216.76830334	32.28764416
PI597964_PI597964	intron	57.794743	3078	3036	42	6902.469243	1071.0	2.27354059	0.35276680	119.43074551	18.53109720
PI597964_PI597964	upstream_2kb	50.472471	5342	5269	73	12544.685676	1984.0	2.38084754	0.37654204	248.54510642	39.30855694
PI597964_PI597964	downstream_2kb	33.923341	3170	3113	57	6917.798586	1096.0	2.22222891	0.35207196	203.92444795	32.30813852
PI597964_PI597964	intergenic	512.484706	199249	194526	4723	402089.165978	62744.0	2.06702017	0.32254814	784.58763992	122.43097065
PI597965_PI597965	exon	62.252916	5835	5797	38	14264.085201	2122.0	2.46059776	0.36605141	229.13119766	34.08675667
PI597965_PI597965	intron	57.794743	3078	3009	69	6892.767522	1067.0	2.29071702	0.35460286	119.26288040	18.46188675
PI597965_PI597965	upstream_2kb	50.472471	5342	5247	95	12307.959289	1935.0	2.34571361	0.36878216	243.85489843	38.33773068
PI597965_PI597965	downstream_2kb	33.923341	3170	3086	84	7000.395514	1108.0	2.26843665	0.35904083	206.35925906	32.66187726
PI597965_PI597965	intergenic	512.484706	199249	194136	5113	410133.821284	63975.0	2.11261086	0.32953703	800.28499677	124.83299355
PI597966_PI597966	exon	62.252916	5835	5787	48	13755.711414	2048.0	2.37700215	0.35389666	220.96493302	32.89805734
PI597966_PI597966	intron	57.794743	3078	3039	39	7254.878239	1126.0	2.38725839	0.37051662	125.52834155	19.48274084
PI597966_PI597966	upstream_2kb	50.472471	5342	5269	73	12130.050043	1909.0	2.30215412	0.36230784	240.33002155	37.82259838
PI597966_PI597966	downstream_2kb	33.923341	3170	3111	59	7158.837865	1120.0	2.30113721	0.36001286	211.02985892	33.01561600
PI597966_PI597966	intergenic	512.484706	199249	194807	4442	458971.502611	71561.0	2.35603188	0.36734306	895.58087732	139.63538650
PI597967_PI597967	exon	62.252916	5835	5805	30	14089.735163	2092.0	2.42717229	0.36037898	226.33052502	33.60485154
PI597967_PI597967	intron	57.794743	3078	3036	42	6963.728037	1074.0	2.29371806	0.35375494	120.49068264	18.58300503
PI597967_PI597967	upstream_2kb	50.472471	5342	5292	50	11916.264462	1885.0	2.25175065	0.35619803	236.09433470	37.34709165
PI597967_PI597967	downstream_2kb	33.923341	3170	3138	32	7123.891362	1124.0	2.27020120	0.35818993	209.99969791	33.13352892
PI597967_PI597967	intergenic	512.484706	199249	196862	2387	401386.539957	62648.0	2.03892341	0.31823308	783.21662141	122.24364799
PI597968_PI597968	exon	62.252916	5835	5772	63	14447.962834	2145.0	2.50311206	0.37162162	232.08491685	34.45621728
PI597968_PI597968	intron	57.794743	3078	3016	62	7763.674072	1200.0	2.57416249	0.39787798	134.33183831	20.76313411
PI597968_PI597968	upstream_2kb	50.472471	5342	5215	127	13080.893969	2065.0	2.50832099	0.39597315	259.16888374	40.91339217
PI597968_PI597968	downstream_2kb	33.923341	3170	3098	72	7465.700902	1172.0	2.40984535	0.37830859	220.07563766	34.54848389
PI597968_PI597968	intergenic	512.484706	199249	191177	8072	483593.600377	75393.0	2.52955952	0.39436229	943.62542865	147.11268281
PI597971_PI597971	exon	62.252916	5835	5781	54	14132.762273	2097.0	2.44469162	0.36274001	227.02169121	33.68516906
PI597971_PI597971	intron	57.794743	3078	3029	49	6206.301576	951.0	2.04896057	0.31396500	107.38522664	16.45478379
PI597971_PI597971	upstream_2kb	50.472471	5342	5236	106	11619.065612	1841.0	2.21907288	0.35160428	230.20599907	36.47532929
PI597971_PI597971	downstream_2kb	33.923341	3170	3097	73	7116.456301	1110.0	2.29785480	0.35841137	209.78052546	32.72083372
PI597971_PI597971	intergenic	512.484706	199249	194748	4501	373234.312590	58296.0	1.91649882	0.29934069	728.28380676	113.75168726
PI597972_PI597972	exon	62.252916	5835	5776	59	14519.864048	2167.0	2.51382688	0.37517313	233.23990233	34.80961438
PI597972_PI597972	intron	57.794743	3078	2988	90	6876.000649	1053.0	2.30120504	0.35240964	118.97276970	18.21965019
PI597972_PI597972	upstream_2kb	50.472471	5342	5225	117	12079.281068	1904.0	2.31182413	0.36440191	239.32414698	37.72353448
PI597972_PI597972	downstream_2kb	33.923341	3170	3075	95	7009.258300	1106.0	2.27943359	0.35967480	206.62051830	32.60292080
PI597972_PI597972	intergenic	512.484706	199249	191600	7649	381341.525395	59519.0	1.99030024	0.31064196	744.10323065	116.13809993
PI597973_PI597973	exon	62.252916	5835	5767	68	14191.206719	2106.0	2.46076066	0.36518120	227.96051384	33.82974060
PI597973_PI597973	intron	57.794743	3078	2987	91	6146.476319	947.0	2.05774232	0.31704051	106.35009346	16.38557334
PI597973_PI597973	upstream_2kb	50.472471	5342	5207	135	12375.198428	1958.0	2.37664652	0.37603226	245.18709273	38.79342464
PI597973_PI597973	downstream_2kb	33.923341	3170	3057	113	6890.287597	1086.0	2.25393772	0.35525025	203.11347272	32.01335623
PI597973_PI597973	intergenic	512.484706	199249	191833	7416	364128.605661	56849.0	1.89815415	0.29634630	710.51604350	110.92818836
PI597976_PI597976	exon	62.252916	5835	5785	50	14702.901865	2186.0	2.54155607	0.37787381	236.18013114	35.11482097
PI597976_PI597976	intron	57.794743	3078	2986	92	6357.332945	974.0	2.12904653	0.32618888	109.99846379	16.85274386
PI597976_PI597976	upstream_2kb	50.472471	5342	5170	172	11544.330870	1830.0	2.23294601	0.35396518	228.72529602	36.25738871
PI597976_PI597976	downstream_2kb	33.923341	3170	3070	100	6191.632568	974.0	2.01681843	0.31726384	182.51836007	28.71179463
PI597976_PI597976	intergenic	512.484706	199249	193427	5822	364064.063650	56901.0	1.88217810	0.29417300	710.39010411	111.02965480
PI597980_PI597980	exon	62.252916	5835	5782	53	13789.521551	2045.0	2.38490515	0.35368385	221.50804230	32.84986682
PI597980_PI597980	intron	57.794743	3078	3038	40	6346.215279	981.0	2.08894512	0.32290981	109.80609913	16.97386214
PI597980_PI597980	upstream_2kb	50.472471	5342	5249	93	12074.396972	1901.0	2.30032329	0.36216422	239.22737945	37.66409614
PI597980_PI597980	downstream_2kb	33.923341	3170	3116	54	6676.635746	1054.0	2.14269440	0.33825417	196.81539462	31.07005292
PI597980_PI597980	intergenic	512.484706	199249	195370	3879	363195.929434	56710.0	1.85901586	0.29026974	708.69613314	110.65696076
PI597982_PI597982	exon	62.252916	5835	5790	45	13630.266548	2036.0	2.35410476	0.35164076	218.94984884	32.70529528
PI597982_PI597982	intron	57.794743	3078	3024	54	6643.020816	1027.0	2.19676614	0.33961640	114.94161010	17.76978228
PI597982_PI597982	upstream_2kb	50.472471	5342	5215	127	11373.167641	1785.0	2.18085669	0.34228188	225.33407649	35.36581357
PI597982_PI597982	downstream_2kb	33.923341	3170	3110	60	6857.575933	1083.0	2.20500834	0.34823151	202.14919083	31.92492155
PI597982_PI597982	intergenic	512.484706	199249	194255	4994	348766.961479	54396.0	1.79540790	0.28002368	680.54120912	106.14170406
PI598069_PI598069	exon	62.252916	5835	5747	88	15717.486825	2341.0	2.73490288	0.40734296	252.47792127	37.60466417
PI598069_PI598069	intron	57.794743	3078	2968	110	7776.174931	1194.0	2.62000503	0.40229111	134.54813582	20.65931844
PI598069_PI598069	upstream_2kb	50.472471	5342	5132	210	12695.704825	2001.0	2.47383181	0.38990647	251.53721570	39.64537421
PI598069_PI598069	downstream_2kb	33.923341	3170	3023	147	7823.928836	1232.0	2.58813392	0.40754218	230.63556257	36.31717760
PI598069_PI598069	intergenic	512.484706	199249	189178	10071	506514.967831	79065.0	2.67745175	0.41793972	988.35138278	154.27777468
PI598070_PI598070	exon	62.252916	5835	5762	73	15641.774789	2327.0	2.71464332	0.40385283	251.26172064	37.37977511
PI598070_PI598070	intron	57.794743	3078	2976	102	7636.222905	1176.0	2.56593512	0.39516129	132.12660026	20.34787143
PI598070_PI598070	upstream_2kb	50.472471	5342	5163	179	12516.409352	1973.0	2.42425128	0.38214217	247.98487381	39.09061635
PI598070_PI598070	downstream_2kb	33.923341	3170	3028	142	7646.884649	1202.0	2.52539123	0.39696169	225.41661356	35.43283075
PI598070_PI598070	intergenic	512.484706	199249	189865	9384	491125.150165	76651.0	2.58670713	0.40371316	958.32157412	149.56739021
PI601816_PI601816	exon	62.252916	5835	5801	34	14233.746879	2105.0	2.45367124	0.36286847	228.64385789	33.81367710
PI601816_PI601816	intron	57.794743	3078	3038	40	7041.966195	1084.0	2.31796122	0.35681369	121.84440711	18.75603115
PI601816_PI601816	upstream_2kb	50.472471	5342	5264	78	12394.792477	1964.0	2.35463383	0.37310030	245.57530535	38.91230132
PI601816_PI601816	downstream_2kb	33.923341	3170	3132	38	7184.209717	1132.0	2.29380898	0.36143040	211.77777617	33.36935475
PI601816_PI601816	intergenic	512.484706	199249	196798	2451	389046.386963	60728.0	1.97688181	0.30858037	759.13755554	118.49719472
PI607931_PI607931	exon	62.252916	5835	5805	30	13657.111648	2032.0	2.35264628	0.35004307	219.38107523	32.64104126
PI607931_PI607931	intron	57.794743	3078	3041	37	6986.872568	1082.0	2.29755757	0.35580401	120.89114347	18.72142593
PI607931_PI607931	upstream_2kb	50.472471	5342	5270	72	13229.535768	2081.0	2.51034834	0.39487666	262.11389111	41.23039667
PI607931_PI607931	downstream_2kb	33.923341	3170	3132	38	7097.346562	1117.0	2.26607489	0.35664112	209.21720422	32.92718132
PI607931_PI607931	intergenic	512.484706	199249	197075	2174	368259.757423	57473.0	1.86862746	0.29163009	718.57706798	112.14578567
PI609456_PI609456	exon	62.252916	5835	5664	171	13302.967414	2015.0	2.34868775	0.35575565	213.69227771	32.36796169
PI609456_PI609456	intron	57.794743	3078	2800	278	4160.255004	650.0	1.48580536	0.23214286	71.98327716	11.24669765
PI609456_PI609456	upstream_2kb	50.472471	5342	4829	513	7541.654664	1198.0	1.56174253	0.24808449	149.42115007	23.73571129
PI609456_PI609456	downstream_2kb	33.923341	3170	2889	281	3985.755315	638.0	1.37963147	0.22083766	117.49300620	18.80710983
PI609456_PI609456	intergenic	512.484706	199249	173005	26244	115108.353365	18033.0	0.66534697	0.10423398	224.60836785	35.18739152
PI613536_PI613536	exon	62.252916	5835	5775	60	14731.701232	2182.0	2.55094394	0.37783550	236.64274991	35.05056695
PI613536_PI613536	intron	57.794743	3078	2997	81	6593.032718	1018.0	2.19987745	0.33967301	114.07668545	17.61405877
PI613536_PI613536	upstream_2kb	50.472471	5342	5200	142	12327.924710	1942.0	2.37075475	0.37346154	244.25046893	38.47642015
PI613536_PI613536	downstream_2kb	33.923341	3170	3086	84	7385.947627	1163.0	2.39337253	0.37686325	217.72465237	34.28317983
PI613536_PI613536	intergenic	512.484706	199249	193458	5791	376608.477927	58809.0	1.94671959	0.30398846	734.86774048	114.75269274
PI629034_PI629034	exon	62.252916	5835	5785	50	14507.371038	2134.0	2.50775645	0.36888505	233.03922082	34.27951873
PI629034_PI629034	intron	57.794743	3078	3023	55	6763.589481	1041.0	2.23737661	0.34435991	117.02776290	18.01201884
PI629034_PI629034	upstream_2kb	50.472471	5342	5253	89	12927.214171	2050.0	2.46092027	0.39025319	256.12405962	40.61620046
PI629034_PI629034	downstream_2kb	33.923341	3170	3120	50	6862.157568	1084.0	2.19940948	0.34743590	202.28424930	31.95439977
PI629034_PI629034	intergenic	512.484706	199249	193916	5333	389789.812685	60729.0	2.01009619	0.31317168	760.58818560	118.49914600
PI629040_PI629040	exon	62.252916	5835	5784	51	15689.500551	2323.0	2.71256925	0.40162517	252.02836364	37.31552109
PI629040_PI629040	intron	57.794743	3078	3004	74	8968.776002	1377.0	2.98561119	0.45838881	155.18324914	23.82569640
PI629040_PI629040	upstream_2kb	50.472471	5342	5250	92	13695.113274	2166.0	2.60859300	0.41257143	271.33827615	42.91448303
PI629040_PI629040	downstream_2kb	33.923341	3170	3097	73	8174.154782	1295.0	2.63937836	0.41814659	240.95960308	38.17430600
PI629040_PI629040	intergenic	512.484706	199249	192354	6895	653547.777042	101969.0	3.39763029	0.53011115	1275.25323076	198.96984009
PI629059_PI629059	exon	62.252916	5835	5809	26	13560.430482	2014.0	2.33438294	0.34670339	217.82803687	32.35189818
PI629059_PI629059	intron	57.794743	3078	3047	31	7467.846074	1148.0	2.45088483	0.37676403	129.21324131	19.86339830
PI629059_PI629059	upstream_2kb	50.472471	5342	5266	76	12485.171269	1961.0	2.37090225	0.37238891	247.36596052	38.85286298
PI629059_PI629059	downstream_2kb	33.923341	3170	3129	41	7033.690197	1106.0	2.24790355	0.35346756	207.34072735	32.60292080
PI629059_PI629059	intergenic	512.484706	199249	195051	4198	381274.967831	59510.0	1.95474500	0.30509969	743.97335836	116.12053843
PI641824_PI641824	exon	62.252916	5835	5772	63	15068.838570	2229.0	2.61067889	0.38617464	242.05835708	35.80555166
PI641824_PI641824	intron	57.794743	3078	3016	62	8544.135323	1319.0	2.83293612	0.43733422	147.83585634	22.82214491
PI641824_PI641824	upstream_2kb	50.472471	5342	5231	111	13548.468685	2128.0	2.59003416	0.40680558	268.43283906	42.16159736
PI641824_PI641824	downstream_2kb	33.923341	3170	3116	54	7656.374517	1216.0	2.45711634	0.39024390	225.69635807	35.84552595
PI641824_PI641824	intergenic	512.484706	199249	193749	5500	533342.153579	83280.0	2.75274790	0.42983448	1040.69867322	162.50241036
PI641836_PI641836	exon	62.252916	5835	5799	36	15768.305670	2349.0	2.71914221	0.40506984	253.29425003	37.73317221
PI641836_PI641836	intron	57.794743	3078	3015	63	8050.482301	1240.0	2.67014338	0.41127695	139.29436975	21.45523858
PI641836_PI641836	upstream_2kb	50.472471	5342	5231	111	14336.791814	2258.0	2.74073634	0.43165743	284.05171234	44.73725885
PI641836_PI641836	downstream_2kb	33.923341	3170	3110	60	7816.164313	1239.0	2.51323611	0.39839228	230.40667818	36.52352520
PI641836_PI641836	intergenic	512.484706	199249	195523	3726	431486.978074	67349.0	2.20683489	0.34445564	841.95093634	131.41660465
PI641849_PI641849	exon	62.252916	5835	5767	68	17180.262952	2551.0	2.97906415	0.44234437	275.97523225	40.97800013
PI641849_PI641849	intron	57.794743	3078	3023	55	8810.471807	1357.0	2.91447959	0.44889183	152.44417311	23.47964416
PI641849_PI641849	upstream_2kb	50.472471	5342	5202	140	14747.355892	2330.0	2.83493962	0.44790465	292.18612839	46.16377906
PI641849_PI641849	downstream_2kb	33.923341	3170	3069	101	8423.518069	1329.0	2.74471100	0.43304008	248.31039105	39.17656578
PI641849_PI641849	intergenic	512.484706	199249	191209	8040	611373.953347	95411.0	3.19741201	0.49898802	1192.96038728	186.17336065
PI641874_PI641874	exon	62.252916	5835	5806	29	17038.843636	2508.0	2.93469577	0.43196693	273.70354243	40.28726943
PI641874_PI641874	intron	57.794743	3078	3036	42	9014.047605	1388.0	2.96905389	0.45718050	155.96656612	24.01602513
PI641874_PI641874	upstream_2kb	50.472471	5342	5244	98	14862.370972	2337.0	2.83416685	0.44565217	294.46489695	46.30246853
PI641874_PI641874	downstream_2kb	33.923341	3170	3115	55	9276.466916	1455.0	2.97799901	0.46709470	273.45381212	42.89082258
PI641874_PI641874	intergenic	512.484706	199249	191659	7590	716722.798208	111697.0	3.73957288	0.58279027	1398.52524342	217.95186996
PI642791_PI642791	exon	62.252916	5835	5782	53	15138.354556	2239.0	2.61818654	0.38723625	243.17502743	35.96618671
PI642791_PI642791	intron	57.794743	3078	3055	23	8273.606570	1264.0	2.70821819	0.41374795	143.15500236	21.87050127
PI642791_PI642791	upstream_2kb	50.472471	5342	5250	92	13115.786928	2065.0	2.49824513	0.39333333	259.86021028	40.91339217
PI642791_PI642791	downstream_2kb	33.923341	3170	3124	46	7525.600104	1180.0	2.40896290	0.37772087	221.84136003	34.78430972
PI642791_PI642791	intergenic	512.484706	199249	195893	3356	485772.870064	75850.0	2.47978677	0.38720118	947.87778909	148.00441674
PI642793_PI642793	exon	62.252916	5835	5790	45	15593.400575	2304.0	2.69316072	0.39792746	250.48466124	37.01031450
PI642793_PI642793	intron	57.794743	3078	3034	44	8175.331180	1246.0	2.69457191	0.41067897	141.45458142	21.55905426
PI642793_PI642793	upstream_2kb	50.472471	5342	5266	76	12734.950805	2001.0	2.41833475	0.37998481	252.31478770	39.64537421
PI642793_PI642793	downstream_2kb	33.923341	3170	3147	23	7707.670044	1206.0	2.44921196	0.38322212	227.20845934	35.55074366
PI642793_PI642793	intergenic	512.484706	199249	196357	2892	427488.484926	66734.0	2.17709827	0.33986056	834.14876565	130.21656884
PI642992_PI642992	exon	62.252916	5835	5794	41	14748.529549	2191.0	2.54548318	0.37814981	236.91307166	35.19513849
PI642992_PI642992	intron	57.794743	3078	3025	53	8039.934756	1255.0	2.65782967	0.41487603	139.11186967	21.71477776
PI642992_PI642992	upstream_2kb	50.472471	5342	5243	99	12909.942190	2035.0	2.46231970	0.38813656	255.78185364	40.31900875
PI642992_PI642992	downstream_2kb	33.923341	3170	3102	68	7381.704103	1158.0	2.37965961	0.37330754	217.59956083	34.13578869
PI642992_PI642992	intergenic	512.484706	199249	192826	6423	515308.338447	80358.0	2.67240071	0.41673841	1005.50969115	156.80077680
PI642998_PI642998	exon	62.252916	5835	5730	105	13558.333435	2036.0	2.36620130	0.35532286	217.79435095	32.70529528
PI642998_PI642998	intron	57.794743	3078	2959	119	6624.655516	1023.0	2.23881565	0.34572491	114.62384245	17.70057183
PI642998_PI642998	upstream_2kb	50.472471	5342	5061	281	11322.843080	1795.0	2.23727387	0.35467299	224.33700699	35.56394138
PI642998_PI642998	downstream_2kb	33.923341	3170	2995	175	6345.459809	1001.0	2.11868441	0.33422371	187.05291466	29.50770680
PI642998_PI642998	intergenic	512.484706	199249	181589	17660	425584.398595	66428.0	2.34366839	0.36581511	830.43336438	129.61947785
PI651492_PI651492	exon	62.252916	5835	5780	55	15859.276230	2362.0	2.74381942	0.40865052	254.75555602	37.94199777
PI651492_PI651492	intron	57.794743	3078	3034	44	7425.156622	1144.0	2.44731596	0.37705999	128.47460230	19.79418786
PI651492_PI651492	upstream_2kb	50.472471	5342	5230	112	13019.521779	2061.0	2.48939231	0.39407266	257.95293001	40.83414105
PI651492_PI651492	downstream_2kb	33.923341	3170	3084	86	7156.901975	1135.0	2.32065563	0.36802853	210.97279231	33.45778943
PI651492_PI651492	intergenic	512.484706	199249	192563	6686	518201.697967	80812.0	2.69107616	0.41966525	1011.15543918	157.68665690
PI651496_PI651496	exon	62.252916	5835	5788	47	15446.928658	2310.0	2.66878519	0.39910159	248.13180892	37.10669553
PI651496_PI651496	intron	57.794743	3078	3039	39	7241.297674	1125.0	2.38278963	0.37018756	125.29336231	19.46543823
PI651496_PI651496	upstream_2kb	50.472471	5342	5254	88	13415.417243	2120.0	2.55337214	0.40350209	265.79672002	42.00309511
PI651496_PI651496	downstream_2kb	33.923341	3170	3085	85	6926.205205	1104.0	2.24512324	0.35786062	204.17226019	32.54396435
PI651496_PI651496	intergenic	512.484706	199249	195326	3923	385578.071671	60202.0	1.97402328	0.30821294	752.36990911	117.47082263
PI653616_PI653616	exon	62.252916	5835	5711	124	14680.691164	2187.0	2.57059905	0.38294519	235.82334945	35.13088447
PI653616_PI653616	intron	57.794743	3078	3008	70	7327.249022	1133.0	2.43592055	0.37666223	126.78054511	19.60385913
PI653616_PI653616	upstream_2kb	50.472471	5342	5229	113	13445.813544	2125.0	2.57139291	0.40638745	266.39895526	42.10215902
PI653616_PI653616	downstream_2kb	33.923341	3170	3088	82	7504.170789	1189.0	2.43010712	0.38503886	221.20966178	35.04961377
PI653616_PI653616	intergenic	512.484706	199249	195469	3780	419774.141504	65528.0	2.14752284	0.33523474	819.09593904	127.86332789
PI653617_PI653617	exon	62.252916	5835	5761	74	15007.649472	2236.0	2.60504244	0.38812706	241.07544572	35.91799619
PI653617_PI653617	intron	57.794743	3078	3032	46	7556.563544	1175.0	2.49227030	0.38753298	130.74828526	20.33056882
PI653617_PI653617	upstream_2kb	50.472471	5342	5239	103	13102.845034	2070.0	2.50102024	0.39511357	259.60379538	41.01245608
PI653617_PI653617	downstream_2kb	33.923341	3170	3100	70	7519.582528	1184.0	2.42567178	0.38193548	221.66397254	34.90222263
PI653617_PI653617	intergenic	512.484706	199249	196803	2446	386076.814390	60290.0	1.96174253	0.30634696	753.34309467	117.64253507
PI655970_PI655970	exon	62.252916	5835	5806	29	15621.397465	2295.0	2.69056105	0.39528074	250.93438940	36.86574296
PI655970_PI655970	intron	57.794743	3078	3043	35	8228.350590	1269.0	2.70402583	0.41702267	142.37195570	21.95701433
PI655970_PI655970	upstream_2kb	50.472471	5342	5275	67	13280.926826	2092.0	2.51771125	0.39658768	263.13209088	41.44833725
PI655970_PI655970	downstream_2kb	33.923341	3170	3131	39	7522.371101	1186.0	2.40254586	0.37879272	221.74617475	34.96117909
PI655970_PI655970	intergenic	512.484706	199249	195949	3300	442219.602720	69019.0	2.25680969	0.35222941	862.89326792	134.67523848
PI655971_PI655971	exon	62.252916	5835	5789	46	16741.546155	2477.0	2.89195822	0.42788046	268.92790299	39.78930079
PI655971_PI655971	intron	57.794743	3078	3013	65	8686.528743	1332.0	2.88301651	0.44208430	150.29963439	23.04707887
PI655971_PI655971	upstream_2kb	50.472471	5342	5221	121	14944.401852	2344.0	2.86236389	0.44895614	296.09015679	46.44115799
PI655971_PI655971	downstream_2kb	33.923341	3170	3097	73	9543.241205	1502.0	3.08144695	0.48498547	281.31784559	44.27629932
PI655971_PI655971	intergenic	512.484706	199249	191518	7731	646381.977984	100790.0	3.37504557	0.52626907	1261.27076655	196.66928363
PI655972_PI655972	exon	62.252916	5835	5791	44	15688.743901	2310.0	2.70915971	0.39889484	252.01620918	37.10669553
PI655972_PI655972	intron	57.794743	3078	2999	79	8062.619878	1238.0	2.68843610	0.41280427	139.50438154	21.42063336
PI655972_PI655972	upstream_2kb	50.472471	5342	5257	85	14105.410162	2213.0	2.68316724	0.42096253	279.46739841	43.84568372
PI655972_PI655972	downstream_2kb	33.923341	3170	3096	74	7409.171152	1166.0	2.39314314	0.37661499	218.40924076	34.37161452
PI655972_PI655972	intergenic	512.484706	199249	194674	4575	437710.189301	68299.0	2.24842655	0.35083781	854.09414989	133.27031851
PI655973_PI655973	exon	62.252916	5835	5788	47	14710.608589	2173.0	2.54157025	0.37543193	236.30392814	34.90599541
PI655973_PI655973	intron	57.794743	3078	3012	66	7863.631657	1228.0	2.61076748	0.40770252	136.06136560	21.24760724
PI655973_PI655973	upstream_2kb	50.472471	5342	5235	107	13007.575678	2050.0	2.48473270	0.39159503	257.71624453	40.61620046
PI655973_PI655973	downstream_2kb	33.923341	3170	3102	68	7759.717867	1211.0	2.50152091	0.39039329	228.74273696	35.69813480
PI655973_PI655973	intergenic	512.484706	199249	192863	6386	489418.303130	76333.0	2.53764747	0.39578872	954.99104149	148.94688389
PI655974_PI655974	exon	62.252916	5835	5812	23	15301.421878	2251.0	2.63272916	0.38730213	245.79446010	36.15894876
PI655974_PI655974	intron	57.794743	3078	3052	26	8182.069096	1259.0	2.68088765	0.41251638	141.57116498	21.78398821
PI655974_PI655974	upstream_2kb	50.472471	5342	5285	57	13023.534492	2049.0	2.46424494	0.38770104	258.03243302	40.59638768
PI655974_PI655974	downstream_2kb	33.923341	3170	3141	29	7459.424568	1175.0	2.37485660	0.37408469	219.89062244	34.63691857
PI655974_PI655974	intergenic	512.484706	199249	196050	3199	435640.878840	68003.0	2.22209069	0.34686560	850.05635044	132.69274030
