sample	feature	feature_Mb	selected_sites_feature	callable_selected_sites	missing_genotypes_selected_sites	load_raw	n_del_alleles	burden_per_callable_site	n_del_alleles_per_callable_site	burden_per_Mb	n_del_alleles_per_Mb
PI534117_PI534117	intron	57.794743	3078	3013	65	6296.567539	973.0	2.08980005	0.32293395	108.94706357	16.83544124
PI534117_PI534117	upstream_2kb	50.472471	5342	5208	134	12234.677549	1920.0	2.34920844	0.36866359	242.40298338	38.04053897
PI534117_PI534117	downstream_2kb	33.923341	3170	3088	82	7047.796268	1108.0	2.28231744	0.35880829	207.75654934	32.66187726
PI534117_PI534117	intergenic	512.484706	199249	190337	8912	348250.103174	54345.0	1.82965006	0.28551989	679.53267502	106.04218890
PI534123_PI534123	exon	62.252916	5835	5755	80	13020.729493	1932.0	2.26250730	0.33570808	209.15854758	31.03469081
PI534123_PI534123	intron	57.794743	3078	2967	111	5967.612791	927.0	2.01132888	0.31243680	103.25528727	16.03952110
PI534123_PI534123	upstream_2kb	50.472471	5342	5161	181	11122.793339	1755.0	2.15516244	0.34005038	220.37346535	34.77143015
PI534123_PI534123	downstream_2kb	33.923341	3170	3029	141	6784.269531	1070.0	2.23977205	0.35325190	199.98824794	31.54170457
PI534123_PI534123	intergenic	512.484706	199249	190587	8662	405804.541519	63243.0	2.12923516	0.33183271	791.83736952	123.40465825
PI534124_PI534124	exon	62.252916	5835	5757	78	12935.638062	1920.0	2.24694078	0.33350703	207.79168099	30.84192875
PI534124_PI534124	intron	57.794743	3078	2974	104	5735.459869	894.0	1.92853392	0.30060525	99.23843539	15.46853492
PI534124_PI534124	upstream_2kb	50.472471	5342	5148	194	10311.277741	1623.0	2.00296770	0.31526807	204.29508476	32.15614310
PI534124_PI534124	downstream_2kb	33.923341	3170	3016	154	6082.859620	961.0	2.01686327	0.31863395	179.31192627	28.32857766
PI534124_PI534124	intergenic	512.484706	199249	188462	10787	348644.768024	54379.0	1.84994730	0.28854093	680.30277576	106.10853234
PI534127_PI534127	exon	62.252916	5835	5767	68	14962.147798	2217.0	2.59444214	0.38442865	240.34452937	35.61278961
PI534127_PI534127	intron	57.794743	3078	3001	77	7774.449458	1195.0	2.59061961	0.39820060	134.51828064	20.67662106
PI534127_PI534127	upstream_2kb	50.472471	5342	5201	141	12291.907471	1933.0	2.36337386	0.37165930	243.53686727	38.29810512
PI534127_PI534127	downstream_2kb	33.923341	3170	3083	87	7821.589479	1238.0	2.53700599	0.40155693	230.56660249	36.49404697
PI534127_PI534127	intergenic	512.484706	199249	191429	7820	556131.492344	86682.0	2.90515801	0.45281540	1085.16700271	169.14065724
PI534128_PI534128	exon	62.252916	5835	5771	64	15386.527520	2293.0	2.66618047	0.39733149	247.16155496	36.83361595
PI534128_PI534128	intron	57.794743	3078	2998	80	8027.879021	1232.0	2.67774484	0.41094063	138.90327398	21.31681769
PI534128_PI534128	upstream_2kb	50.472471	5342	5199	143	13465.476868	2119.0	2.59001286	0.40757838	266.78854038	41.98328233
PI534128_PI534128	downstream_2kb	33.923341	3170	3064	106	8082.197265	1275.0	2.63779284	0.41612272	238.24885836	37.58474143
PI534128_PI534128	intergenic	512.484706	199249	189287	9962	561160.448897	87542.0	2.96460110	0.46248290	1094.97989370	170.81875610
PI534132_PI534132	exon	62.252916	5835	5774	61	14472.704706	2154.0	2.50653008	0.37305161	232.48235803	34.60078882
PI534132_PI534132	intron	57.794743	3078	3013	65	6972.622502	1072.0	2.31417939	0.35579157	120.64458012	18.54839981
PI534132_PI534132	upstream_2kb	50.472471	5342	5209	133	12838.519685	2024.0	2.46468030	0.38855826	254.36677521	40.10106816
PI534132_PI534132	downstream_2kb	33.923341	3170	3086	84	7719.854796	1214.0	2.50157317	0.39338950	227.56764423	35.78656949
PI534132_PI534132	intergenic	512.484706	199249	192704	6545	473424.088159	73875.0	2.45674240	0.38335997	923.78188581	144.15064320
PI534133_PI534133	exon	62.252916	5835	5774	61	14749.156484	2201.0	2.55440881	0.38119155	236.92314243	35.35577354
PI534133_PI534133	intron	57.794743	3078	2992	86	7650.751218	1171.0	2.55706926	0.39137701	132.37797802	20.26135837
PI534133_PI534133	upstream_2kb	50.472471	5342	5194	148	13144.623289	2061.0	2.53073225	0.39680400	260.43153879	40.83414105
PI534133_PI534133	downstream_2kb	33.923341	3170	3068	102	8295.597904	1301.0	2.70391066	0.42405476	244.53953118	38.35117538
PI534133_PI534133	intergenic	512.484706	199249	189912	9337	529815.385665	82661.0	2.78979414	0.43525949	1033.81696949	161.29456944
PI534135_PI534135	exon	62.252916	5835	5769	66	14639.640796	2171.0	2.53763924	0.37632172	235.16393667	34.87386840
PI534135_PI534135	intron	57.794743	3078	2996	82	6871.662108	1053.0	2.29361219	0.35146862	118.89770161	18.21965019
PI534135_PI534135	upstream_2kb	50.472471	5342	5209	133	12927.307795	2031.0	2.48172544	0.38990209	256.12591456	40.23975763
PI534135_PI534135	downstream_2kb	33.923341	3170	3095	75	7916.344358	1240.0	2.55778493	0.40064620	233.35980845	36.55300343
PI534135_PI534135	intergenic	512.484706	199249	192261	6988	459972.103058	71781.0	2.39243582	0.37335185	897.53332670	140.06466761
PI534137_PI534137	exon	62.252916	5835	5755	80	14085.468449	2099.0	2.44751841	0.36472632	226.26198665	33.71729607
PI534137_PI534137	intron	57.794743	3078	2996	82	8041.177425	1247.0	2.68397110	0.41622163	139.13337109	21.57635687
PI534137_PI534137	upstream_2kb	50.472471	5342	5188	154	12435.488028	1958.0	2.39697148	0.37740941	246.38159737	38.79342464
PI534137_PI534137	downstream_2kb	33.923341	3170	3079	91	7986.918552	1253.0	2.59399758	0.40695031	235.44021069	36.93622040
PI534137_PI534137	intergenic	512.484706	199249	189724	9525	507864.199977	79207.0	2.67685796	0.41748540	990.98410944	154.55485612
PI534138_PI534138	exon	62.252916	5835	5751	84	12720.134272	1897.0	2.21181260	0.32985568	204.32993488	30.47246815
PI534138_PI534138	intron	57.794743	3078	3013	65	6579.243047	1016.0	2.18361867	0.33720544	113.83808812	17.57945355
PI534138_PI534138	upstream_2kb	50.472471	5342	5182	160	10833.833004	1715.0	2.09066635	0.33095330	214.64835759	33.97891892
PI534138_PI534138	downstream_2kb	33.923341	3170	3069	101	6590.627683	1031.0	2.14748377	0.33594005	194.28002929	30.39205366
PI534138_PI534138	intergenic	512.484706	199249	191763	7486	318641.183605	49821.0	1.66164059	0.25980507	621.75744929	97.21460839
PI534139_PI534139	exon	62.252916	5835	5785	50	14653.766539	2178.0	2.53306250	0.37649092	235.39084560	34.98631293
PI534139_PI534139	intron	57.794743	3078	3026	52	7132.303597	1104.0	2.35700714	0.36483807	123.40748010	19.10208338
PI534139_PI534139	upstream_2kb	50.472471	5342	5237	105	13065.346861	2062.0	2.49481513	0.39373687	258.86085231	40.85395383
PI534139_PI534139	downstream_2kb	33.923341	3170	3108	62	7982.642580	1246.0	2.56841782	0.40090090	235.31416259	36.72987280
PI534139_PI534139	intergenic	512.484706	199249	193635	5614	559025.026882	87207.0	2.88700404	0.45036796	1090.81309225	170.16507806
PI534144_PI534144	exon	62.252916	5835	5771	64	14720.554564	2199.0	2.55078055	0.38104315	236.46369535	35.32364653
PI534144_PI534144	intron	57.794743	3078	2995	83	7522.985541	1157.0	2.51184826	0.38631052	130.16729811	20.01912181
PI534144_PI534144	upstream_2kb	50.472471	5342	5176	166	11951.013127	1878.0	2.30892835	0.36282844	236.78280239	37.20840218
PI534144_PI534144	downstream_2kb	33.923341	3170	3084	86	6926.020846	1077.0	2.24579145	0.34922179	204.16682559	31.74805217
PI534144_PI534144	intergenic	512.484706	199249	191053	8196	470129.184844	73460.0	2.46072653	0.38450064	917.35261431	143.34086294
PI534145_PI534145	exon	62.252916	5835	5778	57	14746.299266	2199.0	2.55214594	0.38058152	236.87724549	35.32364653
PI534145_PI534145	intron	57.794743	3078	2985	93	6623.643745	1017.0	2.21897613	0.34070352	114.60633616	17.59675616
PI534145_PI534145	upstream_2kb	50.472471	5342	5176	166	11939.325438	1874.0	2.30667029	0.36205564	236.55123677	37.12915106
PI534145_PI534145	downstream_2kb	33.923341	3170	3060	110	6973.550294	1100.0	2.27893800	0.35947712	205.56790954	32.42605143
PI534145_PI534145	intergenic	512.484706	199249	190586	8663	342111.484072	53486.0	1.79505044	0.28063971	667.55452420	104.36604132
PI534148_PI534148	exon	62.252916	5835	5764	71	15399.722047	2290.0	2.67170750	0.39729355	247.37350532	36.78542544
PI534148_PI534148	intron	57.794743	3078	2977	101	7110.498650	1093.0	2.38847788	0.36714814	123.03019757	18.91175466
PI534148_PI534148	upstream_2kb	50.472471	5342	5191	151	13646.588435	2145.0	2.62889394	0.41321518	270.37686415	42.49841463
PI534148_PI534148	downstream_2kb	33.923341	3170	3068	102	8009.408808	1255.0	2.61062869	0.40906128	236.10318357	36.99517686
PI534148_PI534148	intergenic	512.484706	199249	188243	11006	466609.701545	72815.0	2.47876257	0.38681385	910.48512489	142.08228879
PI534155_PI534155	exon	62.252916	5835	5784	51	14372.202627	2148.0	2.48482065	0.37136929	230.86794243	34.50440779
PI534155_PI534155	intron	57.794743	3078	2985	93	6000.893369	914.0	2.01034954	0.30619765	103.83112819	15.81458715
PI534155_PI534155	upstream_2kb	50.472471	5342	5180	162	12182.985774	1912.0	2.35192776	0.36911197	241.37882558	37.88203672
PI534155_PI534155	downstream_2kb	33.923341	3170	3068	102	6945.126590	1095.0	2.26373096	0.35691004	204.73002909	32.27866029
PI534155_PI534155	intergenic	512.484706	199249	190395	8854	393694.589934	61477.0	2.06777799	0.32289188	768.20749054	119.95870175
PI534157_PI534157	exon	62.252916	5835	5801	34	13634.800813	2034.0	2.35042248	0.35062920	219.02268503	32.67316827
PI534157_PI534157	intron	57.794743	3078	3054	24	7571.752384	1177.0	2.47929024	0.38539620	131.01109185	20.36517404
PI534157_PI534157	upstream_2kb	50.472471	5342	5303	39	11758.925566	1858.0	2.21741006	0.35036772	232.97701368	36.81214657
PI534157_PI534157	downstream_2kb	33.923341	3170	3135	35	7039.707216	1114.0	2.24552064	0.35534290	207.51809842	32.83874663
PI534157_PI534157	intergenic	512.484706	199249	195892	3357	480195.772100	74976.0	2.45132916	0.38274151	936.99532196	146.29899999
PI534163_PI534163	exon	62.252916	5835	5803	32	15124.025095	2259.0	2.60624248	0.38928141	242.94484607	36.28745680
PI534163_PI534163	intron	57.794743	3078	3047	31	7500.534978	1166.0	2.46161305	0.38267148	129.77884472	20.17484531
PI534163_PI534163	upstream_2kb	50.472471	5342	5275	67	13201.823004	2084.0	2.50271526	0.39507109	261.56482419	41.28983501
PI534163_PI534163	downstream_2kb	33.923341	3170	3118	52	6916.805592	1102.0	2.21834689	0.35343169	203.89517625	32.48500789
PI534163_PI534163	intergenic	512.484706	199249	196123	3126	442562.195742	69057.0	2.25655428	0.35211067	863.56176206	134.74938704
PI534167_PI534167	exon	62.252916	5835	5796	39	14628.022985	2166.0	2.52381349	0.37370600	234.97731391	34.79355088
PI534167_PI534167	intron	57.794743	3078	3002	76	7051.498286	1084.0	2.34893347	0.36109260	122.00933718	18.75603115
PI534167_PI534167	upstream_2kb	50.472471	5342	5199	143	12748.783694	2010.0	2.45216074	0.38661281	252.58885570	39.82368923
PI534167_PI534167	downstream_2kb	33.923341	3170	3084	86	7894.482429	1243.0	2.55981921	0.40304799	232.71535751	36.64143812
PI534167_PI534167	intergenic	512.484706	199249	191032	8217	452320.249739	70550.0	2.36777215	0.36930985	882.60243563	137.66264471
PI540816_PI540816	exon	62.252916	5835	5765	70	15927.548163	2350.0	2.76280107	0.40763226	255.85224253	37.74923571
PI540816_PI540816	intron	57.794743	3078	3037	41	7629.543825	1178.0	2.51219751	0.38788278	132.01103472	20.38247666
PI540816_PI540816	upstream_2kb	50.472471	5342	5233	109	13044.189024	2057.0	2.49267896	0.39308236	258.44165671	40.75488993
PI540816_PI540816	downstream_2kb	33.923341	3170	3121	49	7644.796235	1210.0	2.44947012	0.38769625	225.35505081	35.66865657
PI540816_PI540816	intergenic	512.484706	199249	194525	4724	523432.817753	81596.0	2.69082544	0.41946279	1021.36280678	159.21645865
PI542406_PI542406	exon	62.252916	5835	5760	75	14440.027906	2170.0	2.50694929	0.37673611	231.95745411	34.85780489
PI542406_PI542406	intron	57.794743	3078	2985	93	6551.146247	1025.0	2.19468886	0.34338358	113.35194010	17.73517706
PI542406_PI542406	upstream_2kb	50.472471	5342	5142	200	11824.461450	1867.0	2.29958410	0.36308829	234.27546177	36.99046159
PI542406_PI542406	downstream_2kb	33.923341	3170	3067	103	6340.643803	998.0	2.06737653	0.32539941	186.91094733	29.41927212
PI542406_PI542406	intergenic	512.484706	199249	186752	12497	360188.106644	56222.0	1.92869745	0.30105166	702.82703547	109.70473722
PI542718_PI542718	exon	62.252916	5835	5759	76	16608.798899	2481.0	2.88397272	0.43080396	266.79551684	39.85355481
PI542718_PI542718	intron	57.794743	3078	2996	82	8029.790648	1236.0	2.68017044	0.41255007	138.93635012	21.38602814
PI542718_PI542718	upstream_2kb	50.472471	5342	5148	194	14066.419239	2215.0	2.73240467	0.43026418	278.69487980	43.88530928
PI542718_PI542718	downstream_2kb	33.923341	3170	3064	106	8341.998257	1310.0	2.72258429	0.42754569	245.90733139	38.61647943
PI542718_PI542718	intergenic	512.484706	199249	190533	8716	581966.294800	90768.0	3.05441207	0.47638992	1135.57787771	177.11357810
PI548797_PI548797	exon	62.252916	5835	5789	46	14389.075252	2134.0	2.48558909	0.36863016	231.13897592	34.27951873
PI548797_PI548797	intron	57.794743	3078	3033	45	7603.451845	1182.0	2.50690796	0.38971316	131.55957533	20.45168710
PI548797_PI548797	upstream_2kb	50.472471	5342	5253	89	12708.742244	2007.0	2.41933033	0.38206739	251.79552322	39.76425089
PI548797_PI548797	downstream_2kb	33.923341	3170	3100	70	7099.955081	1117.0	2.29030809	0.36032258	209.29409876	32.92718132
PI548797_PI548797	intergenic	512.484706	199249	194411	4838	482453.347662	75276.0	2.48161548	0.38720031	941.40047891	146.88438332
PI552856_PI552856	exon	62.252916	5835	5774	61	12600.568600	1879.0	2.18229453	0.32542432	202.40929116	30.18332507
PI552856_PI552856	intron	57.794743	3078	3059	19	7243.348826	1121.0	2.36788128	0.36645963	125.32885259	19.39622778
PI552856_PI552856	upstream_2kb	50.472471	5342	5306	36	12022.608279	1894.0	2.26585154	0.35695439	238.20130145	37.52540667
PI552856_PI552856	downstream_2kb	33.923341	3170	3138	32	6816.693365	1074.0	2.17230509	0.34225621	200.94404515	31.65961749
PI552856_PI552856	intergenic	512.484706	199249	196132	3117	425438.269058	66423.0	2.16914256	0.33866478	830.14822506	129.60972147
PI552861_PI552861	exon	62.252916	5835	5825	10	14043.632817	2077.0	2.41092409	0.35656652	225.58995978	33.36389897
PI552861_PI552861	intron	57.794743	3078	3065	13	7380.632092	1137.0	2.40803657	0.37096248	127.70421164	19.67306957
PI552861_PI552861	upstream_2kb	50.472471	5342	5314	28	12844.145577	2015.0	2.41703906	0.37918705	254.47823978	39.92275314
PI552861_PI552861	downstream_2kb	33.923341	3170	3150	20	6819.135386	1076.0	2.16480488	0.34158730	201.01603160	31.71857395
PI552861_PI552861	intergenic	512.484706	199249	198162	1087	378385.868249	59059.0	1.90947744	0.29803393	738.33592265	115.24051217
PI561071_PI561071	exon	62.252916	5835	5780	55	14656.829782	2170.0	2.53578370	0.37543253	235.44005202	34.85780489
PI561071_PI561071	intron	57.794743	3078	3018	60	7926.937382	1220.0	2.62655314	0.40424122	137.15671998	21.10918635
PI561071_PI561071	upstream_2kb	50.472471	5342	5258	84	13338.434381	2117.0	2.53678859	0.40262457	264.27147546	41.94365677
PI561071_PI561071	downstream_2kb	33.923341	3170	3116	54	7373.982913	1172.0	2.36649002	0.37612323	217.37195380	34.54848389
PI561071_PI561071	intergenic	512.484706	199249	193224	6025	519207.424844	80980.0	2.68707523	0.41909908	1013.11789165	158.01447156
PI561072_PI561072	exon	62.252916	5835	5804	31	15599.633304	2311.0	2.68773834	0.39817367	250.58478070	37.12275904
PI561072_PI561072	intron	57.794743	3078	3034	44	7705.817265	1188.0	2.53982112	0.39156229	133.33076445	20.55550277
PI561072_PI561072	upstream_2kb	50.472471	5342	5233	109	12679.476633	1998.0	2.42298426	0.38180776	251.21569010	39.58593587
PI561072_PI561072	downstream_2kb	33.923341	3170	3104	66	7485.553716	1182.0	2.41158303	0.38079897	220.66086346	34.84326617
PI561072_PI561072	intergenic	512.484706	199249	194175	5074	461465.308063	71998.0	2.37654337	0.37078924	900.44698439	140.48809488
PI561073_PI561073	exon	62.252916	5835	5779	56	15754.948784	2330.0	2.72624135	0.40318394	253.07969162	37.42796562
PI561073_PI561073	intron	57.794743	3078	3002	76	8905.859986	1371.0	2.96664223	0.45669554	154.09463774	23.72188073
PI561073_PI561073	upstream_2kb	50.472471	5342	5228	114	13417.566956	2120.0	2.56648182	0.40550880	265.83931180	42.00309511
PI561073_PI561073	downstream_2kb	33.923341	3170	3101	69	7789.349983	1224.0	2.51188326	0.39471138	229.61623926	36.08135177
PI561073_PI561073	intergenic	512.484706	199249	192204	7045	579840.088720	90441.0	3.01679512	0.47054692	1131.42905911	176.47551028
PI561472_PI561472	exon	62.252916	5835	5790	45	14781.734128	2192.0	2.55297653	0.37858377	237.44645356	35.21120199
PI561472_PI561472	intron	57.794743	3078	3042	36	8193.833981	1273.0	2.69356804	0.41847469	141.77472821	22.02622477
PI561472_PI561472	upstream_2kb	50.472471	5342	5249	93	13027.589352	2062.0	2.48191834	0.39283673	258.11277107	40.85395383
PI561472_PI561472	downstream_2kb	33.923341	3170	3122	48	7344.088869	1163.0	2.35236671	0.37251762	216.49073035	34.28317983
PI561472_PI561472	intergenic	512.484706	199249	192752	6497	585762.714250	91338.0	3.03894494	0.47386279	1142.98574649	178.22580641
PI562730_PI562730	exon	62.252916	5835	5750	85	12824.627324	1927.0	2.23036997	0.33513043	206.00845950	30.95437329
PI562730_PI562730	intron	57.794743	3078	2940	138	5941.835568	931.0	2.02103251	0.31666667	102.80927398	16.10873155
PI562730_PI562730	upstream_2kb	50.472471	5342	5076	266	10785.004639	1706.0	2.12470541	0.33609141	213.68093190	33.80060390
PI562730_PI562730	downstream_2kb	33.923341	3170	2971	199	6003.219728	951.0	2.02060577	0.32009424	176.96428333	28.03379537
PI562730_PI562730	intergenic	512.484706	199249	185403	13846	404463.301622	63089.0	2.18153591	0.34028036	789.22023796	123.10416147
PI564163_PI564163	exon	62.252916	5835	5833	2	11025.364134	1651.0	1.89017043	0.28304475	177.10598703	26.52084603
PI564163_PI564163	intron	57.794743	3078	3075	3	6658.415291	1022.0	2.16533831	0.33235772	115.20797472	17.68326922
PI564163_PI564163	upstream_2kb	50.472471	5342	5340	2	11405.198796	1795.0	2.13580502	0.33614232	225.96870274	35.56394138
PI564163_PI564163	downstream_2kb	33.923341	3170	3168	2	6762.857795	1063.0	2.13474047	0.33554293	199.35706788	31.33535697
PI564163_PI564163	intergenic	512.484706	199249	199155	94	364623.862648	56983.0	1.83085467	0.28612387	711.48242743	111.18965958
PI564164_PI564164	exon	62.252916	5835	5793	42	14737.505011	2184.0	2.54401951	0.37700673	236.73597893	35.08269396
PI564164_PI564164	intron	57.794743	3078	3022	56	7919.385440	1219.0	2.62057758	0.40337525	137.02605167	21.09188374
PI564164_PI564164	upstream_2kb	50.472471	5342	5243	99	13039.734829	2053.0	2.48707512	0.39156971	258.35340673	40.67563881
PI564164_PI564164	downstream_2kb	33.923341	3170	3119	51	7968.260736	1258.0	2.55474855	0.40333440	234.89021131	37.08361155
PI564164_PI564164	intergenic	512.484706	199249	195301	3948	528822.223148	82572.0	2.70772921	0.42279353	1031.87903357	161.12090572
PI564165_PI564165	exon	62.252916	5835	5800	35	15712.008672	2314.0	2.70896701	0.39896552	252.38992294	37.17094955
PI564165_PI564165	intron	57.794743	3078	3027	51	8435.163089	1294.0	2.78664126	0.42748596	145.95035207	22.38957962
PI564165_PI564165	upstream_2kb	50.472471	5342	5249	93	13879.642272	2185.0	2.64424505	0.41626977	274.99430873	43.29092586
PI564165_PI564165	downstream_2kb	33.923341	3170	3123	47	8136.219599	1285.0	2.60525764	0.41146334	239.84134107	37.87952372
